ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000030.SZ,20260515,4.81,1.0891,1.06,11.7736,12.4579,0.9692,827229.0164,803705.8197
000030.SZ,20260514,4.84,1.0551,1.07,11.847,12.5356,0.9753,832388.449,808718.5379
000030.SZ,20260513,4.95,1.0136,1.03,12.1162,12.8205,0.9975,851306.3683,827098.5047
000030.SZ,20260512,4.95,1.1751,1.29,12.1162,12.8205,0.9975,851306.3683,827098.5047
000030.SZ,20260511,5.07,1.1096,1.28,12.41,13.1313,1.0216,871944.0984,847149.3775
000030.SZ,20260508,5.11,0.8044,0.89,12.5079,13.2349,1.0297,878823.3418,853833.0018
000030.SZ,20260507,5.09,0.8284,0.9,12.4589,13.1831,1.0257,875383.7201,850491.1896
000030.SZ,20260506,5.1,0.9967,1.0,12.4834,13.209,1.0277,877103.531,852162.0957
000030.SZ,20260430,5.09,0.8169,0.65,12.4589,13.1831,1.0257,875383.7201,850491.1896
000030.SZ,20260429,5.1,0.8911,0.57,12.4834,13.209,1.0277,877103.531,852162.0957
000030.SZ,20260428,5.06,1.0113,0.56,12.3855,13.1054,1.0196,870224.2876,845478.4714
000030.SZ,20260427,5.15,0.9079,0.37,12.6058,13.3385,1.0378,885702.5852,860516.6261
000030.SZ,20260424,5.12,1.3415,0.45,12.5324,13.2608,1.0317,880543.1526,855503.9078
000030.SZ,20260423,5.21,2.1091,0.78,12.7527,13.4939,1.0499,896021.4502,870542.0625
000030.SZ,20260422,5.34,2.4449,1.03,13.0709,13.8306,1.076,918378.9912,892263.8414
000030.SZ,20260421,5.65,2.2145,1.03,14.3701,14.4577,1.1924,971693.1274,944062.1414
000030.SZ,20260420,5.67,3.9993,2.64,14.421,14.5089,1.1966,975132.7491,947403.9543
000030.SZ,20260417,5.5,4.0789,4.4,13.9886,14.0739,1.1608,945895.9648,918998.5448
000030.SZ,20260416,5.2,0.8145,0.82,13.2256,13.3062,1.0974,894301.6394,868871.3514
000030.SZ,20260415,5.15,0.7966,0.64,13.0984,13.1783,1.0869,885702.5852,860516.8192
000030.SZ,20260414,5.19,1.0335,0.78,13.2002,13.2806,1.0953,892581.8286,867200.445
000030.SZ,20260413,5.11,0.85,0.5,12.9967,13.0759,1.0785,878823.3418,853833.1934
000030.SZ,20260410,5.12,1.143,0.55,13.0221,13.1015,1.0806,880543.1526,855504.0998
000030.SZ,20260409,5.01,1.1643,0.41,12.7424,12.82,1.0573,861625.2333,837124.1289
000030.SZ,20260408,5.06,2.0205,0.66,12.8695,12.948,1.0679,870224.2876,845478.6612
000030.SZ,20260407,4.81,1.465,0.5,12.2337,12.3083,1.0151,827229.0164,803706.0
000030.SZ,20260403,4.8,2.7383,1.11,12.2083,12.2827,1.013,825509.2056,802035.0936
000030.SZ,20260402,5.12,2.9097,1.46,13.0221,13.1015,1.0806,880543.1526,855504.0998
000030.SZ,20260401,5.2,5.1318,4.64,13.2256,13.3062,1.0974,894301.6394,868871.3514
000030.SZ,20260331,5.56,3.0594,4.73,14.1412,14.2274,1.1734,956214.8298,929023.9834
000030.SZ,20260330,5.05,0.7158,1.01,12.8441,12.9224,1.0658,868504.4767,843807.7547
000030.SZ,20260327,5.02,0.4885,0.63,12.7678,12.8456,1.0595,863345.0442,838795.0354
