ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000020.SZ,20260515,13.58,3.9505,0.65,108.4999,110.7516,8.6547,384532.9463,246022.601
000020.SZ,20260514,13.96,6.4743,1.19,111.536,113.8507,8.8969,395293.0729,252906.8858
000020.SZ,20260513,13.77,4.4454,0.83,110.0179,112.3011,8.7758,389913.0096,249464.7434
000020.SZ,20260512,14.1,4.853,1.0,112.6545,114.9924,8.9862,399257.3301,255443.2013
000020.SZ,20260511,14.49,10.3107,2.98,115.7705,118.1731,9.2347,410300.6179,262508.6516
000020.SZ,20260508,14.42,4.3324,1.37,115.2112,117.6022,9.1901,408318.4893,261240.4938
000020.SZ,20260507,16.02,3.1757,0.93,127.9947,130.651,10.2098,453624.2857,290226.9564
000020.SZ,20260506,15.95,4.0195,1.27,127.4354,130.0801,10.1652,451642.1571,288958.7986
000020.SZ,20260430,15.96,2.4674,0.75,127.5153,130.1616,10.1716,451925.3183,289139.964
000020.SZ,20260429,15.93,3.2829,1.03,127.2756,129.917,10.1524,451075.8346,288596.4679
000020.SZ,20260428,15.73,2.8489,0.87,125.6777,128.2859,10.025,445412.6101,284973.16
000020.SZ,20260427,15.84,4.5338,1.51,126.5566,129.183,10.0951,448527.3836,286965.9793
000020.SZ,20260424,15.33,2.6443,0.88,122.4818,125.0237,9.77,434086.161,277726.5444
000020.SZ,20260423,15.49,3.2303,1.04,123.7602,126.3286,9.872,438616.7406,280625.1907
000020.SZ,20260422,15.88,2.6309,0.81,126.8762,129.5092,10.1206,449660.0285,287690.6409
000020.SZ,20260421,15.97,3.3463,0.98,127.5952,130.2432,10.1779,452208.4795,289321.1294
000020.SZ,20260420,16.06,3.2014,0.9,123.7828,103.9155,10.702,454756.9306,290951.6179
000020.SZ,20260417,15.78,2.619,0.64,121.6247,102.1038,10.5154,446828.4162,285878.987
000020.SZ,20260416,15.9,3.6994,0.86,122.5496,102.8803,10.5954,450226.3509,288052.9717
000020.SZ,20260415,15.73,3.2751,0.7,121.2393,101.7803,10.4821,445412.6101,284973.16
000020.SZ,20260414,16.03,4.3124,0.89,123.5516,103.7214,10.682,453907.4469,290408.1218
000020.SZ,20260413,15.84,3.8776,0.74,122.0872,102.492,10.5554,448527.3836,286965.9793
000020.SZ,20260410,15.8,5.159,0.94,121.7789,102.2332,10.5288,447394.7387,286241.3178
000020.SZ,20260409,15.58,4.9063,0.85,120.0832,100.8097,10.3822,441165.1917,282255.6792
000020.SZ,20260408,15.61,5.169,0.85,120.3144,101.0038,10.4022,442014.6753,282799.1754
000020.SZ,20260407,15.23,5.0108,0.74,117.3856,98.5451,10.1489,431254.5487,275914.8905
000020.SZ,20260403,14.82,5.8494,0.77,114.2255,95.8922,9.8757,419644.9384,268487.1095
000020.SZ,20260402,15.47,6.4906,0.74,119.2354,100.098,10.3089,438050.4182,280262.8599
000020.SZ,20260401,16.18,6.1883,0.55,124.7077,104.692,10.782,458154.8653,293125.6026
000020.SZ,20260331,15.93,6.9399,0.48,122.7808,103.0744,10.6154,451075.8346,288596.4679
000020.SZ,20260330,16.2,8.3977,0.47,124.8619,104.8214,10.7953,458721.1877,293487.9334
000020.SZ,20260327,16.79,9.9792,0.61,129.4093,108.639,11.1885,475427.7001,304176.6915
000020.SZ,20260326,17.32,12.4003,0.86,133.4943,112.0683,11.5417,490435.2452,313778.4572
000020.SZ,20260325,17.68,18.6778,1.71,136.269,114.3977,11.7816,500629.0493,320300.4113
000020.SZ,20260324,18.95,22.7359,3.15,146.0576,122.6152,12.6279,536590.5252,343308.4159
000020.SZ,20260323,21.0,25.7226,8.96,161.858,135.8796,13.9939,594638.5767,380447.3211
000020.SZ,20260320,23.33,2.9057,1.15,179.8165,150.9558,15.5466,660615.1426,422658.8572
000020.SZ,20260319,21.21,1.7951,0.75,163.4766,137.2384,14.1339,600584.9625,384251.7943
000020.SZ,20260318,19.28,1.5964,0.68,148.601,124.7504,12.8478,545934.8457,349286.8738
000020.SZ,20260317,17.53,4.0949,2.24,135.1129,113.4271,11.6816,496381.6309,317582.9304
000020.SZ,20260316,15.94,3.9647,2.98,122.8579,103.1391,10.6221,451358.9958,288777.6333
000020.SZ,20260313,14.49,1.1953,0.87,111.682,93.7569,9.6558,410300.6179,262508.6516
000020.SZ,20260312,14.49,1.1569,0.73,111.682,93.7569,9.6558,410300.6179,262508.6516
000020.SZ,20260311,14.77,1.3024,0.81,113.8401,95.5686,9.8424,418229.1323,267581.2825
000020.SZ,20260310,14.76,1.5282,0.87,113.763,95.5039,9.8357,417945.9711,267400.1171
000020.SZ,20260309,14.3,1.4688,0.75,110.2176,92.5275,9.5292,404920.5546,259066.5091
000020.SZ,20260306,14.52,1.4471,0.69,111.9132,93.951,9.6758,411150.1016,263052.1477
000020.SZ,20260305,14.28,2.1897,1.07,110.0634,92.3981,9.5159,404354.2322,258704.1783
000020.SZ,20260304,13.88,1.4119,0.66,106.9804,89.8099,9.2493,393027.7831,251457.5627
