ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000050.SZ,20260515,7.47,1.4622,1.4,109.6895,,0.6784,1835937.5028,1835923.2164
000050.SZ,20260514,7.72,1.1092,1.05,113.3605,,0.7011,1897381.1943,1897357.8606
000050.SZ,20260513,7.83,1.1077,1.0,114.9757,,0.7111,1924416.4186,1924392.7524
000050.SZ,20260512,7.68,1.0102,0.77,112.7731,,0.6975,1887550.2036,1887526.9908
000050.SZ,20260511,7.83,1.029,0.82,114.9757,,0.7111,1924416.4186,1924392.7524
000050.SZ,20260508,7.77,0.9702,0.79,114.0947,,0.7056,1909669.9326,1909646.4478
000050.SZ,20260507,7.71,1.1532,1.01,113.2136,,0.7002,1894923.4466,1894900.1432
000050.SZ,20260506,7.6,1.3563,1.32,111.5984,,0.6902,1867888.2224,1867865.2514
000050.SZ,20260430,7.62,2.0862,2.7,111.8921,,0.692,1872803.7177,1872780.6862
000050.SZ,20260429,8.18,0.7372,0.94,120.1151,120.1151,0.7378,2010437.5867,2010412.8626
000050.SZ,20260428,8.14,0.8306,1.07,119.5277,119.5277,0.7342,2000606.5961,2000581.9929
000050.SZ,20260427,8.36,0.7199,0.86,122.7582,122.7582,0.7541,2054677.0446,2054651.7765
000050.SZ,20260424,8.18,0.7543,0.91,120.1151,120.1151,0.7378,2010437.5867,2010412.8626
000050.SZ,20260423,8.32,0.8209,1.02,122.1709,122.1709,0.7505,2044846.054,2044820.9068
000050.SZ,20260422,8.5,0.7834,0.99,124.814,124.814,0.7667,2089085.5119,2089059.8206
000050.SZ,20260421,8.37,0.8055,1.05,122.9051,122.9051,0.755,2057134.7923,2057109.4939
000050.SZ,20260420,8.42,1.0021,1.44,123.6393,123.6393,0.7595,2069423.5306,2069398.0811
000050.SZ,20260417,8.34,0.7409,1.01,122.4645,122.4645,0.7523,2049761.5493,2049736.3416
000050.SZ,20260416,8.29,0.6957,0.91,121.7303,121.7303,0.7478,2037472.811,2037447.7544
