ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000017.SZ,20260515,5.91,1.5457,0.87,99.0315,98.5269,10.4346,407308.2954,260525.773
000017.SZ,20260514,5.97,2.0694,1.18,100.0369,99.5272,10.5405,411443.405,263170.7047
000017.SZ,20260513,6.17,1.7394,1.01,103.3882,102.8614,10.8936,425227.1037,271987.1438
000017.SZ,20260512,6.18,2.1914,1.4,103.5558,103.0281,10.9113,425916.2886,272427.9657
000017.SZ,20260511,6.36,1.608,1.0,106.572,106.0289,11.2291,438321.6174,280362.7608
000017.SZ,20260508,6.43,1.2867,0.78,107.7449,107.1959,11.3527,443145.9119,283448.5145
000017.SZ,20260507,6.39,1.9096,1.17,107.0747,106.5291,11.2821,440389.1722,281685.2267
000017.SZ,20260506,6.41,1.6191,1.0,107.4098,106.8625,11.3174,441767.5421,282566.8706
000017.SZ,20260430,6.41,1.3909,0.81,107.4098,106.8625,11.3174,441767.5421,282566.8706
000017.SZ,20260429,6.41,1.8737,1.08,107.4098,106.8625,11.3174,441767.5421,282566.8706
000017.SZ,20260428,6.3,1.4221,0.69,105.5666,105.5666,11.2993,434186.5078,277717.8291
000017.SZ,20260427,6.39,1.8442,0.94,107.0747,107.0747,11.4607,440389.1722,281685.2267
000017.SZ,20260424,6.35,1.587,0.82,106.4044,106.4044,11.389,437632.4325,279921.9389
000017.SZ,20260423,6.37,1.9068,1.0,106.7395,106.7395,11.4248,439010.8023,280803.5828
000017.SZ,20260422,6.49,1.9298,1.08,108.7503,108.7503,11.6401,447281.0215,286093.4462
000017.SZ,20260421,6.5,3.0565,2.2,108.9179,108.9179,11.658,447970.2065,286534.2682
000017.SZ,20260420,6.73,1.3669,1.05,275.3427,114.92,12.3921,463821.4599,296673.173
000017.SZ,20260417,6.77,1.4357,1.17,276.9792,115.603,12.4658,466578.1996,298436.4608
000017.SZ,20260416,6.89,1.6994,1.48,281.8887,117.6521,12.6868,474848.4188,303726.3242
000017.SZ,20260415,6.78,1.3577,1.2,277.3883,115.7738,12.4842,467267.3846,298877.2828
000017.SZ,20260414,6.84,1.0884,0.96,279.8431,116.7983,12.5947,471402.4942,301522.2145
000017.SZ,20260413,6.84,0.9133,0.79,279.8431,116.7983,12.5947,471402.4942,301522.2145
000017.SZ,20260410,6.86,1.065,0.88,280.6613,117.1398,12.6315,472780.864,302403.8584
000017.SZ,20260409,6.78,1.3308,1.09,277.3883,115.7738,12.4842,467267.3846,298877.2828
000017.SZ,20260408,6.91,1.2407,0.98,282.7069,117.9936,12.7236,476226.7887,304607.9681
000017.SZ,20260407,6.7,1.1398,0.82,274.1153,114.4077,12.3369,461753.9051,295350.7072
000017.SZ,20260403,6.57,1.034,0.73,268.7966,112.1879,12.0975,452794.501,289620.0218
000017.SZ,20260402,6.82,1.328,0.94,279.0248,116.4568,12.5579,470024.1243,300640.5706
000017.SZ,20260401,6.9,1.3723,0.94,282.2978,117.8229,12.7052,475537.6038,304167.1462
000017.SZ,20260331,6.9,1.474,0.87,282.2978,117.8229,12.7052,475537.6038,304167.1462
000017.SZ,20260330,7.0,1.7695,0.96,286.3891,119.5305,12.8893,482429.4531,308575.3657
000017.SZ,20260327,6.86,1.1797,0.56,280.6613,117.1398,12.6315,472780.864,302403.8584
000017.SZ,20260326,6.71,1.2466,0.52,274.5244,114.5785,12.3553,462443.09,295791.5291
000017.SZ,20260325,6.83,1.61,0.68,279.4339,116.6276,12.5763,470713.3092,301081.3925
000017.SZ,20260324,6.67,2.6335,1.26,272.8879,113.8955,12.2817,459686.3503,294028.2413
000017.SZ,20260323,6.38,2.5277,1.34,261.0232,108.9435,11.7477,439699.9873,281244.4047
000017.SZ,20260320,6.78,2.5249,1.49,277.3883,115.7738,12.4842,467267.3846,298877.2828
000017.SZ,20260319,6.98,2.651,1.73,285.5708,119.1889,12.8525,481051.0832,307693.7218
000017.SZ,20260318,7.17,1.5163,0.96,293.3443,122.4333,13.2023,494145.597,316069.3389
000017.SZ,20260317,7.09,1.2438,0.79,290.0712,121.0673,13.055,488632.1175,312542.7633
000017.SZ,20260316,7.17,1.5203,0.96,293.3443,122.4333,13.2023,494145.597,316069.3389
000017.SZ,20260313,7.14,1.5148,0.95,292.1169,121.9211,13.1471,492078.0422,314746.873
000017.SZ,20260312,7.22,1.8819,1.22,295.3899,123.2871,13.2944,497591.5216,318273.4486
000017.SZ,20260311,7.4,1.7439,1.13,302.7542,126.3608,13.6258,509996.8504,326208.2437
000017.SZ,20260310,7.56,1.1831,0.66,309.3002,129.0929,13.9205,521023.8093,333261.395
000017.SZ,20260309,7.47,1.6079,0.8,305.6181,127.5561,13.7547,514821.145,329293.9974
000017.SZ,20260306,7.53,1.5143,0.78,308.0728,128.5806,13.8652,518956.2545,331938.9291
000017.SZ,20260305,7.37,1.6596,0.87,301.5268,125.8485,13.5706,507929.2956,324885.7779
000017.SZ,20260304,7.39,1.7525,0.92,302.3451,126.19,13.6074,509307.6655,325767.4218
000017.SZ,20260303,7.4,2.3977,1.3,302.7542,126.3608,13.6258,509996.8504,326208.2437
000017.SZ,20260302,7.64,2.7226,1.73,312.5732,130.459,14.0678,526537.2888,336787.9706
000017.SZ,20260227,7.7,1.1738,0.71,315.028,131.4835,14.1782,530672.3984,339432.9023
000017.SZ,20260226,7.65,1.519,0.9,312.9824,130.6297,14.0862,527226.4737,337228.7925
000017.SZ,20260225,7.78,1.7507,0.98,318.301,132.8496,14.3255,536185.8779,342959.4779
000017.SZ,20260224,7.85,2.076,1.07,321.1649,134.0449,14.4544,541010.1724,346045.2315
000017.SZ,20260213,7.6,1.3526,0.54,310.9367,129.7759,13.9941,523780.5491,335024.6828
000017.SZ,20260212,7.61,1.5377,0.53,311.3459,129.9467,14.0125,524469.734,335465.5047
000017.SZ,20260211,7.69,1.7071,0.5,314.6189,131.3127,14.1598,529983.2135,338992.0803
000017.SZ,20260210,7.75,2.2549,0.56,317.0736,132.3373,14.2703,534118.3231,341637.012
000017.SZ,20260209,7.8,2.8073,0.62,319.1193,133.1911,14.3624,537564.2477,343841.1218
000017.SZ,20260206,7.71,4.2636,0.76,315.4371,131.6543,14.1966,531361.5833,339873.7242
000017.SZ,20260205,7.53,3.5507,0.46,308.0728,128.5806,13.8652,518956.2545,331938.9291
000017.SZ,20260204,7.53,4.0442,0.41,308.0728,128.5806,13.8652,518956.2545,331938.9291
000017.SZ,20260203,7.41,5.4675,0.54,303.1633,126.5315,13.6443,510686.0354,326649.0657
000017.SZ,20260202,7.12,5.4566,0.49,291.2986,121.5796,13.1103,490699.6723,313865.2291
000017.SZ,20260130,7.54,9.3878,0.85,308.482,128.7514,13.8836,519645.4395,332379.7511
000017.SZ,20260129,7.91,13.9595,1.48,323.6197,135.0694,14.5649,545145.282,348690.1632
000017.SZ,20260128,8.55,14.6744,1.75,349.8038,145.9979,15.7434,589253.1177,376902.7681
000017.SZ,20260127,8.2,7.5398,1.03,335.4844,140.0214,15.0989,565131.6451,361473.9998
000017.SZ,20260126,8.22,10.2639,1.8,336.3026,140.3629,15.1357,566510.0149,362355.6437
000017.SZ,20260123,8.11,9.067,2.03,331.8022,138.4846,14.9332,558928.9807,357506.6023
000017.SZ,20260122,7.88,5.611,1.39,322.3923,134.5571,14.5097,543077.7272,347367.6974
000017.SZ,20260121,8.02,9.4513,2.93,328.1201,136.9478,14.7675,552726.3163,353539.2047
000017.SZ,20260120,7.77,2.0909,0.53,317.8919,132.6788,14.3071,535496.6929,342518.6559
000017.SZ,20260119,7.78,2.3389,0.54,318.301,132.8496,14.3255,536185.8779,342959.4779
000017.SZ,20260116,7.64,2.8113,0.62,312.5732,130.459,14.0678,526537.2888,336787.9706
000017.SZ,20260115,7.72,3.5391,0.8,315.8463,131.825,14.2151,532050.7683,340314.5462
000017.SZ,20260114,7.9,5.338,1.32,323.2105,134.8987,14.5465,544456.0971,348249.3413
000017.SZ,20260113,8.05,5.5658,1.45,329.3475,137.46,14.8227,554793.8711,354861.6706
000017.SZ,20260112,8.1,4.3717,1.19,331.3931,138.3138,14.9148,558239.7957,357065.7803
000017.SZ,20260109,7.99,3.7547,1.05,326.8927,136.4355,14.7122,550658.7615,352216.7388
