ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000035.SZ,20260515,6.19,2.2971,0.88,52.0582,51.1362,1.3739,1478192.284,1431762.938
000035.SZ,20260514,6.43,2.5262,1.01,54.0766,53.1189,1.4272,1535505.0705,1487275.556
000035.SZ,20260513,6.7,3.1691,1.4,56.3473,55.3494,1.4871,1599981.9552,1549727.2512
000035.SZ,20260512,6.47,2.4715,1.11,54.413,53.4493,1.4361,1545057.2015,1496527.659
000035.SZ,20260511,6.54,2.5683,1.22,55.0017,54.0276,1.4516,1561773.4309,1512718.8392
000035.SZ,20260508,6.59,2.3143,1.21,55.4222,54.4406,1.4627,1573713.5948,1524283.9679
000035.SZ,20260507,6.69,1.9834,1.07,56.2632,55.2667,1.4849,1597593.9225,1547414.2254
000035.SZ,20260506,6.59,1.9484,1.07,55.4222,54.4406,1.4627,1573713.5948,1524283.9679
000035.SZ,20260430,6.53,2.3421,1.36,54.9176,53.945,1.4494,1559385.3982,1510405.8134
000035.SZ,20260429,6.7,1.9495,1.14,56.3473,55.3494,1.4871,1599981.9552,1549727.2512
000035.SZ,20260428,6.7,1.3327,0.72,57.1464,69.604,1.5567,1599981.9552,1549727.2512
000035.SZ,20260427,6.78,1.7044,0.73,57.8288,70.4351,1.5753,1619086.2174,1568231.4571
000035.SZ,20260424,6.85,1.7596,0.63,58.4258,71.1623,1.5916,1635802.4468,1584422.6374
000035.SZ,20260423,6.95,1.8878,0.66,59.2788,72.2011,1.6148,1659682.7745,1607552.8949
000035.SZ,20260422,7.02,1.8504,0.64,59.8758,72.9283,1.6311,1676399.0038,1623744.0751
000035.SZ,20260421,6.98,2.0905,0.72,59.5346,72.5128,1.6218,1666846.8728,1614491.9721
000035.SZ,20260420,7.15,4.0658,1.57,60.9846,74.2789,1.6613,1707443.4298,1653813.4098
000035.SZ,20260417,7.1,4.1753,1.88,60.5582,73.7594,1.6497,1695503.266,1642248.2811
000035.SZ,20260416,6.81,2.0893,0.9,58.0847,70.7467,1.5823,1626250.3157,1575170.5344
000035.SZ,20260415,6.74,2.0526,0.85,57.4876,70.0195,1.566,1609534.0863,1558979.3542
000035.SZ,20260414,6.69,2.1336,0.91,57.0611,69.5001,1.5544,1597593.9225,1547414.2254
000035.SZ,20260413,6.68,2.4993,1.13,56.9758,69.3962,1.5521,1595205.8897,1545101.1997
000035.SZ,20260410,6.62,2.3317,1.04,56.4641,68.7729,1.5382,1580877.6931,1531223.0452
000035.SZ,20260409,6.67,2.5375,1.15,56.8906,69.2923,1.5498,1592817.8569,1542788.1739
000035.SZ,20260408,6.92,2.5045,1.07,59.0229,71.8895,1.6079,1652518.6761,1600613.8176
000035.SZ,20260407,6.69,1.8087,0.72,57.0611,69.5001,1.5544,1597593.9225,1547414.2254
000035.SZ,20260403,6.49,1.8946,0.7,55.3553,67.4224,1.5079,1549833.2671,1501153.7105
000035.SZ,20260402,6.69,2.4122,0.79,57.0611,69.5001,1.5544,1597593.9225,1547414.2254
000035.SZ,20260401,6.94,2.3659,0.6,59.1935,72.0972,1.6125,1657294.7417,1605239.8691
000035.SZ,20260331,6.77,3.1752,0.66,57.7435,70.3312,1.573,1616698.1846,1565918.4314
000035.SZ,20260330,7.07,2.7457,0.55,60.3023,73.4478,1.6427,1688339.1677,1635309.2038
000035.SZ,20260327,7.22,2.747,0.5,61.5817,75.0061,1.6776,1724159.6592,1670004.5901
000035.SZ,20260326,7.17,4.2431,0.78,61.1552,74.4866,1.6659,1712219.4954,1658439.4613
000035.SZ,20260325,7.56,6.8552,1.36,64.4816,78.5382,1.7566,1805352.7734,1748647.4655
000035.SZ,20260324,7.46,7.4799,1.67,63.6287,77.4993,1.7333,1781472.4457,1725517.208
000035.SZ,20260323,6.78,3.4959,0.68,57.8288,70.4351,1.5753,1619086.2174,1568231.4571
000035.SZ,20260320,6.95,5.136,0.9,59.2788,72.2011,1.6148,1659682.7745,1607552.8949
000035.SZ,20260319,7.25,4.2992,0.67,61.8376,75.3177,1.6845,1731323.7575,1676943.6673
000035.SZ,20260318,7.27,4.8195,0.66,62.0081,75.5255,1.6892,1736099.8231,1681569.7188
000035.SZ,20260317,7.38,4.6984,0.55,62.9464,76.6683,1.7147,1762368.1835,1707013.002
000035.SZ,20260316,7.68,6.6617,0.71,65.5052,79.7848,1.7844,1834009.1666,1776403.7745
000035.SZ,20260313,7.99,7.9348,0.77,68.1493,83.0053,1.8565,1908038.1824,1848107.5727
000035.SZ,20260312,8.1,7.9565,0.77,69.0875,84.1481,1.882,1934306.5429,1873550.8559
000035.SZ,20260311,8.3,9.4348,0.89,70.7933,86.2258,1.9285,1982067.1983,1919811.3708
000035.SZ,20260310,8.13,10.3601,0.91,69.3434,84.4597,1.889,1941470.6412,1880489.9331
000035.SZ,20260309,7.74,11.5593,1.13,66.0169,80.4082,1.7984,1848337.3632,1790281.929
000035.SZ,20260306,7.82,12.1527,1.45,66.6993,81.2393,1.817,1867441.6254,1808786.1349
000035.SZ,20260305,7.44,8.3581,1.16,63.4581,77.2916,1.7287,1776696.3801,1720891.1565
000035.SZ,20260304,7.57,10.3467,1.75,64.5669,78.6421,1.7589,1807740.8061,1750960.4912
000035.SZ,20260303,7.37,14.7563,4.1,62.8611,76.5644,1.7124,1759980.1508,1704699.9763
000035.SZ,20260302,7.71,5.4181,2.01,65.761,80.0965,1.7914,1841173.2649,1783342.8517
000035.SZ,20260227,7.01,2.9824,1.31,59.7905,72.8245,1.6288,1674010.9711,1621431.0493
000035.SZ,20260226,6.37,2.4909,1.29,54.3318,66.1757,1.4801,1521176.8739,1473397.4015
000035.SZ,20260225,6.44,3.8729,2.91,54.9288,66.9029,1.4963,1537893.1032,1489588.5817
000035.SZ,20260224,6.19,3.2468,3.4,52.7965,64.3058,1.4382,1478192.284,1431762.938
000035.SZ,20260213,5.8,0.8957,0.91,49.47,60.2542,1.3476,1385059.006,1341554.9338
000035.SZ,20260212,5.87,0.8517,0.81,50.0671,60.9814,1.3639,1401775.2354,1357746.1141
000035.SZ,20260211,5.86,0.7905,0.71,49.9818,60.8775,1.3616,1399387.2026,1355433.0883
000035.SZ,20260210,5.85,0.8804,0.76,49.8965,60.7736,1.3592,1396999.1699,1353120.0626
000035.SZ,20260209,5.9,1.363,1.23,50.323,61.293,1.3709,1408939.3337,1364685.1913
000035.SZ,20260206,5.98,1.0165,0.86,51.0053,62.1241,1.3894,1428043.5959,1383189.3973
000035.SZ,20260205,6.03,1.1746,0.97,51.4318,62.6436,1.4011,1439983.7597,1394754.526
000035.SZ,20260204,6.12,1.1534,0.93,52.1994,63.5785,1.422,1461476.0546,1415571.7578
000035.SZ,20260203,6.03,1.0614,0.79,51.4318,62.6436,1.4011,1439983.7597,1394754.526
000035.SZ,20260202,5.98,1.1384,0.78,51.0053,62.1241,1.3894,1428043.5959,1383189.3973
000035.SZ,20260130,6.11,1.3825,0.84,52.1141,63.4747,1.4197,1459088.0219,1413258.732
000035.SZ,20260129,6.18,1.317,0.79,52.7112,64.2019,1.4359,1475804.2512,1429449.9123
000035.SZ,20260128,6.22,1.3142,0.76,53.0524,64.6174,1.4452,1485356.3823,1438702.0153
000035.SZ,20260127,6.22,1.5691,0.86,53.0524,64.6174,1.4452,1485356.3823,1438702.0153
000035.SZ,20260126,6.29,1.7357,0.91,53.6494,65.3446,1.4615,1502072.6117,1454893.1955
000035.SZ,20260123,6.34,2.2788,1.33,54.0759,65.8641,1.4731,1514012.7755,1466458.3242
000035.SZ,20260122,6.23,1.3988,0.76,53.1377,64.7213,1.4475,1487744.4151,1441015.041
000035.SZ,20260121,6.18,1.641,0.88,52.7112,64.2019,1.4359,1475804.2512,1429449.9123
000035.SZ,20260120,6.21,2.0223,1.16,52.9671,64.5135,1.4429,1482968.3495,1436388.9895
000035.SZ,20260119,6.12,2.2084,1.36,52.1994,63.5785,1.422,1461476.0546,1415571.7578
000035.SZ,20260116,5.94,1.2687,0.77,50.6642,61.7086,1.3802,1418491.4648,1373937.2943
000035.SZ,20260115,5.92,2.0408,1.31,50.4936,61.5008,1.3755,1413715.3992,1369311.2428
000035.SZ,20260114,5.73,1.8063,1.28,48.873,59.527,1.3314,1368342.7766,1325363.7536
000035.SZ,20260113,5.78,1.3938,0.99,49.2995,60.0464,1.343,1380282.9405,1336928.8823
000035.SZ,20260112,5.81,1.5957,1.23,49.5553,60.3581,1.3499,1387447.0388,1343867.9596
000035.SZ,20260109,5.79,1.3881,1.16,49.3848,60.1503,1.3453,1382670.9733,1339241.9081
000035.SZ,20260108,5.72,1.6265,1.58,48.7877,59.4231,1.329,1365954.7439,1323050.7279
000035.SZ,20260107,5.59,1.068,1.07,47.6789,58.0726,1.2988,1334910.3179,1292981.3931
000035.SZ,20260106,5.68,1.373,1.33,48.4465,59.0075,1.3197,1356402.6128,1313798.6249
000035.SZ,20260105,5.62,1.0152,1.02,47.9348,58.3842,1.3058,1342074.4162,1299920.4704
000035.SZ,20251231,5.52,0.8861,0.88,47.0818,57.3454,1.2826,1318194.0885,1276790.2129
