ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000028.SZ,20260515,24.14,0.451,0.6,11.8278,12.2655,0.711,1343548.0959,1154019.5799
000028.SZ,20260514,24.19,0.8125,1.1,11.8523,12.2909,0.7124,1346330.9213,1156409.8442
000028.SZ,20260513,24.54,0.6105,0.77,12.0238,12.4687,0.7227,1365810.699,1173141.6939
000028.SZ,20260512,24.64,0.6187,0.67,12.0728,12.5195,0.7257,1371376.3497,1177922.2224
000028.SZ,20260511,24.76,1.0692,1.23,12.1315,12.5805,0.7292,1378055.1307,1183658.8566
000028.SZ,20260508,24.53,0.6516,0.72,12.0189,12.4636,0.7225,1365254.1339,1172663.6411
000028.SZ,20260507,24.52,0.7277,0.78,12.014,12.4585,0.7222,1364697.5688,1172185.5882
000028.SZ,20260506,24.57,0.8967,0.98,12.0385,12.4839,0.7236,1367480.3942,1174575.8525
000028.SZ,20260430,24.54,1.2429,1.4,12.0238,12.4687,0.7227,1365810.699,1173141.6939
000028.SZ,20260429,24.8,0.8415,0.84,12.1511,12.6008,0.7304,1380281.391,1185571.068
000028.SZ,20260428,24.69,0.8158,0.83,12.0973,12.5449,0.7272,1374159.1751,1180312.4867
000028.SZ,20260427,24.55,0.8639,0.91,12.0287,12.4738,0.723,1366367.264,1173619.7468
000028.SZ,20260424,24.79,0.8191,0.84,12.1462,12.5957,0.7301,1379724.8259,1185093.0152
000028.SZ,20260423,25.0,1.1075,1.07,12.2491,12.7024,0.7363,1391412.6925,1195132.125
000028.SZ,20260422,25.19,1.4113,1.21,12.3422,12.799,0.7419,1401987.429,1204215.1292
000028.SZ,20260421,25.85,0.6878,0.58,12.6656,12.6656,0.7731,1438720.724,1235766.6173
000028.SZ,20260420,25.93,0.7308,0.56,12.7048,12.7048,0.7755,1443173.2447,1239591.0401
000028.SZ,20260417,26.05,0.963,0.74,12.7636,12.7636,0.7791,1449852.0256,1245327.6743
000028.SZ,20260416,26.51,1.3721,1.02,12.989,12.989,0.7928,1475454.0191,1267318.1054
000028.SZ,20260415,26.45,2.0595,1.66,12.9596,12.9596,0.791,1472114.6287,1264449.7883
000028.SZ,20260414,25.6,0.8315,0.61,12.5431,12.5431,0.7656,1424806.5971,1223815.296
000028.SZ,20260413,25.51,1.3294,0.94,12.499,12.499,0.7629,1419797.5114,1219512.8204
000028.SZ,20260410,26.24,0.8888,0.46,12.8567,12.8567,0.7848,1460426.762,1254410.6784
000028.SZ,20260409,26.09,1.5953,0.87,12.7832,12.7832,0.7803,1452078.2859,1247239.8857
000028.SZ,20260408,26.47,1.5554,0.87,12.9694,12.9694,0.7916,1473227.7588,1265405.894
000028.SZ,20260407,26.64,1.4258,0.81,13.0527,13.0527,0.7967,1482689.3651,1273532.7924
000028.SZ,20260403,26.4,1.5952,1.0,12.9351,12.9351,0.7895,1469331.8033,1262059.524
000028.SZ,20260402,27.0,3.4777,3.46,13.2291,13.2291,0.8075,1502725.7079,1290742.695
000028.SZ,20260401,26.42,1.1211,1.2,22.8865,12.9449,0.7901,1470444.9334,1263017.9071
000028.SZ,20260331,26.14,1.3573,1.54,22.644,12.8077,0.7818,1454861.1113,1249632.4032
000028.SZ,20260330,26.18,1.2778,1.29,22.6786,12.8273,0.783,1457087.3716,1251544.618
