ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000059.SZ,20260515,5.0,1.623,0.89,,,0.8206,799721.2685,799706.4935
000059.SZ,20260514,5.08,1.4063,0.64,,,0.8337,812516.8088,812501.7974
000059.SZ,20260513,5.1,1.5482,0.6,,,0.837,815715.6939,815700.6234
000059.SZ,20260512,5.14,2.572,1.02,,,0.8436,822113.464,822098.2753
000059.SZ,20260511,5.17,1.7523,0.66,,,0.8485,826911.7916,826896.5143
000059.SZ,20260508,5.2,1.8763,0.66,,,0.8534,831710.1192,831694.7532
000059.SZ,20260507,5.2,3.2353,1.28,,,0.8534,831710.1192,831694.7532
000059.SZ,20260506,5.48,3.5668,1.59,,,0.8994,876494.5103,876478.3169
000059.SZ,20260430,5.69,2.2301,1.03,,,0.9338,910082.8036,910065.9896
000059.SZ,20260429,5.61,2.3487,1.21,,,0.9207,897287.2633,897270.6857
000059.SZ,20260428,5.53,2.8712,1.81,,,0.9076,884491.723,884475.3818
000059.SZ,20260427,5.49,1.6495,1.05,,,0.9067,878093.9528,878077.7299
000059.SZ,20260424,5.44,2.094,1.45,,,0.8985,870096.7401,870080.6649
000059.SZ,20260423,5.29,1.8545,1.42,,,0.8737,846105.1021,846089.4701
000059.SZ,20260422,5.24,1.2259,0.95,,,0.8315,838107.8894,838107.8894
000059.SZ,20260421,5.29,1.1243,0.81,,,0.8394,846105.1021,846105.1021
000059.SZ,20260420,5.29,1.5665,1.13,,,0.8394,846105.1021,846105.1021
000059.SZ,20260417,5.24,1.4294,1.08,,,0.8315,838107.8894,838107.8894
000059.SZ,20260416,5.28,1.1717,0.82,,,0.8378,844505.6595,844505.6595
000059.SZ,20260415,5.27,1.1678,0.74,,,0.8362,842906.217,842906.217
000059.SZ,20260414,5.32,1.6145,0.99,,,0.8442,850903.4297,850903.4297
000059.SZ,20260413,5.37,1.5526,0.94,,,0.8521,858900.6424,858900.6424
000059.SZ,20260410,5.32,1.1361,0.65,,,0.8442,850903.4297,850903.4297
000059.SZ,20260409,5.32,1.6815,0.95,,,0.8442,850903.4297,850903.4297
000059.SZ,20260408,5.43,1.9445,1.15,,,0.8616,868497.2976,868497.2976
000059.SZ,20260407,5.35,1.8009,1.0,,,0.8489,855701.7573,855701.7573
000059.SZ,20260403,5.13,1.6604,0.82,,,0.814,820514.0215,820514.0215
000059.SZ,20260402,5.33,1.6054,0.78,,,0.8457,852502.8722,852502.8722
000059.SZ,20260401,5.41,1.7988,0.85,,,0.8584,865298.4125,865298.4125
000059.SZ,20260331,5.35,1.6038,0.71,,,0.8489,855701.7573,855701.7573
000059.SZ,20260330,5.42,2.3427,0.96,,,0.86,866897.8551,866897.8551
000059.SZ,20260327,5.52,2.8022,1.24,,,0.8759,882892.2804,882892.2804
000059.SZ,20260326,5.36,1.797,0.75,,,0.8505,857301.1998,857301.1998
000059.SZ,20260325,5.34,2.0211,0.82,,,0.8473,854102.3148,854102.3148
000059.SZ,20260324,5.35,2.3148,0.95,,,0.8489,855701.7573,855701.7573
000059.SZ,20260323,5.26,3.2519,1.35,,,0.8346,841306.7745,841306.7745
000059.SZ,20260320,5.57,1.9021,0.61,,,0.8838,890889.4931,890889.4931
