ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000012.SZ,20260515,3.73,1.36,0.9,90.3045,1017.3079,0.8707,1134840.8665,730825.0911
000012.SZ,20260514,3.85,1.5686,1.12,93.2097,1050.0363,0.8987,1171350.4922,754336.8902
000012.SZ,20260513,3.83,1.6702,1.22,92.7255,1044.5816,0.894,1165265.5546,750418.257
000012.SZ,20260512,3.9,2.1156,1.82,94.4202,1063.6732,0.9104,1186562.8363,764133.4732
000012.SZ,20260511,4.02,1.2748,1.08,97.3255,1096.4016,0.9384,1223072.462,787645.2724
000012.SZ,20260508,4.03,0.9046,0.52,97.5676,1099.1289,0.9407,1226114.9308,789604.589
000012.SZ,20260507,4.04,1.0517,0.63,97.8097,1101.8563,0.943,1229157.3996,791563.9056
000012.SZ,20260506,4.03,1.5177,1.01,97.5676,1099.1289,0.9407,1226114.9308,789604.589
000012.SZ,20260430,4.03,1.0607,0.72,97.5676,1099.1289,0.9407,1226114.9308,789604.589
000012.SZ,20260429,4.06,1.3806,1.04,98.2939,1107.311,0.9477,1235242.3373,795482.5388
000012.SZ,20260428,4.03,3.7129,5.15,97.5676,1099.1289,0.9407,1226114.9308,789604.589
000012.SZ,20260427,4.44,0.6932,0.95,50.637,,1.023,1350856.1521,869936.5695
000012.SZ,20260424,4.45,0.6876,0.95,50.7511,,1.0253,1353898.6209,871895.8861
000012.SZ,20260423,4.47,0.8637,1.2,50.9792,,1.0299,1359983.5585,875814.5193
000012.SZ,20260422,4.51,0.6724,0.93,51.4354,,1.0392,1372153.4338,883651.7857
000012.SZ,20260421,4.53,0.686,0.91,51.6635,,1.0438,1378238.3714,887570.4189
000012.SZ,20260420,4.53,0.7484,0.94,51.6635,,1.0438,1378238.3714,887570.4189
000012.SZ,20260417,4.53,0.6434,0.76,51.6635,,1.0438,1378238.3714,887570.4189
000012.SZ,20260416,4.54,0.8615,1.04,51.7775,,1.0461,1381280.8402,889529.7355
000012.SZ,20260415,4.49,0.6588,0.72,51.2073,,1.0346,1366068.4961,879733.1525
000012.SZ,20260414,4.54,0.8456,0.95,51.7775,,1.0461,1381280.8402,889529.7355
000012.SZ,20260413,4.54,0.9839,1.09,51.7775,,1.0461,1381280.8402,889529.7355
000012.SZ,20260410,4.49,0.9055,0.99,51.2073,,1.0346,1366068.4961,879733.1525
000012.SZ,20260409,4.43,0.764,0.81,50.523,,1.0207,1347813.6833,867977.2529
000012.SZ,20260408,4.47,1.0514,1.11,50.9792,,1.0299,1359983.5585,875814.5193
000012.SZ,20260407,4.39,0.7603,0.77,50.0668,,1.0115,1335643.808,860139.9865
000012.SZ,20260403,4.35,1.0161,1.07,49.6106,,1.0023,1323473.9328,852302.7201
000012.SZ,20260402,4.45,0.9907,1.02,50.7511,,1.0253,1353898.6209,871895.8861
000012.SZ,20260401,4.5,0.8736,0.81,51.3213,,1.0369,1369110.965,881692.4691
000012.SZ,20260331,4.45,1.093,0.97,50.7511,,1.0253,1353898.6209,871895.8861
000012.SZ,20260330,4.54,0.9523,0.68,51.7775,,1.0461,1381280.8402,889529.7355
000012.SZ,20260327,4.54,0.8595,0.55,51.7775,,1.0461,1381280.8402,889529.7355
000012.SZ,20260326,4.52,1.0632,0.64,51.5494,,1.0415,1375195.9026,885611.1023
000012.SZ,20260325,4.53,1.4322,0.86,51.6635,,1.0438,1378238.3714,887570.4189
000012.SZ,20260324,4.45,1.343,0.78,50.7511,,1.0253,1353898.6209,871895.8861
000012.SZ,20260323,4.38,2.3147,1.45,49.9528,,1.0092,1332601.3392,858180.6699
000012.SZ,20260320,4.55,1.6736,1.0,51.8916,,1.0484,1384323.309,891489.0521
000012.SZ,20260319,4.63,1.5684,0.88,52.8039,,1.0668,1408663.0595,907163.5849
000012.SZ,20260318,4.74,1.4465,0.7,54.0585,,1.0922,1442130.2164,928716.0675
000012.SZ,20260317,4.81,1.5755,0.72,54.8568,,1.1083,1463427.4981,942431.2836
000012.SZ,20260316,4.82,1.7046,0.73,54.9708,,1.1106,1466469.9669,944390.6002
