ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000037.SZ,20260515,10.76,9.8201,0.73,40.2745,34.9882,3.8379,648572.5533,364665.1694
000037.SZ,20260514,11.03,11.9979,0.9,41.2851,35.8662,3.9342,664847.1434,373815.6895
000037.SZ,20260513,11.61,18.8333,1.61,43.456,37.7522,4.1411,699807.374,393472.3622
000037.SZ,20260512,11.7,18.1257,1.91,43.7929,38.0448,4.1732,705232.2373,396522.5355
000037.SZ,20260511,11.18,8.6653,0.88,41.8465,36.3539,3.9877,673888.5823,378899.3117
000037.SZ,20260508,11.15,9.9987,1.03,41.7342,36.2564,3.977,672080.2945,377882.5873
000037.SZ,20260507,11.3,10.9017,1.14,42.2957,36.7441,4.0305,681121.7335,382966.2095
000037.SZ,20260506,11.18,10.7189,1.09,41.8465,36.3539,3.9877,673888.5823,378899.3117
000037.SZ,20260430,10.8,7.2438,0.59,40.4242,35.1183,3.8522,650983.6037,366020.802
000037.SZ,20260429,10.92,10.424,0.8,40.8733,35.5085,3.895,658216.7548,370087.6998
000037.SZ,20260428,10.75,9.4773,0.61,40.237,40.237,3.8626,647969.7907,364326.2613
000037.SZ,20260427,11.02,9.8534,0.57,41.2476,41.2476,3.9596,664244.3808,373476.7813
000037.SZ,20260424,10.78,11.9669,0.74,40.3493,40.3493,3.8734,649778.0785,365342.9857
000037.SZ,20260423,11.58,19.448,1.38,43.3437,43.3437,4.1608,697999.0862,392455.6377
000037.SZ,20260422,11.28,14.0731,1.05,42.2208,42.2208,4.053,679916.2083,382288.3932
000037.SZ,20260421,11.4,21.824,2.09,42.67,42.67,4.0961,687149.3594,386355.291
000037.SZ,20260420,10.92,19.1202,2.24,40.8733,40.8733,3.9237,658216.7548,370087.6998
000037.SZ,20260417,11.07,6.7173,0.76,41.4348,41.4348,3.9776,667258.1938,375171.3221
000037.SZ,20260416,10.06,8.7045,0.96,37.6544,37.6544,3.6147,606379.1716,340941.5989
000037.SZ,20260415,9.89,10.6329,1.16,37.0181,37.0181,3.5536,596132.2074,335180.1604
000037.SZ,20260414,9.76,7.153,0.74,268.5202,123.6078,4.0017,588296.2937,330774.3544
000037.SZ,20260413,9.76,9.4984,0.89,268.5202,123.6078,4.0017,588296.2937,330774.3544
000037.SZ,20260410,9.33,8.1063,0.64,256.6899,118.162,3.8254,562377.5021,316201.304
