ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000049.SZ,20260515,27.03,3.3874,1.0,35.5725,32.136,1.5289,1039677.9574,1039397.732
000049.SZ,20260514,27.49,3.336,0.93,36.1779,32.6829,1.5549,1057371.33,1057086.3356
000049.SZ,20260513,28.22,2.636,0.66,37.1386,33.5507,1.5962,1085449.9429,1085157.3806
000049.SZ,20260512,27.94,3.771,0.9,36.7701,33.2179,1.5804,1074680.064,1074390.4044
000049.SZ,20260511,28.66,3.4879,0.71,37.7176,34.0739,1.6211,1102374.0384,1102076.9145
000049.SZ,20260508,28.59,3.7629,0.78,37.6255,33.9906,1.6171,1099681.5687,1099385.1705
000049.SZ,20260507,28.87,4.2903,0.89,37.994,34.3235,1.633,1110451.4477,1110152.1466
000049.SZ,20260506,29.39,4.7748,0.93,38.6784,34.9418,1.6624,1130452.6514,1130147.9594
000049.SZ,20260430,29.04,4.5978,0.8,38.2177,34.5256,1.6426,1116990.3027,1116689.2392
000049.SZ,20260429,29.73,7.2809,1.14,39.1258,35.346,1.6816,1143530.3616,1143222.1447
000049.SZ,20260428,28.29,3.2478,0.44,37.2307,33.634,1.6002,1088142.4127,1087849.1246
000049.SZ,20260427,28.64,4.1286,0.59,37.6913,34.0501,1.62,1101604.7614,1101307.8448
000049.SZ,20260424,28.92,6.4025,1.0,38.0598,34.383,1.6358,1112374.6403,1112074.8209
000049.SZ,20260423,28.77,7.6193,1.43,37.8624,34.2046,1.6273,1106605.0623,1106306.798
000049.SZ,20260422,30.17,10.6696,2.94,28.0974,27.7973,1.7418,1160454.4571,1160141.6787
000049.SZ,20260421,29.64,8.4198,3.25,27.6038,27.3089,1.7112,1140068.6148,1139761.331
000049.SZ,20260420,27.64,2.0268,0.68,25.7412,25.4662,1.5958,1063140.908,1062854.3586
000049.SZ,20260417,27.82,3.2797,0.88,25.9088,25.6321,1.6061,1070064.4016,1069775.9861
000049.SZ,20260416,27.3,2.1782,0.57,25.4245,25.153,1.5761,1050063.1978,1049780.1733
000049.SZ,20260415,27.17,2.2201,0.56,25.3035,25.0332,1.5686,1045062.8969,1044781.2201
000049.SZ,20260414,27.57,3.2331,0.88,25.676,25.4017,1.5917,1060448.4382,1060162.6145
000049.SZ,20260413,27.21,4.0135,1.18,25.3407,25.0701,1.5709,1046601.451,1046319.3595
000049.SZ,20260410,26.86,7.0626,2.85,25.0147,24.7476,1.5507,1033139.1023,1032860.6393
000049.SZ,20260409,25.44,2.5973,1.03,23.6923,23.4393,1.4687,978520.4305,978256.6889
000049.SZ,20260408,25.26,3.0211,1.13,23.5247,23.2734,1.4584,971596.9369,971335.0614
000049.SZ,20260407,24.88,1.674,0.56,23.1708,22.9233,1.4364,956980.6726,956722.7367
000049.SZ,20260403,24.56,2.5944,0.8,22.8728,22.6285,1.4179,944672.2395,944417.6211
000049.SZ,20260402,25.67,2.5105,0.71,23.9065,23.6512,1.482,987367.1168,987100.9908
000049.SZ,20260401,26.25,2.7622,0.68,24.4467,24.1856,1.5155,1009676.1518,1009404.0128
000049.SZ,20260331,26.04,3.8436,0.8,24.2511,23.9921,1.5034,1001598.7425,1001328.7806
000049.SZ,20260330,27.3,3.3646,0.67,25.4245,25.153,1.5761,1050063.1978,1049780.1733
000049.SZ,20260327,27.42,3.7391,0.68,25.5363,25.2635,1.5831,1054678.8602,1054394.5916
000049.SZ,20260326,27.53,3.9651,0.78,25.6387,25.3649,1.5894,1058909.8841,1058624.4751
000049.SZ,20260325,27.99,5.5384,1.28,26.0671,25.7887,1.616,1076603.2567,1076313.0787
000049.SZ,20260324,28.44,7.335,2.2,26.4862,26.2033,1.6419,1093911.9907,1093617.1475
000049.SZ,20260323,26.61,4.5403,1.49,24.7819,24.5172,1.5363,1023523.139,1023247.2678
000049.SZ,20260320,27.75,6.1943,2.38,25.8436,25.5676,1.6021,1067371.9319,1067084.2421
000049.SZ,20260319,26.83,1.9518,0.74,24.9868,24.7199,1.549,1031985.1867,1031707.0347
000049.SZ,20260318,26.79,1.6538,0.55,24.9496,24.6831,1.5467,1030446.6326,1030168.8953
000049.SZ,20260317,26.88,2.3542,0.86,25.0334,24.766,1.5519,1033908.3794,1033629.7091
000049.SZ,20260316,27.37,3.0636,1.23,25.4897,25.2175,1.5802,1052755.6676,1052471.9173
000049.SZ,20260313,27.09,3.9952,2.16,25.2289,24.9595,1.564,1041985.7886,1041704.9412
000049.SZ,20260312,26.8,2.1699,1.33,24.9589,24.6923,1.5473,1030831.2711,1030553.4302
000049.SZ,20260311,26.59,3.3447,2.77,24.7633,24.4988,1.5351,1022753.8619,1022478.1981
000049.SZ,20260310,25.82,1.1192,0.83,24.0462,23.7894,1.4907,993136.6948,992869.0137
000049.SZ,20260309,25.54,1.7907,1.32,23.7854,23.5314,1.4745,982366.8158,982102.0375
000049.SZ,20260306,25.4,0.8284,0.58,23.655,23.4024,1.4664,976981.8764,976718.5495
000049.SZ,20260305,25.28,1.0705,0.72,23.5433,23.2918,1.4595,972366.214,972104.1311
000049.SZ,20260304,25.13,1.2288,0.82,23.4036,23.1536,1.4508,966596.6359,966336.1082
000049.SZ,20260303,25.47,1.8395,1.38,23.7202,23.4669,1.4705,979674.3461,979410.2935
000049.SZ,20260302,25.76,1.8262,1.47,23.9903,23.7341,1.4872,990828.8636,990561.8045
000049.SZ,20260227,26.53,1.2021,0.83,24.7074,24.4435,1.5317,1020446.0307,1020170.9889
000049.SZ,20260226,26.66,1.2998,0.99,24.8285,24.5633,1.5392,1025446.3316,1025169.9421
000049.SZ,20260225,26.8,1.3327,1.07,24.9589,24.6923,1.5473,1030831.2711,1030553.4302
000049.SZ,20260224,26.66,1.0035,0.79,24.8285,24.5633,1.5392,1025446.3316,1025169.9421
000049.SZ,20260213,26.42,1.3791,1.09,24.605,24.3422,1.5253,1016215.0068,1015941.1054
000049.SZ,20260212,26.7,2.2088,2.21,24.8657,24.6002,1.5415,1026984.8858,1026708.0815
000049.SZ,20260211,26.31,0.6717,0.62,24.5025,24.2408,1.519,1011983.983,1011711.2219
000049.SZ,20260210,26.16,0.9693,0.92,24.3628,24.1026,1.5103,1006214.4049,1005943.199
000049.SZ,20260209,26.3,1.1313,1.02,24.4932,24.2316,1.5184,1011599.3444,1011326.6871
000049.SZ,20260206,26.01,1.3414,1.16,24.2231,23.9644,1.5017,1000444.8269,1000175.1761
000049.SZ,20260205,25.79,0.8879,0.71,24.0183,23.7617,1.4889,991982.7792,991715.4091
000049.SZ,20260204,26.07,1.0969,0.85,24.279,24.0197,1.5051,1002752.6581,1002482.3852
000049.SZ,20260203,25.78,0.8292,0.51,24.0089,23.7525,1.4884,991598.1407,991330.8742
000049.SZ,20260202,25.42,1.4165,0.75,23.6737,23.4208,1.4676,977751.1534,977487.6192
000049.SZ,20260130,26.05,1.5747,0.71,24.2604,24.0013,1.504,1001983.3811,1001713.3155
000049.SZ,20260129,25.81,1.3726,0.61,24.0369,23.7802,1.4901,992752.0563,992484.4788
000049.SZ,20260128,25.96,1.2229,0.52,24.1766,23.9184,1.4988,998521.6343,998252.5018
000049.SZ,20260127,26.26,2.6003,1.09,24.456,24.1948,1.5161,1010060.7903,1009788.5476
000049.SZ,20260126,26.69,2.6562,1.13,24.8564,24.591,1.5409,1026600.2472,1026323.5467
000049.SZ,20260123,27.23,3.1969,1.52,25.3593,25.0885,1.5721,1047370.7281,1047088.4292
000049.SZ,20260122,26.73,1.561,0.73,24.8937,24.6278,1.5432,1028138.8014,1027861.6861
000049.SZ,20260121,26.81,1.8276,0.76,24.9682,24.7015,1.5478,1031215.9097,1030937.965
000049.SZ,20260120,26.73,2.6512,1.09,24.8937,24.6278,1.5432,1028138.8014,1027861.6861
000049.SZ,20260119,27.29,2.4955,0.93,25.4152,25.1438,1.5755,1049678.5593,1049395.6384
000049.SZ,20260116,26.98,2.0136,0.73,25.1265,24.8581,1.5577,1037754.7647,1037475.0577
000049.SZ,20260115,26.89,1.7566,0.63,25.0427,24.7752,1.5525,1034293.0179,1034014.2439
000049.SZ,20260114,26.77,3.1641,1.2,24.9309,24.6647,1.5455,1029677.3555,1029399.8256
000049.SZ,20260113,26.66,2.7385,1.08,24.8285,24.5633,1.5392,1025446.3316,1025169.9421
000049.SZ,20260112,27.14,3.7306,1.74,25.2755,25.0056,1.5669,1043908.9813,1043627.6155
000049.SZ,20260109,27.33,2.4295,1.19,25.4525,25.1806,1.5779,1051217.1134,1050933.7778
000049.SZ,20260108,27.22,1.8877,0.99,25.35,25.0793,1.5715,1046986.0895,1046703.8944
000049.SZ,20260107,27.4,2.4252,1.33,25.5177,25.2451,1.5819,1053909.5832,1053625.5219
000049.SZ,20260106,27.33,2.199,1.18,25.4525,25.1806,1.5779,1051217.1134,1050933.7778
000049.SZ,20260105,27.02,1.7819,0.93,25.1638,24.895,1.56,1039293.3189,1039013.1971
000049.SZ,20251231,26.88,1.8836,0.89,25.0334,24.766,1.5519,1033908.3794,1033629.7091
000049.SZ,20251230,27.18,1.2344,0.54,25.3128,25.0424,1.5692,1045447.5354,1045165.7549
000049.SZ,20251229,27.21,2.0487,0.91,25.3407,25.0701,1.5709,1046601.451,1046319.3595
000049.SZ,20251226,27.72,2.3442,1.12,25.8157,25.5399,1.6004,1066218.0162,1065930.6375
000049.SZ,20251225,27.8,2.0491,1.01,25.8902,25.6137,1.605,1069295.1245,1069006.9164
000049.SZ,20251224,27.8,2.9472,1.58,25.8902,25.6137,1.605,1069295.1245,1069006.9164
000049.SZ,20251223,27.16,1.97,1.04,25.2941,25.024,1.568,1044678.2583,1044396.6852
000049.SZ,20251222,27.07,1.896,0.98,25.2103,24.9411,1.5628,1041216.5115,1040935.8714
000049.SZ,20251219,26.77,1.6185,0.79,24.9309,24.6647,1.5455,1029677.3555,1029399.8256
000049.SZ,20251218,26.8,1.7046,0.77,24.9589,24.6923,1.5473,1030831.2711,1030553.4302
000049.SZ,20251217,27.11,2.1588,0.94,25.2476,24.9779,1.5652,1042755.0657,1042474.0109
000049.SZ,20251216,26.55,2.1368,0.87,24.726,24.462,1.5328,1021215.3078,1020940.0586
000049.SZ,20251215,27.27,2.0304,0.64,25.3966,25.1253,1.5744,1048909.2822,1048626.5687
000049.SZ,20251212,27.73,2.1514,0.63,25.825,25.5492,1.601,1066602.6548,1066315.1723
000049.SZ,20251211,27.81,2.6218,0.74,25.8995,25.6229,1.6056,1069679.7631,1069391.4512
000049.SZ,20251210,28.14,2.4952,0.6,26.2068,25.9269,1.6246,1082372.8347,1082081.1017
000049.SZ,20251209,28.59,2.9165,0.49,26.6259,26.3415,1.6506,1099681.5687,1099385.1705
000049.SZ,20251208,29.35,5.6857,0.81,27.3337,27.0418,1.6945,1128914.0973,1128609.82
000049.SZ,20251205,28.82,3.4446,0.51,26.8401,26.5534,1.6639,1108528.255,1108229.4723
000049.SZ,20251204,28.37,3.2741,0.5,26.421,26.1388,1.6379,1091219.521,1090925.4035
000049.SZ,20251203,28.46,5.5101,0.96,26.5048,26.2217,1.6431,1094681.2678,1094386.2173
000049.SZ,20251202,29.6,12.0192,3.22,27.5665,27.2721,1.7089,1138530.0606,1138223.1915
000049.SZ,20251201,29.58,10.8798,5.69,27.5479,27.2537,1.7078,1137760.7836,1137454.1218
000049.SZ,20251128,26.89,1.8391,0.78,25.0427,24.7752,1.5525,1034293.0179,1034014.2439
000049.SZ,20251127,26.55,2.4828,1.04,24.726,24.462,1.5328,1021215.3078,1020940.0586
000049.SZ,20251126,25.89,1.5166,0.59,24.1114,23.8539,1.4947,995829.1645,995560.7577
000049.SZ,20251125,26.25,1.9519,0.66,24.4467,24.1856,1.5155,1009676.1518,1009404.0128
000049.SZ,20251124,25.76,1.7722,0.55,23.9903,23.7341,1.4872,990828.8636,990561.8045
000049.SZ,20251121,25.28,4.0135,1.22,23.5433,23.2918,1.4595,972366.214,972104.1311
000049.SZ,20251120,27.16,2.6316,0.64,25.2941,25.024,1.568,1044678.2583,1044396.6852
000049.SZ,20251119,27.2,2.486,0.61,25.3314,25.0608,1.5704,1046216.8125,1045934.8246
000049.SZ,20251118,27.27,3.9066,1.03,25.3966,25.1253,1.5744,1048909.2822,1048626.5687
000049.SZ,20251117,28.62,2.9686,0.78,26.6538,26.3692,1.6523,1100835.4843,1100538.775
000049.SZ,20251114,28.55,4.5139,1.26,26.5886,26.3047,1.6483,1098143.0146,1097847.031
000049.SZ,20251113,29.45,6.6742,2.47,27.4268,27.1339,1.7003,1132760.4826,1132455.1686
000049.SZ,20251112,28.03,2.3129,0.78,26.1044,25.8256,1.6183,1078141.8108,1077851.2182
000049.SZ,20251111,28.2,2.4492,0.84,26.2627,25.9822,1.6281,1084680.6659,1084388.3108
000049.SZ,20251110,28.14,3.0765,1.09,26.2068,25.9269,1.6246,1082372.8347,1082081.1017
000049.SZ,20251107,28.53,3.45,1.2,26.57,26.2862,1.6471,1097373.7375,1097077.9613
000049.SZ,20251106,28.25,2.2276,0.69,26.3093,26.0283,1.631,1086603.8586,1086310.9852
000049.SZ,20251105,28.22,3.6914,1.09,26.2813,26.0006,1.6292,1085449.9429,1085157.3806
000049.SZ,20251104,27.33,2.0487,0.6,25.4525,25.1806,1.5779,1051217.1134,1050933.7778
000049.SZ,20251103,27.83,2.6892,0.8,25.9181,25.6413,1.6067,1070449.0401,1070160.5209
000049.SZ,20251031,28.1,3.761,1.23,26.1696,25.8901,1.6223,1080834.2805,1080542.9622
000049.SZ,20251030,28.39,3.9937,1.5,26.4396,26.1573,1.6391,1091988.798,1091694.4732
000049.SZ,20251029,28.37,4.4499,2.0,26.421,26.1388,1.6379,1091219.521,1090925.4035
000049.SZ,20251028,27.36,2.2642,0.94,25.4804,26.117,1.6093,1052371.029,1052087.3824
000049.SZ,20251027,27.22,2.2943,0.96,25.35,25.9834,1.601,1046986.0895,1046703.8944
000049.SZ,20251024,27.4,2.2636,0.9,25.5177,26.1552,1.6116,1053909.5832,1053625.5219
000049.SZ,20251023,27.06,2.0488,0.75,25.201,25.8307,1.5916,1040831.873,1040551.3366
000049.SZ,20251022,26.65,2.2378,0.78,24.8192,25.4393,1.5675,1025061.6931,1024785.4072
000049.SZ,20251021,27.43,3.2277,1.13,25.5456,26.1838,1.6134,1055063.4988,1054779.1265
000049.SZ,20251020,26.7,2.1784,0.71,24.8657,25.487,1.5705,1026984.8858,1026708.0815
000049.SZ,20251017,26.06,2.9227,0.81,24.2697,24.8761,1.5328,1002368.0196,1002097.8504
000049.SZ,20251016,27.39,3.1801,0.72,25.5083,26.1457,1.611,1053524.9446,1053240.987
000049.SZ,20251015,27.81,2.9232,0.58,25.8995,26.5466,1.6357,1069679.7631,1069391.4512
000049.SZ,20251014,27.42,3.1301,0.56,25.5363,26.1743,1.6128,1054678.8602,1054394.5916
000049.SZ,20251013,27.43,3.2747,0.58,25.5456,26.1838,1.6134,1055063.4988,1054779.1265
000049.SZ,20251010,27.7,5.4451,1.05,25.797,26.4416,1.6293,1065448.7392,1065161.5677
