ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000025.SZ,20260515,15.41,1.0079,0.82,46.4955,46.8071,3.5714,664260.8711,605271.3911
000025.SZ,20260514,15.56,1.0976,0.85,46.9481,47.2627,3.6062,670726.7459,611163.0659
000025.SZ,20260513,15.83,1.5231,1.11,47.7627,48.0828,3.6688,682365.3206,621768.0806
000025.SZ,20260512,16.0,1.0655,0.72,48.2756,48.5992,3.7082,689693.312,628445.312
000025.SZ,20260511,16.28,1.2317,0.79,49.1205,49.4497,3.7731,701762.945,639443.105
000025.SZ,20260508,16.05,1.1993,0.68,48.4265,48.7511,3.7198,691848.6036,630409.2036
000025.SZ,20260507,16.12,1.4324,0.8,48.6377,48.9637,3.736,694866.0118,633158.6518
000025.SZ,20260506,16.31,1.9149,1.22,49.211,49.5408,3.78,703056.1199,640621.4399
000025.SZ,20260430,16.6,1.6255,1.14,50.086,50.4217,3.8472,715556.8112,652012.0112
000025.SZ,20260429,16.39,1.6121,1.11,49.4524,49.7838,3.7986,706504.5865,643763.6665
000025.SZ,20260428,16.32,2.2422,1.97,49.2412,49.5712,3.7823,703487.1782,641014.2182
000025.SZ,20260427,16.07,1.5694,1.65,48.4869,48.4869,3.7923,692710.7202,631194.7602
000025.SZ,20260424,15.63,0.7698,0.83,47.1593,47.1593,3.6884,673744.1542,613912.5142
000025.SZ,20260423,15.71,0.9183,1.01,47.4007,47.4007,3.7073,677192.6207,617054.7407
000025.SZ,20260422,15.92,1.7321,2.44,48.0343,48.0343,3.7569,686244.8454,625303.0854
000025.SZ,20260421,16.31,0.7012,0.98,51.457,46.2095,3.8899,703056.1199,640621.4399
000025.SZ,20260420,16.23,0.6204,0.85,51.2046,45.9828,3.8708,699607.6534,637479.2134
000025.SZ,20260417,16.18,0.6376,0.8,51.0468,45.8411,3.8589,697452.3618,635515.3218
000025.SZ,20260416,16.29,0.8476,1.08,51.3939,46.1528,3.8852,702194.0033,639835.8833
000025.SZ,20260415,16.16,0.7433,0.84,50.9837,45.7845,3.8541,696590.2451,634729.7651
000025.SZ,20260414,16.31,0.7353,0.83,51.457,46.2095,3.8899,703056.1199,640621.4399
000025.SZ,20260413,16.25,0.6971,0.78,51.2677,46.0395,3.8756,700469.77,638264.77
000025.SZ,20260410,16.17,0.94,1.08,51.0153,45.8128,3.8565,697021.3034,635122.5434
000025.SZ,20260409,16.03,0.7955,0.89,50.5736,45.4162,3.8231,690986.487,629623.647
000025.SZ,20260408,16.26,1.2767,1.48,51.2992,46.0678,3.878,700900.8283,638657.5483
000025.SZ,20260407,15.94,0.7365,0.86,50.2897,45.1612,3.8017,687106.9621,626088.6421
000025.SZ,20260403,15.6,0.7296,0.82,49.217,44.1979,3.7206,672450.9792,612734.1792
000025.SZ,20260402,15.93,0.8256,0.89,50.2581,45.1328,3.7993,686675.9038,625695.8638
000025.SZ,20260401,16.12,0.9008,0.95,50.8575,45.6711,3.8446,694866.0118,633158.6518
000025.SZ,20260331,16.03,1.118,1.06,50.5736,45.4162,3.8231,690986.487,629623.647
000025.SZ,20260330,16.01,0.6986,0.54,50.5105,45.3595,3.8184,690124.3703,628838.0903
000025.SZ,20260327,15.98,0.8941,0.65,50.4159,45.2745,3.8112,688831.1954,627659.7554
000025.SZ,20260326,15.78,1.0289,0.74,49.7849,44.7079,3.7635,680210.029,619804.189
000025.SZ,20260325,16.05,1.0213,0.72,50.6367,45.4728,3.8279,691848.6036,630409.2036
000025.SZ,20260324,15.88,1.6083,1.21,50.1004,44.9912,3.7874,684520.6122,623731.9722
000025.SZ,20260323,15.34,1.8989,1.68,48.3967,43.4612,3.6586,661243.4629,602521.9429
000025.SZ,20260320,16.12,1.2829,1.22,50.8575,45.6711,3.8446,694866.0118,633158.6518
000025.SZ,20260319,16.5,1.1168,1.1,52.0564,46.7478,3.9352,711246.228,648084.228
000025.SZ,20260318,16.96,1.1493,1.17,53.5077,48.051,4.0449,731074.9107,666152.0307
000025.SZ,20260317,16.92,1.2232,1.25,53.3815,47.9377,4.0354,729350.6774,664580.9174
000025.SZ,20260316,17.11,0.8637,0.7,53.9809,48.476,4.0807,737540.7855,672043.7055
000025.SZ,20260313,17.0,0.9257,0.74,53.6339,48.1644,4.0545,732799.144,667723.144
000025.SZ,20260312,17.17,0.9136,0.67,54.1702,48.646,4.095,740127.1354,674400.3754
000025.SZ,20260311,17.41,0.9675,0.65,54.9274,49.326,4.1523,750472.5351,683827.0551
000025.SZ,20260310,17.47,1.2183,0.75,55.1167,49.496,4.1666,753058.885,686183.725
000025.SZ,20260309,17.22,2.1767,1.42,54.328,48.7877,4.107,742282.427,676364.267
000025.SZ,20260306,17.45,0.9717,0.6,55.0536,49.4393,4.1618,752196.7684,685398.1684
000025.SZ,20260305,17.4,1.4552,0.85,54.8959,49.2976,4.1499,750041.4768,683434.2768
000025.SZ,20260304,17.4,1.5653,0.88,54.8959,49.2976,4.1499,750041.4768,683434.2768
