ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000048.SZ,20260515,14.34,1.6574,0.76,49.7632,,2.0247,760424.7465,759736.8567
000048.SZ,20260514,14.62,2.1186,0.92,50.7349,,2.0643,775272.6495,774571.3281
000048.SZ,20260513,14.58,1.9025,0.8,50.5961,,2.0586,773151.5205,772452.1179
000048.SZ,20260512,14.87,1.6946,0.68,51.6024,,2.0996,788529.7058,787816.3919
000048.SZ,20260511,15.16,2.5823,0.99,52.6088,,2.1405,803907.891,803180.6658
000048.SZ,20260508,15.04,2.5571,1.0,52.1924,,2.1236,797544.504,796823.0352
000048.SZ,20260507,14.94,2.7328,1.11,51.8453,,2.1095,792241.6815,791525.0097
000048.SZ,20260506,14.67,2.3468,0.96,50.9084,,2.0713,777924.0608,777220.3409
000048.SZ,20260430,14.74,2.1906,0.9,51.1513,,2.0812,781636.0365,780928.9587
000048.SZ,20260429,14.72,3.1885,1.4,51.0819,51.0819,1.913,780575.472,779869.3536
000048.SZ,20260428,14.19,2.2939,1.0,49.2427,49.2427,1.8441,752470.5128,751789.8185
000048.SZ,20260427,13.94,2.298,1.0,48.3751,48.3751,1.8116,739213.4565,738544.7547
000048.SZ,20260424,14.24,2.2996,0.91,49.4162,49.4162,1.8506,755121.924,754438.8312
000048.SZ,20260423,14.55,2.1496,0.84,50.4919,50.4919,1.8909,771560.6738,770862.7103
000048.SZ,20260422,14.78,2.356,0.87,51.2901,51.2901,1.9208,783757.1655,777959.4149
000048.SZ,20260421,14.95,2.4377,0.81,51.88,51.88,1.9429,792771.9638,786907.5273
000048.SZ,20260420,15.02,2.3268,0.75,52.123,52.123,1.952,796483.9395,790592.0441
000048.SZ,20260417,14.86,3.4544,1.1,51.5677,51.5677,1.9312,787999.4235,782170.2913
000048.SZ,20260416,15.39,2.2374,0.61,53.4069,53.4069,2.0,816104.3828,810067.3475
000048.SZ,20260415,15.55,3.1259,0.77,53.9622,53.9622,2.0208,824588.8988,818489.1003
000048.SZ,20260414,15.66,3.9012,0.87,54.3439,54.3439,2.0351,830422.0035,824279.0553
000048.SZ,20260413,15.4,2.8148,0.52,53.4416,53.4416,2.0013,816634.665,810593.707
000048.SZ,20260410,15.35,3.6115,0.69,53.2681,53.2681,1.9949,813983.2538,807961.9093
000048.SZ,20260409,15.67,4.9594,1.04,11.6413,20.2741,1.967,830952.2858,824805.4149
000048.SZ,20260408,16.61,5.0016,0.96,12.3397,21.4903,2.085,880798.8173,874283.2126
000048.SZ,20260407,16.16,5.9593,1.08,12.0053,20.9081,2.0285,856936.116,850597.0328
000048.SZ,20260403,17.24,7.4769,1.62,12.8077,22.3054,2.164,914206.599,907443.8642
000048.SZ,20260402,19.16,2.5888,0.57,14.2341,24.7896,2.405,1016020.791,1008504.8978
000048.SZ,20260401,21.29,2.9261,0.67,15.8165,27.5454,2.6724,1128970.9103,1120619.482
000048.SZ,20260331,23.66,7.1301,2.12,17.5771,30.6117,2.9699,1254647.8035,1245366.6953
000048.SZ,20260330,22.61,7.4313,2.92,16.7971,29.2532,2.8381,1198968.1673,1190098.9426
000048.SZ,20260327,20.55,2.9852,1.12,15.2667,26.588,2.5795,1089730.0238,1081668.8753
000048.SZ,20260326,20.0,2.3448,0.71,14.8581,25.8764,2.5105,1060564.5,1052719.1
000048.SZ,20260325,19.68,1.7995,0.52,14.6204,25.4623,2.4703,1043595.468,1035875.5944
000048.SZ,20260324,19.92,2.2279,0.63,14.7987,25.7729,2.5004,1056322.242,1048508.2236
000048.SZ,20260323,19.4,3.3711,0.97,14.4124,25.1001,2.4352,1028747.565,1021137.527
000048.SZ,20260320,20.41,3.5901,1.0,15.1627,26.4068,2.5619,1082306.0723,1074299.8416
000048.SZ,20260319,21.4,5.5405,1.72,15.8982,27.6877,2.6862,1134804.015,1126409.437
000048.SZ,20260318,21.3,2.6867,0.83,15.8239,27.5583,2.6737,1129501.1925,1121145.8415
000048.SZ,20260317,19.36,2.5581,0.76,14.3826,25.0483,2.4301,1026626.436,1019032.0888
000048.SZ,20260316,20.16,2.9943,0.92,14.977,26.0834,2.5306,1069049.016,1061140.8528
000048.SZ,20260313,20.81,4.1634,1.5,15.4599,26.9244,2.6122,1103517.3623,1095354.2236
000048.SZ,20260312,20.21,3.7326,1.64,15.0141,26.1481,2.5368,1071700.4273,1063772.6506
000048.SZ,20260311,19.54,2.7353,1.4,14.5164,25.2812,2.4527,1036171.5165,1028506.5607
000048.SZ,20260310,19.19,3.1991,1.88,14.2564,24.8284,2.4088,1017611.6378,1010083.9765
000048.SZ,20260309,18.7,2.4619,1.33,13.8923,24.1944,2.3473,991627.8075,984292.3585
000048.SZ,20260306,18.36,1.794,0.83,13.6397,23.7545,2.3046,973598.211,966396.1338
000048.SZ,20260305,17.69,1.2189,0.57,13.142,22.8877,2.2205,938069.3003,931130.044
000048.SZ,20260304,17.35,1.1103,0.51,12.8894,22.4478,2.1778,920039.7038,913233.8193
000048.SZ,20260303,17.41,1.9243,0.94,12.934,22.5254,2.1854,923221.3973,916391.9766
000048.SZ,20260302,17.97,3.2382,1.92,13.35,23.2499,2.2557,952917.2033,945868.1114
000048.SZ,20260227,19.06,3.3344,2.3,14.1598,24.6602,2.3925,1010717.9685,1003241.3023
000048.SZ,20260226,17.57,1.0979,0.76,13.0528,22.7324,2.2055,931705.9133,924813.7294
000048.SZ,20260225,17.63,1.2303,0.8,13.0974,22.81,2.213,934887.6068,927971.8867
000048.SZ,20260224,17.65,1.3017,0.68,13.1123,22.8359,2.2155,935948.1713,929024.6058
000048.SZ,20260213,17.97,1.4798,0.68,13.35,23.2499,2.2557,952917.2033,945868.1114
000048.SZ,20260212,18.06,2.1448,0.99,13.4169,23.3664,2.267,957689.7435,950605.3473
000048.SZ,20260211,17.45,1.1016,0.46,12.9637,22.5771,2.1904,925342.5263,918497.4148
000048.SZ,20260210,17.37,1.6543,0.68,12.9043,22.4736,2.1804,921100.2683,914286.5384
000048.SZ,20260209,17.75,3.1692,1.34,13.1866,22.9653,2.2281,941250.9938,934288.2013
