ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000063.SZ,20260515,36.71,3.649,1.03,31.2587,39.2409,2.2861,17560356.5702,14785397.5427
000063.SZ,20260514,37.56,4.0669,1.17,31.9825,40.1495,2.339,17966957.0356,15127745.3474
000063.SZ,20260513,38.83,3.0181,0.77,33.0639,41.507,2.4181,18574465.9662,15639253.2439
000063.SZ,20260512,38.09,3.152,0.83,32.4338,40.716,2.372,18220484.3846,15341209.2727
000063.SZ,20260511,39.11,4.088,1.18,33.3023,41.8063,2.4355,18708404.9431,15752026.6384
000063.SZ,20260508,38.68,3.4218,1.03,32.9362,41.3467,2.4088,18502712.9429,15578838.9254
000063.SZ,20260507,38.9,3.6333,1.05,33.1235,41.5819,2.4225,18607950.7104,15667446.5925
000063.SZ,20260506,38.25,5.3806,1.87,32.57,40.887,2.382,18297020.9428,15405651.2124
000063.SZ,20260430,36.7,2.4427,0.8,31.2502,39.2302,2.2855,17555573.0353,14781369.9214
000063.SZ,20260429,36.42,2.4041,0.65,31.0118,38.9309,2.268,17421634.0585,14668596.5269
000063.SZ,20260428,36.01,2.8118,0.79,30.6627,38.4926,2.2425,17225509.1281,14503464.0564
000063.SZ,20260427,37.26,4.182,1.34,31.7271,39.8288,2.3203,17823450.989,15006916.7104
000063.SZ,20260424,36.38,2.5674,0.88,30.9777,30.9777,2.3072,17402499.9189,14652486.042
000063.SZ,20260423,36.85,3.3046,1.27,31.3779,31.3779,2.337,17627326.0586,14841784.2399
000063.SZ,20260422,37.34,5.7312,3.07,31.7952,31.7952,2.3681,17861719.2681,15039137.6803
000063.SZ,20260421,35.2,1.964,1.01,29.973,29.973,2.2324,16838042.8022,14177226.7366
000063.SZ,20260420,35.83,2.0455,1.03,30.5094,30.5094,2.2724,17139405.5001,14430966.8743
000063.SZ,20260417,35.33,1.5148,0.66,30.0837,30.0837,2.2406,16900228.7558,14229585.8127
000063.SZ,20260416,35.4,1.7769,0.62,30.1433,30.1433,2.2451,16933713.5,14257779.1613
000063.SZ,20260415,35.21,2.0389,0.69,29.9815,29.9815,2.233,16842826.3371,14181254.3579
000063.SZ,20260414,35.83,2.3386,0.87,30.5094,30.5094,2.2724,17139405.5001,14430966.8743
000063.SZ,20260413,35.72,2.2844,0.93,30.4157,30.4157,2.2654,17086786.6164,14386663.0407
000063.SZ,20260410,35.79,3.0922,1.48,30.4753,30.4753,2.2698,17120271.3606,14414856.3893
000063.SZ,20260409,35.56,4.5623,3.21,30.2795,30.2795,2.2552,17010250.0582,14322221.101
000063.SZ,20260408,34.04,2.4252,1.97,28.9852,28.9852,2.1588,16283152.7553,13710022.6737
000063.SZ,20260407,32.34,1.0045,0.78,27.5377,27.5377,2.051,15469951.8246,13025327.0643
000063.SZ,20260403,32.08,1.1634,0.93,27.3163,27.3163,2.0345,15345579.9175,12920608.9123
000063.SZ,20260402,32.05,1.3181,1.07,27.2907,27.2907,2.0326,15331229.3128,12908526.0486
000063.SZ,20260401,32.99,1.2035,0.92,28.0911,28.0911,2.0922,15780881.5922,13287122.4444
000063.SZ,20260331,32.44,1.4689,1.09,27.6228,27.6228,2.0574,15517787.1734,13065603.2766
000063.SZ,20260330,32.59,1.2725,0.77,27.7505,27.7505,2.0669,15589540.1967,13126017.5951
000063.SZ,20260327,32.68,1.0212,0.56,27.8272,27.8272,2.0726,15632592.0107,13162266.1862
000063.SZ,20260326,32.68,1.2026,0.63,27.8272,27.8272,2.0726,15632592.0107,13162266.1862
000063.SZ,20260325,33.45,1.5608,0.81,28.4828,28.4828,2.1214,16000924.197,13472393.021
000063.SZ,20260324,32.92,1.6867,0.88,28.0315,28.0315,2.0878,15747396.848,13258929.0957
000063.SZ,20260323,32.05,2.747,1.6,27.2907,27.2907,2.0326,15331229.3128,12908526.0486
000063.SZ,20260320,34.27,1.9902,1.18,29.1811,29.1811,2.1734,16393174.0577,13802657.9621
000063.SZ,20260319,35.35,1.5592,0.83,30.1007,30.1007,2.2419,16909795.8255,14237641.0551
000063.SZ,20260318,36.25,1.6631,0.79,30.867,30.867,2.299,17340313.9654,14600126.966
000063.SZ,20260317,35.83,1.6117,0.71,30.5094,30.5094,2.2724,17139405.5001,14430966.8743
000063.SZ,20260316,36.5,1.7865,0.67,31.0799,31.0799,2.3149,17459902.3376,14700817.4968
000063.SZ,20260313,36.46,1.8166,0.68,31.0459,31.0459,2.3123,17440768.198,14684707.0119
000063.SZ,20260312,37.12,2.5171,0.93,31.6078,31.6078,2.3542,17756481.5005,14950530.0132
000063.SZ,20260311,37.12,2.8202,1.09,31.6078,31.6078,2.3542,17756481.5005,14950530.0132
000063.SZ,20260310,36.87,2.4729,0.88,31.395,31.395,2.3383,17636893.1284,14849839.4824
000063.SZ,20260309,35.7,3.7046,1.46,30.3987,30.3987,2.2641,17077219.5466,14378607.7982
000063.SZ,20260306,37.4,1.9383,0.75,21.2354,30.6323,2.3825,17890420.4774,15063303.4077
000063.SZ,20260305,37.88,2.6395,1.04,21.508,31.0255,2.4131,18120030.152,15256629.2268
000063.SZ,20260304,36.97,2.2241,0.9,20.9913,30.2801,2.3551,17684728.4772,14890115.6947
000063.SZ,20260303,36.75,3.579,1.65,20.8664,30.0999,2.3411,17579490.7097,14801508.0276
000063.SZ,20260302,37.84,2.3175,1.18,21.4853,30.9927,2.4105,18100896.0124,15240518.7419
000063.SZ,20260227,38.65,2.1389,1.18,21.9452,31.6561,2.4621,18488362.3383,15566756.0617
000063.SZ,20260226,38.57,2.4337,1.54,21.8998,31.5906,2.457,18450094.0592,15534535.0918
000063.SZ,20260225,37.96,1.9202,1.24,21.5534,31.091,2.4182,18158298.4311,15288850.1967
000063.SZ,20260224,37.77,2.0514,1.3,21.4455,30.9354,2.4061,18067411.2682,15212325.3933
000063.SZ,20260213,37.16,1.2941,0.8,21.0992,30.4357,2.3672,17775615.6401,14966640.4981
000063.SZ,20260212,37.53,1.3449,0.81,21.3093,30.7388,2.3908,17952606.4309,15115662.4837
000063.SZ,20260211,37.35,1.3044,0.73,21.2071,30.5914,2.3793,17866502.8029,15043165.3015
000063.SZ,20260210,37.58,1.7392,0.89,21.3376,30.7797,2.394,17976524.1053,15135800.5899
000063.SZ,20260209,37.27,2.1776,1.03,21.1616,30.5258,2.3742,17828234.5238,15010944.3317
000063.SZ,20260206,36.31,1.478,0.63,20.6166,29.7396,2.313,17369015.1747,14624292.6934
000063.SZ,20260205,36.57,1.597,0.6,20.7642,29.9525,2.3296,17493387.0818,14729010.8454
000063.SZ,20260204,37.12,1.9889,0.73,21.0765,30.403,2.3646,17756481.5005,14950530.0132
000063.SZ,20260203,37.26,2.5037,0.88,21.156,30.5177,2.3736,17823450.989,15006916.7104
000063.SZ,20260202,37.08,2.9811,1.07,21.0538,30.3702,2.3621,17737347.361,14934419.5283
000063.SZ,20260130,38.49,2.5735,0.89,21.8543,31.5251,2.4519,18411825.7801,15502314.122
000063.SZ,20260129,39.51,3.1951,1.16,22.4335,32.3605,2.5169,18899746.3385,15913131.4876
000063.SZ,20260128,39.65,2.4077,0.83,22.513,32.4752,2.5258,18966715.827,15969518.1849
000063.SZ,20260127,40.2,3.1444,1.11,22.8253,32.9256,2.5609,19229810.2457,16191037.3526
000063.SZ,20260126,39.5,2.6633,0.99,22.4278,32.3523,2.5163,18894962.8037,15909103.8664
000063.SZ,20260123,40.11,3.1091,1.18,22.7742,32.8519,2.5551,19186758.4318,16154788.7616
000063.SZ,20260122,39.79,2.4874,0.9,22.5925,32.5898,2.5347,19033685.3154,16025904.8821
000063.SZ,20260121,39.52,3.1306,1.04,22.4392,32.3687,2.5218,18904529.8734,15917159.1089
000063.SZ,20260120,38.59,2.7359,0.77,21.9111,31.607,2.4625,18459661.1289,15542590.3343
000063.SZ,20260119,39.55,2.0283,0.46,22.4562,32.3933,2.5237,18918880.4781,15929241.9726
000063.SZ,20260116,40.02,2.8177,0.61,22.7231,32.7782,2.5537,19143706.6178,16118540.1705
000063.SZ,20260115,39.84,3.0335,0.61,22.6209,32.6308,2.5422,19057602.9898,16046042.9883
000063.SZ,20260114,40.39,4.5078,0.95,22.9331,33.0813,2.5773,19320697.4086,16267562.156
000063.SZ,20260113,40.28,5.4216,1.2,22.8707,32.9912,2.5703,19268078.5248,16223258.3225
000063.SZ,20260112,42.44,6.4379,1.64,24.0971,34.7603,2.7081,20301322.0604,17093224.5086
