ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000045.SZ,20260515,12.05,1.7149,0.88,89.2094,87.4905,2.0332,610358.828,550711.328
000045.SZ,20260514,12.24,2.0938,1.17,90.616,88.87,2.0653,619982.7432,559394.7432
000045.SZ,20260513,12.36,1.9185,1.09,91.5044,89.7413,2.0855,626061.0054,564879.0054
000045.SZ,20260512,12.29,2.3086,1.39,90.9862,89.233,2.0737,622515.3524,561679.8524
000045.SZ,20260511,12.27,1.5789,1.01,90.8381,89.0878,2.0703,621502.3087,560765.8087
000045.SZ,20260508,12.27,1.8033,1.24,90.8381,89.0878,2.0703,621502.3087,560765.8087
000045.SZ,20260507,12.18,1.3502,0.92,90.1718,88.4343,2.0552,616943.6121,556652.6121
000045.SZ,20260506,12.14,1.7595,1.25,89.8757,88.1439,2.0484,614917.5247,554824.5247
000045.SZ,20260430,12.01,1.8158,1.33,88.9133,87.2,2.0265,608332.7406,548883.2406
000045.SZ,20260429,11.71,1.1178,0.78,86.6923,86.6923,1.9906,593137.0852,535172.5852
000045.SZ,20260428,11.66,1.2183,0.68,86.3221,86.3221,1.9821,590604.4759,532887.4759
000045.SZ,20260427,11.89,1.3965,0.74,88.0249,88.0249,2.0212,602254.4785,543398.9785
000045.SZ,20260424,11.88,1.5102,0.8,87.9508,87.9508,2.0195,601747.9566,542941.9566
000045.SZ,20260423,11.82,1.5902,0.79,87.5067,87.5067,2.0093,598708.8255,540199.8255
000045.SZ,20260422,11.94,1.4109,0.7,88.395,88.395,2.0297,604787.0877,545684.0877
000045.SZ,20260421,12.1,2.988,1.66,89.5796,89.5796,2.0569,612891.4373,552996.4373
000045.SZ,20260420,11.89,1.9726,1.09,88.0249,88.0249,2.0212,602254.4785,543398.9785
000045.SZ,20260417,11.97,1.4922,0.78,88.6171,88.6171,2.0348,606306.6533,547055.1533
000045.SZ,20260416,12.16,2.2287,1.13,90.0238,90.0238,2.0671,615930.5684,555738.5684
000045.SZ,20260415,12.03,1.447,0.65,89.0613,89.0613,2.045,609345.7843,549797.2843
000045.SZ,20260414,12.15,1.884,0.81,89.9497,89.9497,2.0654,615424.0465,555281.5465
000045.SZ,20260413,12.04,1.9954,0.79,89.1354,89.1354,2.0467,609852.3062,550254.3062
000045.SZ,20260410,12.17,1.9891,0.65,90.0978,90.0978,2.0688,616437.0902,556195.5902
000045.SZ,20260409,12.12,2.5358,0.72,89.7276,89.7276,2.0603,613904.481,553910.481
000045.SZ,20260408,12.55,2.7421,0.64,92.911,92.911,2.1334,635684.9205,573562.4205
000045.SZ,20260407,12.29,2.3083,0.44,90.9862,90.9862,2.0892,622515.3524,561679.8524
000045.SZ,20260403,12.2,3.1128,0.5,90.3199,90.3199,2.0739,617956.6558,557566.6558
000045.SZ,20260402,12.77,4.6522,0.74,94.5398,94.5398,2.1708,646828.4012,583616.9012
000045.SZ,20260401,13.69,4.7041,0.68,101.3508,101.3508,2.3272,693428.4113,625662.9113
000045.SZ,20260331,13.97,6.6279,1.01,103.4237,103.4237,2.3748,707611.0231,638459.5231
000045.SZ,20260330,14.55,7.1616,1.12,107.7176,107.7176,2.4734,736989.2903,664966.7903
000045.SZ,20260327,14.41,7.9656,1.27,81.6704,104.3983,2.4531,729897.9844,658568.4844
000045.SZ,20260326,13.63,5.1447,0.87,77.2497,98.7473,2.3204,690389.2802,622920.7802
000045.SZ,20260325,13.98,7.9082,1.52,79.2334,101.283,2.3799,708117.5449,638916.5449
000045.SZ,20260324,13.18,4.561,0.98,74.6993,95.4871,2.2438,667595.797,602354.797
000045.SZ,20260323,12.73,6.3873,1.69,72.1488,92.2269,2.1671,644802.3138,581788.8138
000045.SZ,20260320,13.6,7.4338,2.81,77.0797,98.5299,2.3153,688869.7146,621549.7146
000045.SZ,20260319,13.29,3.3366,1.38,75.3227,96.284,2.2625,673167.5373,607382.0373
000045.SZ,20260318,13.38,4.211,1.88,75.8328,96.9361,2.2778,677726.234,611495.234
000045.SZ,20260317,12.8,1.9688,0.77,72.5456,92.734,2.1791,648347.9667,584987.9667
000045.SZ,20260316,13.16,1.8997,0.71,74.5859,95.3422,2.2403,666582.7533,601440.7533
000045.SZ,20260313,12.96,1.8121,0.54,73.4524,93.8932,2.2063,656452.3163,592300.3163
000045.SZ,20260312,13.14,2.2075,0.62,74.4726,95.1973,2.2369,665569.7096,600526.7096
000045.SZ,20260311,13.29,3.3061,1.01,75.3227,96.284,2.2625,673167.5373,607382.0373
000045.SZ,20260310,13.05,3.5513,1.17,73.9625,94.5453,2.2216,661011.0129,596413.5129
000045.SZ,20260309,12.51,2.4763,0.82,70.902,90.633,2.1297,633658.8331,571734.3331
000045.SZ,20260306,12.78,5.1851,2.24,72.4322,92.5892,2.1757,647334.923,584073.923
000045.SZ,20260305,13.2,3.3438,1.7,74.8126,95.632,2.2472,668608.8407,603268.8407
000045.SZ,20260304,12.0,1.8269,0.94,68.0115,86.9382,2.0429,607826.2188,548426.2188
000045.SZ,20260303,12.24,2.2915,1.24,69.3717,88.6769,2.0837,619982.7432,559394.7432
000045.SZ,20260302,12.64,2.5427,1.43,71.6387,91.5749,2.1518,640243.6171,577675.6171
000045.SZ,20260227,13.19,1.5645,0.88,74.7559,95.5595,2.2455,668102.3188,602811.8188
000045.SZ,20260226,13.29,1.6047,0.87,75.3227,96.284,2.2625,673167.5373,607382.0373
000045.SZ,20260225,13.24,1.7245,0.88,75.0393,95.9218,2.254,670634.9281,605096.9281
000045.SZ,20260224,13.17,1.7885,0.88,74.6426,95.4146,2.2421,667089.2751,601897.7751
000045.SZ,20260213,13.16,2.2225,0.97,74.5859,95.3422,2.2403,666582.7533,601440.7533
000045.SZ,20260212,13.0,1.5518,0.71,73.6791,94.183,2.2131,658478.4037,594128.4037
000045.SZ,20260211,13.16,1.9228,0.92,74.5859,95.3422,2.2403,666582.7533,601440.7533
000045.SZ,20260210,13.14,2.303,1.2,74.4726,95.1973,2.2369,665569.7096,600526.7096
000045.SZ,20260209,12.95,2.1337,1.16,73.3957,93.8208,2.2046,655945.7945,591843.2945
000045.SZ,20260206,12.9,3.5426,2.31,73.1123,93.4585,2.1961,653413.1852,589558.1852
000045.SZ,20260205,12.44,1.0234,0.5,70.5052,90.1259,2.1178,630113.1802,568535.1802
000045.SZ,20260204,12.56,1.4677,0.67,71.1853,90.9953,2.1382,636191.4423,574019.4423
000045.SZ,20260203,12.47,1.398,0.55,70.6753,90.3433,2.1229,631632.7457,569906.2457
000045.SZ,20260202,12.27,1.744,0.57,69.5417,88.8943,2.0888,621502.3087,560765.8087
000045.SZ,20260130,12.65,2.0381,0.54,71.6954,91.6473,2.1535,640750.139,578132.639
000045.SZ,20260129,12.63,3.5781,0.74,71.5821,91.5024,2.1501,639737.0953,577218.5953
000045.SZ,20260128,13.08,2.1877,0.39,74.1325,94.7626,2.2267,662530.5785,597784.5785
000045.SZ,20260127,13.19,3.23,0.61,74.7559,95.5595,2.2455,668102.3188,602811.8188
000045.SZ,20260126,13.42,4.1865,0.89,76.0595,97.2259,2.2846,679752.3214,613323.3214
000045.SZ,20260123,13.5,5.5573,1.41,76.5129,97.8054,2.2982,683804.4962,616979.4962
000045.SZ,20260122,13.28,9.0702,3.73,75.266,96.2116,2.2608,672661.0155,606925.0155
