ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000019.SZ,20260515,7.05,3.4354,0.78,33.4081,37.4722,1.6078,812537.3541,293425.5169
000019.SZ,20260514,7.16,3.4576,0.72,33.9293,38.0569,1.6329,825215.2419,298003.7874
000019.SZ,20260513,7.3,3.4284,0.69,34.5928,38.801,1.6649,841350.7354,303830.6771
000019.SZ,20260512,7.27,4.8382,0.99,34.4506,38.6415,1.658,837893.1297,302582.0579
000019.SZ,20260511,7.48,5.5899,1.13,35.4457,39.7577,1.7059,862096.37,311322.3924
000019.SZ,20260508,7.65,4.7734,0.89,36.2513,40.6613,1.7447,881689.4693,318397.9014
000019.SZ,20260507,7.62,5.2963,1.02,36.1092,40.5018,1.7378,878231.8635,317149.2821
000019.SZ,20260506,7.82,4.471,0.82,37.0569,41.5649,1.7834,901282.5686,325473.4103
000019.SZ,20260430,7.69,4.2667,0.62,36.4409,40.8739,1.7538,886299.6103,320062.727
000019.SZ,20260429,7.75,5.911,0.91,36.7252,41.1928,1.7675,893214.8219,322559.9654
000019.SZ,20260428,7.56,6.997,1.15,35.8248,40.1829,1.7241,871316.652,314652.0437
000019.SZ,20260427,7.94,4.3441,0.63,28.1305,28.2204,1.8342,915112.9917,330475.8272
000019.SZ,20260424,8.0,5.9015,0.88,28.3431,28.4336,1.8481,922028.2032,332973.1256
000019.SZ,20260423,8.08,11.0569,1.98,28.6265,28.718,1.8666,931248.4852,336302.8569
000019.SZ,20260422,7.7,4.2567,0.75,27.2802,27.3674,1.7788,887452.1456,320486.6334
000019.SZ,20260421,7.85,4.849,0.78,27.8117,27.9005,1.8134,904740.1744,326729.8795
000019.SZ,20260420,8.03,8.5598,1.25,28.4494,28.5403,1.855,925485.809,334221.7748
000019.SZ,20260417,7.58,4.7521,0.67,26.8551,26.9409,1.7511,873621.7225,315492.0365
000019.SZ,20260416,7.77,5.4502,0.76,27.5282,27.6162,1.795,895519.8924,323400.1482
000019.SZ,20260415,7.85,4.8537,0.6,27.8117,27.9005,1.8134,904740.1744,326729.8795
000019.SZ,20260414,8.1,7.5175,0.99,28.6974,28.7891,1.8712,933553.5557,337135.2897
000019.SZ,20260413,8.3,11.6176,1.8,29.406,29.4999,1.9174,956604.2608,345459.6178
000019.SZ,20260410,7.91,5.8526,0.99,28.0242,28.1138,1.8273,911655.3859,329227.1779
000019.SZ,20260409,7.97,5.9991,1.07,28.2368,28.327,1.8412,918570.5974,331724.4764
000019.SZ,20260408,7.98,9.7488,1.98,28.2722,28.3626,1.8435,919723.1327,332140.6928
000019.SZ,20260407,7.84,4.6472,0.78,27.7762,27.865,1.8111,903587.6391,326313.6631
000019.SZ,20260403,7.13,5.947,1.03,25.2608,25.3415,1.6471,821757.6361,296762.2982
000019.SZ,20260402,7.63,3.1133,0.43,27.0322,27.1186,1.7626,879384.3988,317573.1185
000019.SZ,20260401,7.68,4.5845,0.61,27.2094,27.2963,1.7742,885147.0751,319654.2006
000019.SZ,20260331,7.79,6.3121,0.89,27.5991,27.6873,1.7996,897824.9629,324232.5811
000019.SZ,20260330,7.94,9.8462,1.49,28.1305,28.2204,1.8342,915112.9917,330475.8272
000019.SZ,20260327,7.78,5.0644,0.81,27.5637,27.6517,1.7973,896672.4276,323816.3646
000019.SZ,20260326,7.82,10.5754,2.13,27.7054,27.7939,1.8065,901282.5686,325481.2303
000019.SZ,20260325,7.55,5.7942,1.22,26.7488,26.8342,1.7441,870164.1168,314243.3873
000019.SZ,20260324,7.25,4.3813,0.87,25.6859,25.768,1.6748,835588.0592,301756.8951
000019.SZ,20260323,6.92,7.1646,1.5,24.5168,24.5951,1.5986,797554.3958,288021.7536
000019.SZ,20260320,7.45,3.4724,0.68,26.3945,26.4788,1.721,858638.7642,310081.2232
000019.SZ,20260319,7.52,3.9774,0.78,26.6425,26.7276,1.7372,866706.511,312994.7381
000019.SZ,20260318,7.62,4.7396,0.98,26.9968,27.083,1.7603,878231.8635,317156.9021
000019.SZ,20260317,7.71,5.7673,1.24,27.3157,27.4029,1.7811,888604.6808,320902.8498
000019.SZ,20260316,7.69,5.858,1.12,27.2448,27.3318,1.7765,886299.6103,320070.417
000019.SZ,20260313,7.59,5.0271,0.92,26.8905,26.9764,1.7534,874774.2578,315908.2529
000019.SZ,20260312,7.5,4.2038,0.7,26.5717,26.6565,1.7326,864401.4405,312162.3053
000019.SZ,20260311,7.45,3.3252,0.47,26.3945,26.4788,1.721,858638.7642,310081.2232
000019.SZ,20260310,7.44,4.9289,0.68,26.3591,26.4433,1.7187,857486.229,309665.0068
000019.SZ,20260309,7.58,8.7592,1.32,26.8551,26.9409,1.7511,873621.7225,315492.0365
000019.SZ,20260306,7.45,6.182,1.06,26.3945,26.4788,1.721,858638.7642,310081.2232
000019.SZ,20260305,7.19,6.6742,1.38,25.4734,25.5547,1.661,828672.8476,299259.5966
000019.SZ,20260304,7.46,9.1241,2.63,26.4299,26.5144,1.7233,859791.2995,310497.4396
000019.SZ,20260303,7.34,5.7694,2.15,26.0048,26.0879,1.6956,845960.8764,305502.8427
000019.SZ,20260302,7.35,5.3353,2.72,26.0402,26.1234,1.6979,847113.4117,305919.0591
000019.SZ,20260227,7.2,2.146,1.1,25.5088,25.5903,1.6633,829825.3829,299675.813
000019.SZ,20260226,7.13,1.8865,0.99,25.2608,25.3415,1.6471,821757.6361,296762.2982
000019.SZ,20260225,7.16,2.208,1.19,25.3671,25.4481,1.654,825215.2419,298010.9474
000019.SZ,20260224,7.1,1.8572,0.95,25.1545,25.2349,1.6402,818300.0303,295513.649
000019.SZ,20260213,6.92,1.7001,0.8,24.5168,24.5951,1.5986,797554.3958,288021.7536
000019.SZ,20260212,7.01,2.1052,0.92,24.8356,24.915,1.6194,807927.2131,291767.7013
000019.SZ,20260211,7.13,1.6206,0.59,25.2608,25.3415,1.6471,821757.6361,296762.2982
000019.SZ,20260210,7.11,1.9655,0.65,25.1899,25.2704,1.6425,819452.5656,295929.8654
000019.SZ,20260209,7.16,2.3635,0.66,25.3671,25.4481,1.654,825215.2419,298010.9474
000019.SZ,20260206,7.12,2.6042,0.56,25.2254,25.3059,1.6448,820605.1008,296346.0818
000019.SZ,20260205,7.2,2.8428,0.57,25.5088,25.5903,1.6633,829825.3829,299675.813
000019.SZ,20260204,7.24,3.8633,0.79,25.6505,25.7324,1.6725,834435.5239,301340.6787
000019.SZ,20260203,7.1,3.3466,0.7,25.1545,25.2349,1.6402,818300.0303,295513.649
