ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
000027.SZ,20260515,7.26,1.2794,0.94,16.4208,17.2598,1.0324,3453865.079,3453865.079
000027.SZ,20260514,7.33,1.8358,1.53,16.5792,17.4263,1.0424,3487166.8084,3487166.8084
000027.SZ,20260513,7.54,1.8113,1.72,17.0542,17.9255,1.0722,3587071.9967,3587071.9967
000027.SZ,20260512,7.32,1.3425,1.43,16.5566,17.4025,1.0409,3482409.4185,3482409.4185
000027.SZ,20260511,7.19,0.9061,1.03,16.2625,17.0934,1.0224,3420563.3496,3420563.3496
000027.SZ,20260508,7.08,0.9062,1.05,16.0137,16.8319,1.0068,3368232.0605,3368232.0605
000027.SZ,20260507,7.09,1.0265,1.27,16.0363,16.8557,1.0082,3372989.4504,3372989.4504
000027.SZ,20260506,7.04,1.0903,1.37,15.9232,16.7368,1.0011,3349202.5009,3349202.5009
000027.SZ,20260430,6.84,0.7684,0.81,15.4709,16.2613,0.9727,3254054.7025,3254054.7025
000027.SZ,20260429,6.96,0.6225,0.62,15.7423,15.7423,1.0086,3311143.3815,3311143.3815
000027.SZ,20260428,6.93,0.7974,0.74,15.6744,15.6744,1.0042,3296871.2118,3296871.2118
000027.SZ,20260427,6.94,0.7491,0.7,15.6971,15.6971,1.0057,3301628.6017,3301628.6017
000027.SZ,20260424,6.93,1.0413,1.06,15.6744,15.6744,1.0042,3296871.2118,3296871.2118
000027.SZ,20260423,7.07,1.5193,1.96,15.9911,15.9911,1.0245,3363474.6706,3363474.6706
000027.SZ,20260422,6.91,0.8845,1.3,15.6292,15.6292,1.0013,3287356.432,3287356.432
000027.SZ,20260421,6.87,1.1897,2.11,15.5387,15.5387,0.9955,3268326.8723,3268326.8723
000027.SZ,20260420,6.76,0.7229,1.35,15.2899,15.2899,0.9796,3215995.5832,3215995.5832
000027.SZ,20260417,6.68,0.5838,1.07,15.109,15.109,0.968,3177936.4639,3177936.4639
000027.SZ,20260416,6.71,0.4887,0.83,15.9201,17.3101,0.975,3192208.6336,3192208.6336
000027.SZ,20260415,6.67,0.4126,0.61,15.8252,17.2069,0.9692,3173179.074,3173179.074
000027.SZ,20260414,6.71,0.6167,0.95,15.9201,17.3101,0.975,3192208.6336,3192208.6336
000027.SZ,20260413,6.7,0.5814,0.81,15.8963,17.2843,0.9736,3187451.2437,3187451.2437
000027.SZ,20260410,6.63,0.6398,0.76,15.7303,17.1037,0.9634,3154149.5143,3154149.5143
000027.SZ,20260409,6.64,0.7101,0.73,15.754,17.1295,0.9649,3158906.9042,3158906.9042
000027.SZ,20260408,6.78,0.8115,0.62,16.0861,17.4906,0.9852,3225510.363,3225510.363
000027.SZ,20260407,6.65,0.5189,0.28,15.7777,17.1553,0.9663,3163664.2941,3163664.2941
000027.SZ,20260403,6.6,0.9268,0.36,15.6591,17.0263,0.9591,3139877.3446,3139877.3446
000027.SZ,20260402,6.78,1.2473,0.42,16.0861,17.4906,0.9852,3225510.363,3225510.363
000027.SZ,20260401,6.9,1.3721,0.43,16.3709,17.8002,1.0027,3282599.042,3282599.042
000027.SZ,20260331,6.95,2.4625,0.8,16.4895,17.9292,1.0099,3306385.9916,3306385.9916
000027.SZ,20260330,7.37,3.2724,1.2,17.486,19.0127,1.0709,3506196.3681,3506196.3681
000027.SZ,20260327,8.08,4.529,2.19,19.1705,20.8443,1.1741,3843971.0521,3843971.0521
000027.SZ,20260326,7.87,3.196,2.01,18.6723,20.3026,1.1436,3744065.8639,3744065.8639
000027.SZ,20260325,7.61,2.6633,2.16,18.0554,19.6318,1.1058,3620373.7261,3620373.7261
000027.SZ,20260324,7.31,1.7242,1.64,17.3436,18.8579,1.0622,3477652.0286,3477652.0286
000027.SZ,20260323,7.0,1.4916,1.55,16.6081,18.0582,1.0172,3330172.9412,3330172.9412
000027.SZ,20260320,7.2,1.2456,1.32,17.0826,18.5741,1.0462,3425320.7395,3425320.7395
000027.SZ,20260319,7.16,0.8423,0.75,16.9877,18.4709,1.0404,3406291.1799,3406291.1799
000027.SZ,20260318,7.17,0.8547,0.67,17.0114,18.4967,1.0419,3411048.5698,3411048.5698
000027.SZ,20260317,7.08,0.8373,0.66,16.7979,18.2646,1.0288,3368232.0605,3368232.0605
000027.SZ,20260316,7.08,1.0408,0.84,16.7979,18.2646,1.0288,3368232.0605,3368232.0605
