ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000055.SZ,20260515,3.63,3.65,3.56,3.6,3.62,-0.02,-0.5525,114577.0,41397.571
000055.SZ,20260514,3.68,3.7,3.61,3.62,3.69,-0.07,-1.897,96483.0,35165.549
000055.SZ,20260513,3.69,3.73,3.67,3.69,3.69,0.0,0.0,82779.5,30576.638
000055.SZ,20260512,3.76,3.78,3.67,3.69,3.78,-0.09,-2.381,84812.5,31548.005
000055.SZ,20260511,3.73,3.81,3.73,3.78,3.72,0.06,1.6129,142166.29,53598.012
000055.SZ,20260508,3.7,3.73,3.66,3.72,3.71,0.01,0.2695,89171.33,33007.116
000055.SZ,20260507,3.73,3.76,3.69,3.71,3.71,0.0,0.0,116949.49,43557.491
000055.SZ,20260506,3.68,3.75,3.66,3.71,3.65,0.06,1.6438,150661.27,55993.741
000055.SZ,20260430,3.64,3.71,3.63,3.65,3.64,0.01,0.2747,109494.91,40231.767
000055.SZ,20260429,3.63,3.7,3.62,3.64,3.65,-0.01,-0.274,185442.25,67953.351
000055.SZ,20260428,3.59,3.77,3.55,3.65,3.5,0.15,4.2857,265836.0,97139.427
000055.SZ,20260427,3.45,3.52,3.35,3.5,3.44,0.06,1.7442,122136.81,42031.782
000055.SZ,20260424,3.38,3.46,3.36,3.44,3.39,0.05,1.4749,110727.51,37733.456
000055.SZ,20260423,3.42,3.44,3.35,3.39,3.39,0.0,0.0,79455.0,26954.601
000055.SZ,20260422,3.38,3.42,3.37,3.39,3.4,-0.01,-0.2941,64496.81,21896.329
000055.SZ,20260421,3.41,3.44,3.37,3.4,3.43,-0.03,-0.8746,92307.33,31446.185
000055.SZ,20260420,3.45,3.46,3.37,3.43,3.44,-0.01,-0.2907,101133.66,34574.565
000055.SZ,20260417,3.51,3.52,3.41,3.44,3.52,-0.08,-2.2727,106979.01,36857.173
000055.SZ,20260416,3.47,3.53,3.43,3.52,3.46,0.06,1.7341,98638.5,34439.737
000055.SZ,20260415,3.55,3.55,3.45,3.46,3.53,-0.07,-1.983,93691.04,32644.897
000055.SZ,20260414,3.56,3.58,3.48,3.53,3.53,0.0,0.0,89522.01,31501.267
