ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
000001.SZ,20260425,20260425,20260331,1,2,1,0.67,0.67,35277000000.0,35277000000.0,39895000000.0,,8161000000.0,7362000000.0,5834000000.0,62000000.0,,,,,,,,62000000.0,1168000000.0,4511000000.0,,57000000.0,17888000000.0,,17814000000.0,799000000.0,397000000.0,,9512000000.0,,,,,,,,17888000000.0,,,,,17389000000.0,12000000.0,2000000.0,,17399000000.0,2876000000.0,14523000000.0,14523000000.0,,-72000000.0,14451000000.0,14451000000.0,,,,,,,,,,,,,,,,,,,,,,,,14523000000.0,1
000001.SZ,20260321,20260321,20251231,1,2,4,2.07,2.07,131442000000.0,131442000000.0,169863000000.0,,27240000000.0,23894000000.0,19527000000.0,294000000.0,,,,,,,,294000000.0,-2518000000.0,20474000000.0,,960000000.0,80034000000.0,,81842000000.0,3346000000.0,1271000000.0,,38196000000.0,,,,,,,,80034000000.0,,,,,51408000000.0,32000000.0,281000000.0,,51159000000.0,8526000000.0,42633000000.0,42633000000.0,,-2101000000.0,40532000000.0,40532000000.0,,,,,,,,,,,,,,,,,,,,,,,,42633000000.0,1
000001.SZ,20251025,20251025,20250930,1,2,3,1.87,1.87,100668000000.0,100668000000.0,129864000000.0,,21076000000.0,18685000000.0,15430000000.0,229000000.0,,,,,,,,229000000.0,-2382000000.0,16275000000.0,,994000000.0,54571000000.0,,63311000000.0,2391000000.0,933000000.0,,27649000000.0,,,,,,,,54571000000.0,,,,,46097000000.0,29000000.0,206000000.0,,45920000000.0,7581000000.0,38339000000.0,38339000000.0,,-1546000000.0,36793000000.0,36793000000.0,,,,,,,,,,,,,,,,,,,,,,,,38339000000.0,1
000001.SZ,20250823,20250823,20250630,1,2,2,1.18,1.18,69385000000.0,69385000000.0,87931000000.0,,14359000000.0,12739000000.0,12139000000.0,174000000.0,,,,,,,,174000000.0,-1665000000.0,12730000000.0,,767000000.0,39283000000.0,,43424000000.0,1620000000.0,627000000.0,,19206000000.0,,,,,,,,39283000000.0,,,,,30102000000.0,25000000.0,195000000.0,,29932000000.0,5062000000.0,24870000000.0,24870000000.0,,-590000000.0,24280000000.0,24280000000.0,,,,,,,,,,,,,,,,,,,,,,,,24870000000.0,1
000001.SZ,20250419,20250419,20250331,1,2,1,0.62,0.62,33709000000.0,33709000000.0,44938000000.0,,7450000000.0,6593000000.0,4328000000.0,126000000.0,,,,,,,,126000000.0,-3080000000.0,6770000000.0,,404000000.0,16799000000.0,,22150000000.0,857000000.0,314000000.0,,9055000000.0,,,,,,,,16799000000.0,,,,,16910000000.0,20000000.0,47000000.0,,16883000000.0,2787000000.0,14096000000.0,14096000000.0,,-798000000.0,13298000000.0,13298000000.0,,,,,,,,,,,,,,,,,,,,,,,,14096000000.0,1
000001.SZ,20250315,20250315,20241231,1,2,4,2.15,2.15,146695000000.0,146695000000.0,198381000000.0,,27844000000.0,24112000000.0,29156000000.0,382000000.0,,,,,,,,382000000.0,3104000000.0,24604000000.0,,880000000.0,91489000000.0,,104954000000.0,3732000000.0,1479000000.0,,40582000000.0,,,,,,,,91489000000.0,,,,,55206000000.0,37000000.0,505000000.0,,54738000000.0,10230000000.0,44508000000.0,44508000000.0,,-374000000.0,44134000000.0,44134000000.0,,,,,,,,,,,,,,,,,,,,,,,,44508000000.0,1
000001.SZ,20241019,20241019,20240930,1,2,3,1.94,1.94,111582000000.0,111582000000.0,153303000000.0,,21549000000.0,18711000000.0,20335000000.0,289000000.0,,,,,,,,289000000.0,1431000000.0,18372000000.0,,111000000.0,63713000000.0,,80767000000.0,2838000000.0,1123000000.0,,30576000000.0,,,,,,,,63713000000.0,,,,,47869000000.0,26000000.0,151000000.0,,47744000000.0,8015000000.0,39729000000.0,39729000000.0,,-786000000.0,38943000000.0,38943000000.0,,,,,,,,,,,,,,,,,,,,,,,,39729000000.0,1
000001.SZ,20240816,20240816,20240630,1,2,2,1.23,1.23,77132000000.0,77132000000.0,104129000000.0,,14932000000.0,12997000000.0,15049000000.0,192000000.0,,,,,,,,192000000.0,2424000000.0,12239000000.0,,56000000.0,45045000000.0,,55043000000.0,1935000000.0,783000000.0,,21109000000.0,,,,,,,,45045000000.0,,,,,32087000000.0,20000000.0,130000000.0,,31977000000.0,6098000000.0,25879000000.0,25879000000.0,,-356000000.0,25523000000.0,25523000000.0,,,,,,,,,,,,,,,,,,,,,,,,25879000000.0,1
000001.SZ,20240420,20240420,20240331,1,2,1,0.66,0.66,38770000000.0,38770000000.0,53369000000.0,,8216000000.0,7181000000.0,6432000000.0,87000000.0,,,,,,,,87000000.0,1572000000.0,4702000000.0,,7000000.0,20216000000.0,,28212000000.0,1035000000.0,390000000.0,,10430000000.0,,,,,,,,20216000000.0,,,,,18554000000.0,12000000.0,41000000.0,,18525000000.0,3593000000.0,14932000000.0,14932000000.0,,345000000.0,15277000000.0,15277000000.0,,,,,,,,,,,,,,,,,,,,,,,,14932000000.0,1
000001.SZ,20240315,20240315,20231231,1,2,4,2.25,2.25,164699000000.0,164699000000.0,227617000000.0,,35042000000.0,29430000000.0,17278000000.0,538000000.0,,,,,,,,538000000.0,-354000000.0,16054000000.0,,662000000.0,106771000000.0,,109626000000.0,5612000000.0,1718000000.0,,45959000000.0,,,,,,,,106771000000.0,,,,,57928000000.0,49000000.0,259000000.0,,57718000000.0,11263000000.0,46455000000.0,46455000000.0,,-372000000.0,46083000000.0,46083000000.0,,,,,,,,,,,,,,,,,,,,,,,,46455000000.0,1
000001.SZ,20231025,20231025,20230930,1,2,3,1.94,1.94,127634000000.0,127634000000.0,172955000000.0,,27148000000.0,22950000000.0,13329000000.0,442000000.0,,,,,,,,442000000.0,565000000.0,11266000000.0,,782000000.0,78587000000.0,,81600000000.0,4198000000.0,1285000000.0,,33888000000.0,,,,,,,,78587000000.0,,,,,49047000000.0,31000000.0,85000000.0,,48993000000.0,9358000000.0,39635000000.0,39635000000.0,,-838000000.0,38797000000.0,38797000000.0,,,,,,,,,,,,,,,,,,,,,,,,39635000000.0,1
000001.SZ,20230824,20230824,20230630,1,2,2,1.2,1.2,88610000000.0,88610000000.0,116467000000.0,,19282000000.0,16374000000.0,9602000000.0,339000000.0,,,,,,,,339000000.0,1015000000.0,7287000000.0,,700000000.0,56673000000.0,,53833000000.0,2908000000.0,874000000.0,,23438000000.0,,,,,,,,56673000000.0,,,,,31937000000.0,22000000.0,26000000.0,,31933000000.0,6546000000.0,25387000000.0,25387000000.0,,-375000000.0,25012000000.0,25012000000.0,,,,,,,,,,,,,,,,,,,,,,,,25387000000.0,1
