ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
000032.SZ,20260428,20260428,20260331,1,1,1,-0.0678,-0.0678,12813395816.39,12813395816.39,,,,,,,,,,,,,,,,-32475092.77,-32475092.77,,12772632725.25,11962644207.22,,,30387488.64,183145631.15,330409401.13,41341398.43,-1894564.99,,,,,,,,,,,37792985.97,352388.35,1195276.21,,36950098.11,94525208.48,-57575110.37,-82405833.63,24830723.26,-18091065.02,-75666175.39,-91209526.44,15543351.05,112191892.07,,,,,242584933.25,83354004.33,30545846.89,,,,,,,,,,,,,,,-57575110.37,1
000032.SZ,20260428,20260428,20251231,1,1,4,-0.1117,-0.1117,49170356917.15,49170356917.15,,,,,,,,,,,,,,,-4440980.3,58902502.43,5768322.27,,48837233451.12,44397126178.09,,,114429082.39,843684005.59,1212852624.17,308792456.17,-289018259.77,,,,,,,,,,,530897296.23,15972835.4,38493495.99,,508376635.64,379891950.6,128484685.04,-127069431.4,255554116.44,5728343.0,134213028.04,-123009512.42,257222540.46,1039980744.4,1811497465.21,,,,1405446274.15,391820151.54,139379231.19,,,,,,,,,,,,,,,128484685.04,1
000032.SZ,20251029,20251029,20250930,1,1,3,-0.2626,-0.2626,33018544969.16,33018544969.16,,,,,,,,,,,,,,,,-14699659.14,-60070996.96,,33128773116.58,30378084145.68,,,82989306.67,580634261.77,775822927.76,215800418.29,4061772.47,,,,,,,,,,,-27913416.45,5160970.07,8888052.17,,-31640498.55,234350871.23,-265991369.78,-298822655.56,32831285.78,-2320864.92,-268312234.7,-302751642.27,34439407.57,179585660.56,,,,,1118233908.01,300010731.75,96904254.37,,,,,,,,,,,,,,,-265991369.78,1
000032.SZ,20250828,20250828,20250630,1,1,2,-0.0857,-0.0857,23434208172.61,23434208172.61,,,,,,,,,,,,,,,,-43589188.88,-43494336.42,,23201739908.21,21275048822.91,,,53255017.18,391370169.09,600678594.34,125232463.56,-34659285.93,,,,,,,,,,,238779355.01,4635443.41,10003327.98,,233411470.44,210082322.14,23329148.3,-97489074.55,120818222.85,1032900.0,24362048.3,-97873657.56,122235705.86,442830023.5,813031671.21,,,,745591357.9,195677896.04,90715956.8,,,,,,,,,,,,,,,23329148.3,1
000032.SZ,20250425,20250425,20250331,1,1,1,-0.0299,-0.0299,12545228614.69,12545228614.69,,0.0,0.0,,,,,,,,,,,,0.0,-24676894.39,-24600607.08,0.0,12410241115.9,11489486019.6,0.0,0.0,27872412.44,187161036.2,342690093.05,59682512.05,-2022972.75,0.0,0.0,0.0,0.0,0.0,,,,,,140432314.73,4128050.55,1411767.86,,143148597.42,124379583.64,18769013.78,-34056072.04,52825085.82,1928205.64,20697219.42,-31728289.73,52425509.15,227127033.5,,,,,320675572.68,93692796.01,47050514.47,,,,,,,,,,,,,,,18769013.78,1
000032.SZ,20250425,20250425,20250331,1,1,1,-0.0299,-0.0299,12545228614.69,12545228614.69,,0.0,0.0,,,,,,,,,,,,0.0,-24676894.39,-24600607.08,0.0,12410241115.9,11489486019.6,0.0,0.0,27872412.44,187161036.2,342690093.05,59682512.05,-2022972.75,0.0,0.0,0.0,0.0,0.0,,,,,,140432314.73,4128050.55,1411767.86,,143148597.42,124379583.64,18769013.78,-34056072.04,52825085.82,1928205.64,20697219.42,-31728289.73,52425509.15,,,,,,320675572.68,93692796.01,47050514.47,,,,,,,,,,,,,,,18769013.78,0
000032.SZ,20250425,20250425,20241231,1,1,4,0.2898,0.2898,67389424494.27,67389424494.27,,,,,,,,,,,,,,,7734169.41,144926562.24,-1908420.74,,66642592825.24,60531585176.67,,,139342093.24,1032436301.82,1861654375.83,337536051.18,-148340392.21,,,,,,,,,,,1226300152.28,42902974.8,25580511.58,,1243622615.5,423579861.48,820042754.02,329726273.71,490316480.31,2764220.85,822806974.87,334625170.17,488181804.7,1389670474.72,2098556040.04,,,,2070871982.85,484646819.98,205497352.88,,,,,,,,,,,,,,,820042754.02,0
000032.SZ,20241030,20241030,20240930,1,1,3,-0.1113,-0.1113,48421683221.42,48421683221.42,,,,,,,,,,,,,,,0.0,119075727.58,-28678735.16,,48348068124.79,44000232761.1,,,119178915.75,750111574.57,1334587361.66,266359122.63,-131738517.87,,,,,,,,,,,331361817.36,11045886.86,2822101.07,,339585603.15,307044716.38,32540886.77,-126614513.38,159155400.15,-20341362.83,12199523.94,-147557128.2,159756652.14,548320247.51,,,,,1570121542.22,356703111.15,126085182.12,,,,,,,,,,,,,,,32540886.77,1
000032.SZ,20240828,20240828,20240630,1,1,2,-0.0333,-0.0333,33250166315.01,33250166315.01,,,,,,,,,,,,,,,,2978082.8,-22393383.22,,32930855750.34,30076578374.44,,,82559199.78,468008144.53,901621964.96,170592837.03,-77543561.45,,,,,,,,,,,367058865.5,7684492.32,2281223.43,,372462134.39,224564995.5,147897138.89,-37891360.83,185788499.72,-213057.43,147684081.46,-36812048.93,184496130.39,608283939.18,971330057.68,,,,1027400792.47,233806708.66,84768343.8,,,,,,,,,,,,,,,147897138.89,1
000032.SZ,20240430,20240430,20240331,1,1,1,0.015,0.015,15375565844.38,15375565844.38,,,,,,,,,,,,,,,0.0,-21150211.02,-21150211.02,,15128980578.15,13805313516.14,,,42927946.39,241065432.37,442077108.14,79581356.5,-25748695.57,,,,,,,,,,,253532481.06,682015.92,61344.95,,254153152.03,131445464.34,122707687.69,17054946.08,105652741.61,-142393.32,122565294.37,17753923.13,104811371.24,379820532.32,,,,,447395281.42,108091983.23,38174353.59,,,,,,,,,,,,,,,122707687.69,1
