ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
000063.SZ,20260425,20260425,20260331,1,1,1,0.27,0.27,34988057000.0,34988057000.0,,,,,,,,,,,,,,,-80653000.0,405786000.0,119014000.0,,34150631000.0,25094779000.0,,,260351000.0,2018281000.0,1137211000.0,340974000.0,-239326000.0,,,,,,,,,,,1543974000.0,5758000.0,47499000.0,,1502233000.0,184003000.0,1318230000.0,1310444000.0,7786000.0,67844000.0,1386074000.0,1378362000.0,7712000.0,,,,,,4906482000.0,724968000.0,808378000.0,,,,,,,,,,,,,,,1318230000.0,0
000063.SZ,20260425,20260425,20260331,1,1,1,0.27,0.27,34988057000.0,34988057000.0,,,,,,,,,,,,,,,-80653000.0,405786000.0,119014000.0,,34150631000.0,25094779000.0,,,260351000.0,2018281000.0,1137211000.0,340974000.0,-239326000.0,,,,,,,,,,,1543974000.0,5758000.0,47499000.0,,1502233000.0,184003000.0,1318230000.0,1310444000.0,7786000.0,67844000.0,1386074000.0,1378362000.0,7712000.0,1790534000.0,,,,,4906482000.0,724968000.0,808378000.0,,,,,,,,,,,,,,,1318230000.0,1
000063.SZ,20260307,20260307,20251231,1,1,4,1.17,1.16,133895460000.0,133895460000.0,,,,,,,,,,,,,,,101600000.0,452568000.0,373113000.0,,130979697000.0,93391318000.0,,,1090435000.0,9223495000.0,4219760000.0,-226654000.0,-627661000.0,,,,,,,,,,,6361809000.0,200729000.0,259671000.0,,6302867000.0,737794000.0,5565073000.0,5617745000.0,-52672000.0,-207929000.0,5357144000.0,5410096000.0,-52952000.0,6395654000.0,11153429000.0,,,,22754978000.0,3744052000.0,4346036000.0,,,,,,,,,,,,,,,5565073000.0,1
000063.SZ,20251029,20251029,20250930,1,1,3,1.11,1.11,100519599000.0,100519599000.0,,,,,,,,,,,,,,,203332000.0,220628000.0,96538000.0,,97527359000.0,69811475000.0,,,856057000.0,6252592000.0,2883944000.0,-390741000.0,-323906000.0,,,,,,,,,,,5838882000.0,154268000.0,90001000.0,,5903149000.0,558472000.0,5344677000.0,5321985000.0,22692000.0,-241900000.0,5102777000.0,5079692000.0,23085000.0,5343825000.0,,,,,17813974000.0,2842717000.0,3455721000.0,,,,,,,,,,,,,,,5344677000.0,1
000063.SZ,20250829,20250829,20250630,1,1,2,1.06,1.06,71552734000.0,71552734000.0,,,,,,,,,,,,,,,159402000.0,150909000.0,51875000.0,,68041437000.0,48333217000.0,,,574073000.0,4383807000.0,2130082000.0,-444697000.0,-285227000.0,,,,,,,,,,,5618357000.0,97087000.0,51138000.0,,5664306000.0,607723000.0,5056583000.0,5057571000.0,-988000.0,-95402000.0,4961181000.0,4962508000.0,-1327000.0,4809203000.0,7182503000.0,,,,12664812000.0,2022872000.0,2552107000.0,,,,,,,,,,,,,,,5056583000.0,1
000063.SZ,20250423,20250423,20250331,1,1,1,0.51,0.51,32968196000.0,32968196000.0,,,,,,,,,,,,,,,152214000.0,3750000.0,-19141000.0,,31016442000.0,21669542000.0,,,296502000.0,2302224000.0,943882000.0,-340005000.0,-80064000.0,,,,,,,,,,,2912938000.0,16642000.0,1189000.0,,2928391000.0,464274000.0,2464117000.0,2453172000.0,10945000.0,-35892000.0,2428225000.0,2417437000.0,10788000.0,2497033000.0,,,,,5946993000.0,1228744000.0,1600397000.0,,,,,,,,,,,,,,,2464117000.0,1
000063.SZ,20250301,20250301,20241231,1,1,4,1.76,1.76,121298752000.0,121298752000.0,,,,,,,,,,,,,,,-625131000.0,112394000.0,160687000.0,,114472218000.0,75311066000.0,,,1175971000.0,8900503000.0,4477021000.0,-264570000.0,-933182000.0,,,,,,,,,,,9342181000.0,76279000.0,188855000.0,,9229605000.0,873992000.0,8355613000.0,8424792000.0,-69179000.0,-265303000.0,8090310000.0,8159226000.0,-68916000.0,9833980000.0,14802624000.0,,,,24031499000.0,3447022000.0,4398326000.0,,,,,,,,,,,,,,,8355613000.0,1
000063.SZ,20241022,20241022,20240930,1,1,3,1.65,1.65,90044542000.0,90044542000.0,,,,,,,,,,,,,,,-422190000.0,-256011000.0,-60323000.0,,83338495000.0,53635944000.0,,,848437000.0,6380307000.0,3231927000.0,-165895000.0,-843544000.0,,,,,,,,,,,8548503000.0,56432000.0,80578000.0,,8524357000.0,677296000.0,7847061000.0,7906403000.0,-59342000.0,-228937000.0,7618124000.0,7678115000.0,-59991000.0,9816875000.0,,,,,18640816000.0,2937408000.0,3553958000.0,,,,,,,,,,,,,,,7847061000.0,1
000063.SZ,20241022,20241022,20240930,1,1,3,1.65,1.65,90044542000.0,90044542000.0,,,,,,,,,,,,,,,-422190000.0,-256011000.0,-60323000.0,,83338495000.0,53635944000.0,,,848437000.0,6380307000.0,3231927000.0,-165895000.0,-843544000.0,,,,,,,,,,,8548503000.0,56432000.0,80578000.0,,8524357000.0,677296000.0,7847061000.0,7906403000.0,-59342000.0,-228937000.0,7618124000.0,7678115000.0,-59991000.0,,,,,,18640816000.0,2937408000.0,3553958000.0,,,,,,,,,,,,,,,7847061000.0,0
000063.SZ,20240817,20240817,20240630,1,1,2,1.2,1.2,62487098000.0,62487098000.0,,,,,,,,,,,,,,,-416539000.0,-183125000.0,-25507000.0,,57477593000.0,37198353000.0,,,557343000.0,4187180000.0,2236650000.0,46305000.0,-600582000.0,,,,,,,,,,,6277516000.0,35078000.0,35411000.0,,6277183000.0,566793000.0,5710390000.0,5732446000.0,-22056000.0,34114000.0,5744504000.0,5766114000.0,-21610000.0,7931564000.0,10458947000.0,,,,12725895000.0,2382497000.0,2581583000.0,,,,,,,,,,,,,,,5710390000.0,1
