ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000021.SZ,20260429,20260429,20260331,1,1,1,,,4418650305.64,44162326.96,,,,,,,,,,,,117664814.02,4580477446.62,3212584034.18,909178701.6,173876002.74,,,,,,170727311.62,4466366050.14,114111396.48,,320174000.0,48105860.78,1326829.52,,369606690.3,384983693.87,280168000.0,,,,665151693.87,-295545003.57,7744281511.24,,559880875.24,8313674048.97,,6196257505.93,30029449.3,,1522134142.77,7748421098.0,565252950.97,-60772956.38,323046387.5,3964279914.65,4287326302.15,9511662.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000021.SZ,20260429,20260429,20260331,1,1,1,,,4418650305.64,44162326.96,,,,,,,,,,,,117664814.02,4580477446.62,3212584034.18,909178701.6,173876002.74,,,,,,170727311.62,4466366050.14,114111396.48,,320174000.0,48105860.78,1326829.52,,369606690.3,384983693.87,280168000.0,,,,665151693.87,-295545003.57,7744281511.24,,559880875.24,8313674048.97,263063244.8288,6196257505.93,30029449.3,,1522134142.77,7748421098.0,565252950.97,-60772956.38,323046387.5,3964279914.65,4287326302.15,9511662.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000021.SZ,20260429,20260429,20251231,1,1,4,1447946425.0,-379420679.57,15135995521.93,496934472.31,,,,,,,,,,,,454771024.61,16087701018.85,10366762417.3,2618742988.29,891536613.8,,,,,,446040442.74,14323082462.13,1764618556.72,,1888379142.0,106189808.21,39476537.37,,2034045487.58,1220286986.32,2018270000.0,,2238413.55,,3240795399.87,-1206749912.29,19602037666.92,,5806302479.88,26680378273.52,783664058.5621,21847149083.07,572375962.28,103331680.25,2694979906.75,25114504952.1,1565873321.42,-17612565.12,2106129400.73,1858150513.92,3964279914.65,1272038126.72,1118609821.0,,-4027900.16,781781503.09,25352618.13,56980871.87,,,-21409717.92,36904.46,264586836.25,-27560653.86,-215242812.28,9531165.49,290820121.97,-68562084.57,-541845730.28,,1764618556.72,,,,2106129400.73,,,41256810.79,17133833.31,,3964279914.65,1858150513.92,,,1
000021.SZ,20251030,20251030,20250930,1,1,3,,,11612655546.13,441606744.33,,,,,,,,,,,,293872056.38,12348134346.84,7404062069.27,1914854236.9,710084138.52,,,,,,285641317.27,10314641761.96,2033492584.88,,1363758169.0,96338751.25,6634655.47,,1466731575.72,883298706.08,1590898000.0,,,,2474196706.08,-1007465130.36,14002481415.41,,4640716045.27,19883163935.88,,15532057833.87,556431284.27,,2694094959.36,18782584077.5,1100579858.38,160107163.13,2286714476.03,1858150513.92,4144864989.95,1239966475.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000021.SZ,20251030,20251030,20250930,1,1,3,,,11612655546.13,441606744.33,,,,,,,,,,,,293872056.38,12348134346.84,7404062069.27,1914854236.9,710084138.52,,,,,,285641317.27,10314641761.96,2033492584.88,,1363758169.0,96338751.25,6634655.47,,1466731575.72,883298706.08,1590898000.0,,,,2474196706.08,-1007465130.36,14002481415.41,,4640716045.27,19883163935.88,317183479.8878,15532057833.87,556431284.27,103330000.5,2694094959.36,18782584077.5,1100579858.38,160107163.13,2286714476.03,1858150513.92,4144864989.95,1239966475.2,1118609821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000021.SZ,20250828,20250828,20250630,1,1,2,600230676.48,-335092830.71,7473552337.9,370053038.4,,,,,,,,,,,,180790247.5,8024395623.8,4720079905.82,1293208621.27,353275348.25,,,,,,201499190.99,6568063066.33,1456332557.47,,517610369.0,35545391.51,2497089.78,,555652850.29,556542734.07,641611000.0,,,,1198153734.07,-642500883.78,11036928996.87,,3400176909.07,15628938054.96,1127851957.3429,11008549499.98,380447477.5,103330000.5,2139641137.43,13528638114.91,2100299940.05,173564906.68,3087696520.42,1858150513.92,4945847034.34,1191832149.02,1118609821.0,,-88713.66,359232954.54,12601088.04,21801393.85,,,-6459742.34,,224679105.81,28953840.9,-20943230.78,20142488.29,239783711.13,-51330260.93,305593353.41,,1456332557.47,,,,3087696520.42,,,185181.97,3532639.1,,4945847034.34,1858150513.92,,,1
000021.SZ,20250430,20250430,20250331,1,1,1,,,3864074301.19,294466572.39,,,,,,,,,,,,89811057.71,4248351931.29,2547197777.21,754630915.49,157613620.28,,,,,,120291286.26,3579733599.24,668618332.05,,,,2231492.7,,2231492.7,380090320.27,,,,,380090320.27,-377858827.57,4339976732.01,,1728630752.7,7041572547.71,,3508085454.97,41447071.33,,1475586434.8,5025118961.1,2016453586.61,107065544.98,2414278636.07,1858150513.92,4272429149.99,972965063.0,972965063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000021.SZ,20250430,20250430,20250331,1,1,1,,,3864074301.19,294466572.39,,,,,,,,,,,,89811057.71,4248351931.29,2547197777.21,754630915.49,157613620.28,,,,,,120291286.26,3579733599.24,668618332.05,,,,2231492.7,,2231492.7,380090320.27,,,,,380090320.27,-377858827.57,4339976732.01,,1728630752.7,7041572547.71,321579553.2596,3508085454.97,41447071.33,,1475586434.8,5025118961.1,2016453586.61,107065544.98,2414278636.07,1858150513.92,4272429149.99,972965063.0,972965063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000021.SZ,20250425,20250425,20241231,1,1,4,1087504386.21,145279180.11,13661258220.58,284000952.07,,,,,,,,,,,,291390653.54,14236649826.19,8771578471.24,2098326892.76,707061648.22,,,,,,231280906.23,11808247918.45,2428401907.74,,11868922.0,51617052.0,19561535.72,,83047509.72,1431716950.91,771604.94,,,,1432488555.85,-1349441046.13,17097139133.22,,4254065157.72,21351204290.94,787594883.7531,18178353465.79,457590699.77,,4096080403.88,22732024569.44,-1380820278.5,136102185.78,-165757231.11,2023907745.03,1858150513.92,,,,-10516332.75,627862631.63,23402617.49,38114882.2,,,35683059.95,,44884597.62,-43848318.04,9391816.06,-47707348.22,828447739.22,-1362865617.91,757047426.57,,2428401907.74,,,,-165757231.11,,,85457861.59,11569614.32,,1858150513.92,2023907745.03,,,1
000021.SZ,20241030,20241030,20240930,1,1,3,,,10913763075.01,222152078.06,,,,,,,,,,,,225651805.59,11361566958.66,7183347538.61,1541994282.55,509899453.22,,,,,,208828201.32,9444069475.7,1917497482.96,,375882.0,29423914.76,6640648.78,,36440445.54,1296251442.98,771604.94,,,,1297023047.92,-1260582602.38,11453729231.28,,3025733415.09,14479462646.37,51511341.5724,10676235410.64,364733869.07,,4089050375.73,15130019655.44,-650557009.07,20974165.0,27332036.51,2023907745.03,2051239781.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
