ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
000026.SZ,20260425,20260425,20260331,1,1,1,0.1604,0.1604,989349187.28,989349187.28,,,,,,,,,,,,,,,,101848.34,,,910344299.51,648554231.05,,,9444373.67,181593309.1,49058903.25,1567929.75,,,,,,,,,,,,82381244.62,423112.93,119445.81,,82684911.74,17607423.93,65077487.81,65077487.81,,-3725181.63,61352306.18,61352306.18,,,,,,,19719212.66,668114.8,920998.01,,,,,,,,,,,,,,,65077487.81,0
000026.SZ,20260425,20260425,20260331,1,1,1,0.1604,0.1604,989349187.28,989349187.28,,,,,,,,,,,,,,,,101848.34,,,910344299.51,648554231.05,,,9444373.67,181593309.1,49058903.25,1567929.75,,,,,,,,,,,,82381244.62,423112.93,119445.81,,82684911.74,17607423.93,65077487.81,65077487.81,,-3725181.63,61352306.18,61352306.18,,83212513.42,,,,,19719212.66,668114.8,920998.01,,,,,,,,,,,,,,,65077487.81,1
000026.SZ,20260314,20260314,20251231,1,1,4,0.2153,0.2152,3508487911.4,3508487911.4,,,,,,,,,,,,,,,,-3886480.19,-4324269.84,,3389189090.02,2262131033.76,,,31035870.78,781062383.74,177357796.51,11395885.23,-53936941.1,,,,,,,,,,,119901273.18,2122706.22,1920141.68,,120103837.72,32786008.09,87317829.63,87317829.63,,7978422.75,95296252.38,95296252.38,,136417604.69,354025667.67,,,,69206682.36,4883063.98,4192623.18,,,,,,,,,,,,,,,87317829.63,0
000026.SZ,20251025,20251025,20250930,1,1,3,0.3083,0.3083,2674959897.13,2674959897.13,,,,,,,,,,,,,,,,856451.94,494545.14,,2521001337.42,1715179822.86,,,23084166.7,593832125.5,131153054.26,9155723.74,1399805.56,,,,,,,,,,,158777137.34,1868069.76,823591.15,,159821615.95,34803337.64,125018278.31,125018278.31,,10490518.8,135508797.11,135508797.11,,165995233.65,,,,,50822732.05,3894213.61,2899092.91,,,,,,,,,,,,,,,125018278.31,1
000026.SZ,20250823,20250823,20250630,1,1,2,0.2034,0.2034,1784131937.23,1784131937.23,,,,,,,,,,,,,,,,742044.98,494545.14,,1682820565.04,1149808611.57,,,15513201.04,392808032.65,89971510.01,5640080.29,1780567.39,,,,,,,,,,,104575899.53,1204207.92,219441.69,,105560665.76,23115165.73,82445500.03,82445500.03,,9592491.09,92037991.12,92037991.12,,109898342.16,217932200.69,,,,33087871.33,2390395.42,1870950.85,,,,,,,,,,,,,,,82445500.03,1
000026.SZ,20250425,20250425,20250331,1,1,1,0.1118,0.1118,924208353.87,924208353.87,,,,,,,,,,,,,,,,148113.38,,,866800575.03,599894645.35,,,7529349.13,199743317.94,43433958.07,3249009.05,1774747.59,,,,,,,,,,,59454996.32,517100.34,145916.22,,59826180.44,14519799.1,45306381.34,45306381.34,,1763580.81,47069962.15,47069962.15,,60934401.31,,,,,16645686.19,1044496.57,913360.85,,,,,,,,,,,,,,,45306381.34,1
000026.SZ,20250314,20250314,20241231,1,1,4,0.5385,0.5378,3940530934.07,3940530934.07,,,,,,,,,,,,,,,,-431254.89,-955570.46,,3666679056.9,2476197934.43,,,31477134.8,882777806.63,183277930.17,17924871.34,-19289865.31,,,,,,,,,,,283281081.21,3623505.31,788917.93,,286115668.59,65765483.6,220350184.99,220350184.99,,-3638541.31,216711643.68,216711643.68,,299269390.84,524546668.11,,,,56000000.18,10697706.12,4925264.78,,,,,,,,,,,,,,,220350184.99,1
000026.SZ,20241026,20241026,20240930,1,1,3,0.4824,0.4818,3039766900.13,3039766900.13,,,,,,,,,,,,,,,,495966.46,89872.06,,2787637010.23,1910085181.05,,,20647103.44,673760699.02,127780770.41,14165204.14,28336.82,,,,,,,,,,,258696896.2,1625836.27,429283.85,,259893448.62,62270500.06,197622948.56,197622948.56,,-1290601.03,196332347.53,196332347.53,,269684763.77,,,,,42788996.21,8083091.18,3418830.95,,,,,,,,,,,,,,,197622948.56,1
000026.SZ,20240821,20240821,20240630,1,1,2,0.3568,0.3564,2076397911.32,2076397911.32,,,,,,,,,,,,,,,,313834.17,89872.06,,1890137628.71,1304482455.55,,,12260457.55,449785002.4,89213932.54,9622797.59,28336.82,,,,,,,,,,,192584211.95,1378138.85,278833.35,,193683517.45,46545035.11,147138482.34,147138482.34,,-5577527.76,141560954.58,141560954.58,,198986964.7,312371055.75,,,,27525998.33,5169603.47,2185535.51,,,,,,,,,,,,,,,147138482.34,1
000026.SZ,20240425,20240425,20240331,1,1,1,0.1828,0.1825,1065150876.0,1065150876.0,,,,,,,,,,,,,,,,,,,971453410.15,678091040.35,,,6383389.41,225628850.97,45467020.5,4427338.27,,,,,,,,,,,,98387186.14,340407.61,20361.99,,98707231.76,23208135.46,75499096.3,75499096.3,,-6464708.02,69034388.28,69034388.28,,99865314.76,,,,,14435086.78,2503202.83,1021252.43,,,,,,,,,,,,,,,75499096.3,1
000026.SZ,20240425,20240425,20240331,1,1,1,0.1828,0.1825,1065150876.0,1065150876.0,,,,,,,,,,,,,,,,,,,971453410.15,678091040.35,,,6383389.41,225628850.97,45467020.5,4427338.27,,,,,,,,,,,,98387186.14,340407.61,20361.99,,98707231.76,23208135.46,75499096.3,75499096.3,,-6464708.02,69034388.28,69034388.28,,,,,,,14435086.78,2503202.83,1021252.43,,,,,,,,,,,,,,,75499096.3,0
000026.SZ,20240314,20240314,20231231,1,1,4,0.8082,0.8075,4569690002.99,4569690002.99,,,,,,,,,,,,,,,,-5819479.6,-5819479.6,,4142898238.13,2905463474.81,,,36193846.1,924009179.32,205359277.24,21469772.77,571980.37,,,,,,,,,,,433093527.61,4770506.8,859770.1,,437004264.31,103826161.94,333178102.37,333178102.37,,13585746.04,346763848.41,346763848.41,,459696911.41,700042348.54,,,,57802244.08,12824222.06,5722586.39,,,,,,,,,,,,,,,333178102.37,1
000026.SZ,20231021,20231021,20230930,1,1,3,0.6439,0.6439,3527243623.07,3527243623.07,,,,,,,,,,,,,,,,-1697481.65,-1697481.65,,3189026620.49,2256476548.22,,,25345712.61,691195217.89,160446439.91,16903969.04,,,,,,,,,,,,345561532.7,663757.42,651662.32,,345573627.8,80015634.99,265557992.81,265557992.81,,7793849.07,273351841.88,273351841.88,,363270562.32,,,,,43344236.22,9642227.49,4131111.69,,,,,,,,,,,,,,,265557992.81,1
000026.SZ,20230823,20230823,20230630,1,1,2,0.4517,0.4517,2364505262.56,2364505262.56,,,,,,,,,,,,,,,,-1697481.65,-1697481.65,,2125201036.45,1512527481.83,,,15762456.07,456273629.2,104621729.61,12188216.82,,,,,,,,,,,,244221664.14,596523.83,291601.18,,244526586.79,57131519.56,187395067.23,187395067.23,,9405009.07,196800076.3,196800076.3,,258184052.34,377784391.01,,,,28161470.54,6690859.35,2432180.03,,,,,,,,,,,,,,,187395067.23,1
000026.SZ,20230425,20230425,20230331,1,1,1,0.2505,0.2505,1200095568.76,1200095568.76,,,,,,,,,,,,,,,,,,,1070334674.13,767722882.96,,,7087405.97,228113224.28,48007102.03,5988160.44,,,,,,,,,,,,132512634.21,480647.98,221408.98,,132771873.21,29582383.98,103189489.23,103189489.23,,-2489066.77,100700422.46,100700422.46,,138574318.32,,,,,13175703.59,2990967.6,873024.53,,,,,,,,,,,,,,,103189489.23,1
000026.SZ,20230318,20230318,20221231,1,1,4,0.6398,0.6398,4354096880.36,4354096880.36,,,,,,,,,,,,,,,,3026481.59,3026481.59,,4035677760.99,2738972791.11,,,30800199.73,931832830.4,219014508.52,21188742.11,-37625482.96,,,,,,,,,,,340185736.08,1287202.08,2351266.31,,339121671.85,72440220.01,266681451.84,266681451.84,,13397936.29,280079388.13,280079388.13,,358256071.54,624689776.96,,,,61088585.61,16846749.14,3923999.48,,,,,,,,,,,,,,,266681451.84,1
000026.SZ,20230318,20230318,20221231,1,1,4,0.6398,0.6398,4354096880.36,4354096880.36,,,,,,,,,,,,,,,,3026481.59,3026481.59,,4035677760.99,2738972791.11,,,30800199.73,931832830.4,219014508.52,21188742.11,-37625482.96,,,,,,,,,,,340185736.08,1287202.08,2351266.31,,339121671.85,72440220.01,266681451.84,266681451.84,,13397936.29,280079388.13,280079388.13,,358256071.54,624689776.96,,,,61088585.61,16846749.14,3923999.48,,,,,,,,,,,,,,,266681451.84,0
000026.SZ,20221026,20221026,20220930,1,1,3,0.5524,0.5524,3385434370.84,3385434370.84,,,,,,,,,,,,,,,,2462626.52,2462626.52,,3110049441.75,2138260571.41,,,22677261.49,717796063.69,175560079.27,18987623.04,-348218.69,,,,,,,,,,,292633968.28,270660.63,765159.53,,292139469.38,62338094.92,229801374.46,229801374.46,,6092413.94,235893788.4,235893788.4,,310629839.8,,,,,36809093.83,14492935.33,3019703.55,,,,,,,,,,,,,,,229801374.46,1
000026.SZ,20220820,20220820,20220630,1,1,2,0.3351,0.3351,2183570749.11,2183570749.11,,,,,,,,,,,,,,,,2462626.52,2462626.52,,2019637949.86,1373664560.41,,,14201193.33,477806040.76,116715664.69,11877406.98,-348218.69,,,,,,,,,,,178949187.56,208587.88,825897.36,,178331878.08,37639093.79,140692784.29,140692784.29,0.0,424855.72,141117640.01,141117640.01,0.0,189179989.18,321860243.37,,,,25026713.85,9731247.68,1981825.39,,,,,,,,,,,,,,,140692784.29,1
