ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
000030.SZ,20260422,20260422,20260331,1,1,1,0.07,0.07,3751777940.11,3751777940.11,,,,,,,,,,,,,,,-5714079.6,83212188.36,82971262.36,,3741704639.98,3347516855.4,,,20393057.03,45080652.23,172240433.1,7015084.59,1470986.85,,,,,,,,,,,153152472.75,178917.55,366426.11,,152964964.19,9580838.16,143384126.03,124688149.68,18695976.35,-11155297.57,132228828.46,113532852.11,18695976.35,80906738.14,,,,,151028673.37,7891932.18,3499056.45,,,,,,,,,,,,,,,143384126.03,1
000030.SZ,20260422,20260422,20251231,1,1,4,0.41,0.41,17410397362.62,17410397362.62,,,,,,,,,,,,,,,-15055412.33,489293051.78,485392360.62,,17050627048.01,15244757636.33,,,80428935.29,215411715.63,826360577.1,12174767.51,-17385108.36,,,,,,,,,,,992618766.17,14995732.13,3360717.49,,1004253780.81,64617799.06,939635981.75,702615804.9,237020176.85,18552218.38,958188200.13,721168023.28,237020176.85,531089744.0,1093836784.26,,,,647666644.68,28850974.98,14677919.02,,,,,,,,,,,,,,,939635981.75,1
000030.SZ,20251029,20251029,20250930,1,1,3,0.2557,0.2557,12142924440.15,12142924440.15,,,,,,,,,,,,,,,-12590304.08,354870634.5,356000831.97,,11980285647.42,10751970722.48,,,56967200.96,150423651.05,566865175.28,7144393.29,-12288263.42,,,,,,,,,,,615255041.21,4118478.82,815003.82,,618558516.21,34478623.3,584079892.91,439834273.53,144245619.38,20633067.26,604712960.17,460467340.79,144245619.38,290744067.16,,,,,438141055.56,21060998.75,11746113.9,,,,,,,,,,,,,,,584079892.91,1
000030.SZ,20250828,20250828,20250630,1,1,2,0.1767,0.1767,7856858122.27,7856858122.27,,,,,,,,,,,,,,,-15806640.32,240318235.47,241587826.41,,7734729012.15,6959473152.45,,,37957604.14,98896142.69,365970677.77,3913766.97,-2863160.85,,,,,,,,,,,423186591.25,2827670.64,714972.4,,425299289.49,27121708.99,398177580.5,303891058.22,94286522.28,21042250.19,419219830.69,324933308.41,94286522.28,200807147.42,473551185.97,,,,271798593.8,14554543.48,8603530.54,,,,,,,,,,,,,,,398177580.5,1
000030.SZ,20250429,20250429,20250331,1,1,1,0.09,0.09,3627020292.73,3627020292.73,,,,,,,,,,,,,,,-9393151.28,129963650.14,129451415.35,,3580512223.94,3228649555.9,,,15647633.48,48822399.19,165767676.98,3126231.42,-3658311.48,,,,,,,,,,,206053380.25,1301470.77,64673.46,,207290177.56,12060174.66,195230002.9,163285259.53,31944743.37,6157929.32,201387932.22,169443188.85,31944743.37,92267424.29,,,,,122963965.56,6841200.6,4668016.1,,,,,,,,,,,,,,,195230002.9,1
000030.SZ,20250418,20250418,20241231,1,1,4,0.39,0.39,16468392260.56,16468392260.56,,,,,,,,,,,,,,,2947852.22,481432915.11,484315041.61,,16191518118.31,14564938662.27,,,63546674.44,214401167.87,784576209.76,11672602.36,-3710757.21,,,,,,,,,,,935706548.76,5497435.03,1751769.24,,939452214.55,11851299.5,927600915.05,676188915.08,251411999.97,4040066.71,931640981.76,680228981.79,251411999.97,467299341.64,980751282.86,,,,541109958.65,24452422.2,19551791.32,,,,,,,,,,,,,,,927600915.05,1
000030.SZ,20241030,20241030,20240930,1,1,3,0.2581,0.2581,11509589500.67,11509589500.67,,,,,,,,,,,,,,,5812661.38,368731358.0,369516540.16,,11388786427.65,10148256141.12,,,43955306.81,202316009.78,571997046.85,8091190.97,740175.41,,,,,,,,,,,616282864.81,1958457.85,509582.87,,617731739.79,14249879.13,603481860.66,443930262.2,159551598.46,5884347.54,609366208.2,449814609.74,159551598.46,248343481.16,,,,,410603389.96,18754204.04,16210748.04,,,,,,,,,,,,,,,603481860.66,1
000030.SZ,20241030,20241030,20240930,1,1,3,0.2581,0.2581,11509589500.67,11509589500.67,,,,,,,,,,,,,,,5812661.38,368731358.0,369516540.16,,11388786427.65,10148256141.12,,,43955306.81,202316009.78,571997046.85,8091190.97,740175.41,,,,,,,,,,,616282864.81,1958457.85,509582.87,,617731739.79,14249879.13,603481860.66,443930262.2,159551598.46,5884347.54,609366208.2,449814609.74,159551598.46,,,,,,410603389.96,18754204.04,16210748.04,,,,,,,,,,,,,,,603481860.66,0
000030.SZ,20240828,20240828,20240630,1,1,2,0.1842,0.1842,7600564853.69,7600564853.69,,,,,,,,,,,,,,,162671.25,258781364.97,260479155.67,,7532941639.59,6724834392.07,,,28040578.73,133340035.29,369890281.34,4421212.48,-1142358.02,,,,,,,,,,,406014841.5,1339692.07,804894.51,,406549639.06,5640128.43,400909510.63,316779377.45,84130133.18,634109.38,401543620.01,317413486.83,84130133.18,150743815.83,401119049.25,,,,269413780.65,12772483.4,12641802.75,,,,,,,,,,,,,,,400909510.63,1
000030.SZ,20240422,20240422,20240331,1,1,1,0.09,0.09,3764222432.58,3764222432.58,,,,,,,,,,,,,,,-648787.66,133311945.08,132966513.7,,3738881623.01,3357119480.89,,,12997524.09,65064252.64,173667181.82,546441.74,119927.56,,,,,,,,,,,206891819.29,1128250.84,397843.77,,207622226.36,7890773.58,199731452.78,162854830.26,36876622.52,-530351.04,199201101.74,162324479.22,36876622.52,74169186.0,,,,,128372292.82,6624494.27,7472271.53,,,,,,,,,,,,,,,199731452.78,1
000030.SZ,20240422,20240422,20231231,1,1,4,0.35,0.35,15842626034.79,15842626034.79,,,,,,,,,,,,,,,28090527.43,542868685.36,545776243.05,,15857426450.38,14174245929.41,,,63908275.16,241725316.89,776920003.49,-2165802.93,-9551022.43,,,,,,,,,,,701977694.12,19450113.82,3665299.64,,717762508.3,-16230865.89,733993374.19,604140594.64,129852779.55,11902578.47,745895952.66,616043173.11,129852779.55,119392066.89,589379214.24,,,,570757820.73,29520608.86,34641950.7,,,,,,,,,,,,,,,733993374.19,1
