ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000006.SZ,20260430,20260430,20260331,1,1,1,,,429534818.47,32.09,,,,,,,,,,,,117144730.02,546679580.58,262889593.06,29117193.37,30767138.19,,,,,,50622389.02,373396313.64,173283266.94,,,,2000.0,,2000.0,3672211.6,28000000.0,,33690.87,,31705902.47,-31703902.47,51000000.0,,,61000000.0,168202520.9143,47900000.0,14304855.03,,6000962.39,68205817.42,-7205817.42,,134373547.05,2355281117.32,2489654664.37,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000006.SZ,20260430,20260430,20260331,1,1,1,,,429534818.47,32.09,,,,,,,,,,,,117144730.02,546679580.58,262889593.06,29117193.37,30767138.19,,,,,,50622389.02,373396313.64,173283266.94,,,,2000.0,,2000.0,3672211.6,28000000.0,,33690.87,,31705902.47,-31703902.47,51000000.0,,,61000000.0,,47900000.0,14304855.03,,6000962.39,68205817.42,-7205817.42,,134373547.05,2355281117.32,2489654664.37,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000006.SZ,20260403,20260403,20251231,1,1,4,-35184349.28,163632665.03,3116750739.98,90715088.12,,,,,,,,,,,,108237688.74,3315703516.84,1549137840.32,142709292.22,970000153.83,,,,,,464795984.67,3126643271.04,189060245.8,,352868963.08,120832.67,,,352989795.75,24378397.03,139000000.0,,,,163378397.03,189611398.72,881315323.0,325000000.0,,1206315323.0,-978878907.738,1650760515.11,152511314.43,,98062256.2,1901334085.74,-695018762.74,,-316347118.22,2671628235.54,2355281117.32,,,,138569204.82,44335607.35,,9191373.07,,,-61830336.77,13115.23,-1234698.36,-187102.26,116527921.55,-399627.41,-68000030.72,209750236.02,-351688642.72,,189060245.8,,,,-316347118.22,,,6164624.22,19400286.03,,2355281117.32,2671628235.54,,,1
000006.SZ,20251030,20251030,20250930,1,1,3,,,2596031987.43,10303035.87,,,,,,,,,,,,319822160.4,2926157183.7,1323938162.76,89604005.94,594598834.83,,,,,,416802321.85,2424943325.38,501213858.32,,95082368.15,,,,95082368.15,18727916.55,111000000.0,,,,129727916.55,-34645548.4,955315323.0,,,955315323.0,-214841705.0354,1353312464.74,137106867.2,,12771092.0,1503190423.94,-547875100.94,,-81306791.02,2671628235.54,2590321444.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000006.SZ,20251030,20251030,20250930,1,1,3,,,2596031987.43,10303035.87,,,,,,,,,,,,319822160.4,2926157183.7,1323938162.76,89604005.94,594598834.83,,,,,,416802321.85,2424943325.38,501213858.32,,95082368.15,,,,95082368.15,18727916.55,111000000.0,,,,129727916.55,-34645548.4,955315323.0,,,955315323.0,,1353312464.74,137106867.2,,12771092.0,1503190423.94,-547875100.94,,-81306791.02,2671628235.54,2590321444.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000006.SZ,20250829,20250829,20250630,1,1,2,-72496827.47,81893555.96,1763481419.3,4320098.12,,,,,,,,,,,,270209380.53,2038010897.95,575134247.03,59431450.86,489261784.48,,,,,,186918902.31,1310746384.68,727264513.27,,25061643.84,,,,25061643.84,14778043.49,64000000.0,,,,78778043.49,-53716399.65,630315323.0,325000000.0,,955315323.0,639447477.24,1182105631.04,94346687.76,,5113029.74,1281565348.54,-326250025.54,,347298088.08,2671628235.54,3018926323.62,,,,185281485.14,22761028.15,,2868275.76,,,,5081.24,-870329.85,-127004.64,59942339.49,-399627.41,1447611531.3,-220199002.47,-802636583.21,,727264513.27,,,,347298088.08,,,,9734396.56,,3018926323.62,2671628235.54,,,1
000006.SZ,20250829,20250829,20250630,1,1,2,-72496827.47,81893555.96,1763481419.3,4320098.12,,,,,,,,,,,,270209380.53,2038010897.95,575134247.03,59431450.86,489261784.48,,,,,,186918902.31,1310746384.68,727264513.27,,25061643.84,,,,25061643.84,14778043.49,64000000.0,,,,78778043.49,-53716399.65,630315323.0,325000000.0,,955315323.0,,1182105631.04,94346687.76,,5113029.74,1281565348.54,-326250025.54,,347298088.08,2671628235.54,3018926323.62,,,,185281485.14,22761028.15,,2868275.76,,,,5081.24,-870329.85,-127004.64,59942339.49,-399627.41,1447611531.3,-220199002.47,-802636583.21,,727264513.27,,,,347298088.08,,,,9734396.56,,3018926323.62,2671628235.54,,,0
000006.SZ,20250426,20250426,20250331,1,1,1,,,522683399.35,1119.95,,,,,,,,,,,,216303774.32,738988293.62,297712204.3,23446964.36,329549375.1,,,,,,86602825.03,737311368.79,1676924.83,,,,,,,10056635.62,45000000.0,,,,55056635.62,-55056635.62,327562178.96,,,327562178.96,,472250000.0,22117872.99,4183.02,2938494.06,497306367.05,-169744188.09,,-223123898.88,2671628235.54,2448504336.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000006.SZ,20250426,20250426,20250331,1,1,1,,,522683399.35,1119.95,,,,,,,,,,,,216303774.32,738988293.62,297712204.3,23446964.36,329549375.1,,,,,,86602825.03,737311368.79,1676924.83,,,,,,,10056635.62,45000000.0,,,,55056635.62,-55056635.62,327562178.96,,,327562178.96,41948698.86,472250000.0,22117872.99,4183.02,2938494.06,497306367.05,-169744188.09,,-223123898.88,2671628235.54,2448504336.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000006.SZ,20250426,20250426,20241231,1,1,4,-1751446952.05,175817289.75,3566371143.31,39104861.37,,,,,,,,,,,,334453679.84,3939929684.52,1403534031.12,141348196.31,483416472.95,,,,,,796664810.91,2824963511.29,1114966173.23,,150721814.23,68972.05,1610.0,,150792396.28,45314040.96,215000000.0,,,,260314040.96,-109521644.68,385654606.49,500000000.0,,886104606.49,167773476.77,2527236119.04,215248129.43,4183.02,43668403.73,2786152652.2,-1900048045.71,,-894603517.16,3566231752.7,2671628235.54,450000.0,450000.0,,1568800289.14,43010034.04,,7665065.22,,,-2254908.07,35575.32,-1292455.78,-34841658.98,23070186.99,81300.85,4588525093.26,-300592741.39,-3324359177.42,,1114966173.23,,,,-894603517.16,,,102783092.18,19966140.17,,2671628235.54,3566231752.7,,,1
000006.SZ,20250426,20250426,20241231,1,1,4,-1751446952.05,175817289.75,3566371143.31,39104861.37,,,,,,,,,,,,334453679.84,3939929684.52,1403534031.12,141348196.31,483416472.95,,,,,,796664810.91,2824963511.29,1114966173.23,,150721814.23,68972.05,1610.0,,150792396.28,45314040.96,215000000.0,,,,260314040.96,-109521644.68,385654606.49,500000000.0,,886104606.49,,2527236119.04,215248129.43,4183.02,43668403.73,2786152652.2,-1900048045.71,,-894603517.16,3566231752.7,2671628235.54,450000.0,450000.0,,1568800289.14,43010034.04,,7665065.22,,,-2254908.07,35575.32,-1292455.78,-34841658.98,23070186.99,81300.85,4588525093.26,-300592741.39,-3324359177.42,,1114966173.23,,,,-894603517.16,,,102783092.18,19966140.17,,2671628235.54,3566231752.7,,,0
