ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
000020.SZ,20260421,20260421,20260331,1,1,1,0.0184,0.0184,152710107.91,152710107.91,,,,,,,,,,,,,,,,259779.21,,,146657663.3,133724623.26,,,1100886.83,1701236.56,5399782.28,1539084.6,,,,,,,,,,,,6475319.87,147106.91,,,6622426.78,1419325.69,5203101.09,5203101.09,,,5203101.09,5203101.09,,7754625.26,,,,,3192049.77,-4936.47,449373.51,,,,,,,,,,,,,,,,1
000020.SZ,20260421,20260421,20251231,1,1,4,0.1252,0.1252,857889252.84,857889252.84,,,,,,,,,,,,,,,,199074.59,,,817734397.41,762947772.85,,,4388481.4,5981624.94,25487940.22,-738887.26,-2129263.95,,,,,,,,,,,44630636.82,177933.09,118554.55,,44690015.36,9249152.26,35440863.1,35440863.1,,,35440863.1,35440863.1,,43692674.97,53570050.94,,,,18729357.67,,1255021.45,,,,,,,,,,,,,,,35440863.1,1
000020.SZ,20251025,20251025,20250930,1,1,3,0.0751,0.0751,682950220.46,682950220.46,,,,,,,,,,,,,,,,554508.88,,,661952590.78,599238313.82,,,3034448.77,22031245.89,26844675.09,-898757.41,,,,,,,,,,,,25642344.59,130095.07,118554.55,,25653885.11,4386953.68,21266931.43,21266931.43,,,21266931.43,21266931.43,,24189078.3,,,,,11702664.62,-35.38,1243736.39,,,,,,,,,,,,,,,,1
000020.SZ,20250819,20250819,20250630,1,1,2,0.0506,0.0506,456179344.73,456179344.73,,,,,,,,,,,,,,,,403645.27,,,442897822.23,401599325.0,,,2105331.41,14900329.02,18164123.75,-1023153.16,,,,,,,,,,,,17267319.46,122501.07,110000.0,,17279820.53,2939846.42,14339974.11,14339974.11,,,14339974.11,14339974.11,,15840521.03,19921800.56,,,,7151866.21,-17.26,748620.91,,,,,,,,,,,,,,,,1
000020.SZ,20250422,20250422,20250331,1,1,1,0.0209,0.0209,212250766.67,212250766.67,,,,,,,,,,,,,,,,128305.91,,,208348082.51,192354654.58,,,1188485.63,5622936.84,6762425.56,-1051723.37,,,,,,,,,,,,7469051.91,79633.85,110000.0,,7438685.76,1515035.2,5923650.56,5923650.56,,,5923650.56,5923650.56,,6289022.63,,,,,3471303.27,0.0,491555.07,,,,,,,,,,,,,,,,1
000020.SZ,20250422,20250422,20241231,1,1,4,0.1297,0.1297,816682662.07,816682662.07,,,,,,,,,,,,,,,,661149.62,,,776400853.6,725116468.05,,,4028235.92,4903159.52,27680561.61,-2464533.69,169191.38,,,,,,,,,,,40200769.28,323134.86,5736.43,,40518167.71,3779877.38,36738290.33,36738290.33,,,36738290.33,36738290.33,,38522232.41,53081709.47,,,,11653273.78,,973279.35,,,,,,,,,,,,,,,36738290.33,1
000020.SZ,20241026,20241026,20240930,1,1,3,0.0503,0.0503,606267906.59,606267906.59,,,,,,,,,,,,,,,,507795.06,,,589697107.23,533563290.0,,,2829407.41,18665947.32,26382339.46,-908109.37,0.0,,,,,,,,,,,17564985.89,292473.64,5069.97,,17852389.56,3609339.15,14243050.41,14243050.41,,,14243050.41,14243050.41,,16119239.94,,,,,9164232.41,0.0,606530.67,,,,,,,,,,,,,,,14243050.41,1
000020.SZ,20240827,20240827,20240630,1,1,2,0.0355,0.0355,408182515.91,408182515.91,,,,,,,,,,,,,,,,314338.2,,,396635894.9,354242202.59,,,1747889.02,14897712.8,20361312.08,-1352202.89,0.0,,,,,,,,,,,12174162.43,237040.89,1293.59,,12409909.73,2355329.93,10054579.8,10054579.8,,,10054579.8,10054579.8,,10477779.82,14379236.22,,,,6738981.3,0.0,401554.12,,,,,,,,,,,,,,,,1
000020.SZ,20240423,20240423,20240331,1,1,1,0.019,0.019,219312806.26,219312806.26,,,,,,,,,,,,,,,,123574.18,,,212802506.04,194753205.38,,,828474.48,4721814.37,10879795.81,-498363.42,,,,,,,,,,,,6795637.19,103665.89,1266.42,,6898036.66,1512712.09,5385324.57,5385324.57,,,5385324.57,5385324.57,,,,,,,2117579.42,-12486.21,166143.87,,,,,,,,,,,,,,,5385324.57,0
000020.SZ,20240423,20240423,20240331,1,1,1,0.019,0.019,219312806.26,219312806.26,,,,,,,,,,,,,,,,123574.18,,,212802506.04,194753205.38,,,828474.48,4721814.37,10879795.81,-498363.42,,,,,,,,,,,,6795637.19,103665.89,1266.42,,6898036.66,1512712.09,5385324.57,5385324.57,,,5385324.57,5385324.57,,6171456.8,,,,,2117579.42,-12486.21,166143.87,,,,,,,,,,,,,,,5385324.57,1
