ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
000062.SZ,20260429,20260429,20260331,1,1,1,1045909322.0,637142708.46,4561413986.24,536973774.09,,2122932870.13,19258765.84,34813675.16,7075712467.64,,1628802996.59,,,2710902210.05,,,,,,,,,39742710.37,13938963632.55,,,228216544.19,1389038716.1,,,,250073503.32,,,,,,148443336.05,,1697075996.56,136221882.51,110291850.1,,,4212632195.19,,,,,,,,,,,,,,,,,18151595827.74,2426040407.91,5443607855.38,,,,,118219589.2,894624581.03,94740892.01,,,273792298.01,71740459.22,,,,,,,,,,,214160949.04,11691856.31,7602874401.91,,,,,222591656.26,1290154.88,,2742171084.59,,9014285.33,,,,,,,,,,,,,,,10345045486.5,,,,,939545106.0,6867005235.24,7806550341.24,18151595827.74,19586481.62,85565444.45,,,,,,,,,,,,240912781.35,7110526142.8,1012844170.23,57251254.01,250073503.32,2916295.63,230368855.03,,,,0
000062.SZ,20260327,20260327,20251231,1,1,4,1045909322.0,637142708.46,4360525412.41,536973774.09,,2885695205.91,24889506.7,37624023.64,7082319613.41,70683109.71,814774390.72,,,2983620850.52,,,,,,,,,75355008.93,14169011081.76,,,229944268.6,1416855200.58,,,,257825874.81,4634572.02,,,,,150572390.41,,1697075996.56,137603086.46,112539318.55,,,4215979403.87,,,,0.0,,,,,,,,,,,,,18384990485.63,1951183875.38,5541067868.1,,,,,118219589.2,1249315052.09,99956343.33,,,294292450.53,41267574.72,,,237829731.92,,,,,,,,689730671.63,12011091.31,8475375973.43,,,,,217792543.49,1396603.1,,2254147818.3,,5559485.16,,,,,,,,,,,,,,,10729523791.73,,,,,923114811.7,6732351882.2,7655466693.9,18384990485.63,20034552.89,151800665.24,,,,,,,0.0,,,,,186126115.44,7119943637.05,1367534641.29,70683109.71,257825874.81,4634572.02,237829731.92,,,,0
000062.SZ,20251029,20251029,20250930,1,1,3,1045909322.0,637142708.46,4513568107.33,491252985.18,,2658940145.45,27090523.57,35170201.61,6235062625.49,,513683267.04,,,2093657190.34,,,,,,,,,56308030.82,11976710654.65,,,649321360.22,1467844039.13,,,,252170265.05,,,,,,147424967.37,,1710439233.78,135037801.46,109987503.84,,,4682929478.22,,,,1122672.26,,,,,,,,,,,,,16659640132.87,1324449858.65,4116993570.33,,,,,5157667.1,1105914059.54,95291503.88,,,223421560.6,88442172.8,,,,,,,,,,,1281381156.34,7237012.61,7253931517.32,,,,,216229285.96,1504465.32,,1616799776.3,,1051980.0,,,,,,,,,,,,,,,8870731293.62,,,,,912813422.7,6876095416.55,7788908839.25,16659640132.87,6273395.52,188222293.58,,,,,,,,,,,,134285204.55,6270232827.1,1111071726.64,65268211.21,252170265.05,1347276.8,194755629.57,,,,0
000062.SZ,20250827,20250827,20250630,1,1,2,1045909322.0,637142708.46,4597292247.52,491252985.18,,2769735359.93,21953571.97,37829630.8,5689793173.72,64968132.45,435135372.37,,,2148942496.47,,,,,,,,,80662138.93,11561794590.22,,,649300354.48,1504765016.34,,,,247323218.18,481364.91,,,,,152636901.74,,1710439233.78,139099370.51,132404076.91,,,4768651049.65,,,,7954830.45,,,,,,,,,,,,,16330445639.87,1722353810.54,3896728912.08,,,,,5157667.1,1347079383.28,101020557.13,,,193917593.54,67378202.72,,,176080825.79,,,,,,,,550228249.66,4565059.35,6458065993.95,,,,,213240511.2,2491312.41,,2011299936.99,,1032762.0,,,,,,,,,,,,,,,8469365930.94,,,,,895262744.7,6965816964.23,7861079708.93,16330445639.87,,194219701.07,,,,,,,0.0,,,,,114876781.3,5727622804.52,1352237050.38,64968132.45,247323218.18,481364.91,176080825.79,,,,0
000062.SZ,20250429,20250429,20250331,1,1,1,1045909322.0,638330800.85,4651848532.94,491252985.18,,3263314443.16,18278372.05,32492896.48,5366691886.78,75787574.81,330124100.53,0.0,0.0,2270160361.05,,,,,,,,,71879464.11,11805891688.79,,,642292443.79,1517500889.91,,,,255716440.68,,,,,,151830177.81,,1710439233.78,130675158.63,137942298.11,,,4786898670.11,,,,19785510.95,,,,,,,,,,,,,16592790358.9,1490499272.16,4302904974.7,,,,,,1411014273.74,88857854.13,,,164549589.77,63571420.18,,,,,,,,,,,551038052.53,5838259.49,6877273196.63,,,,,207200494.43,2676800.61,,1779055182.08,,,,,,,,,,,,,,,,,8656328378.71,,,,,885740404.87,7050721575.32,7936461980.19,16592790358.9,,223379934.35,,,,,,,0.0,,,,,114798029.86,5399184783.26,1411014273.74,75787574.81,255716440.68,0.0,174700742.23,,,,0
000062.SZ,20250314,20250314,20241231,1,1,4,1045909322.0,638330800.85,4549934712.65,491252985.18,,3209902794.96,19502772.21,36766291.22,5633029373.84,66614274.17,398395342.83,,,2955501932.71,,,,,,,,,89025557.43,12762066117.97,,,643558371.31,1543287054.13,,,,263129983.29,1317642.37,,,,,154513876.49,,1710439233.78,128456817.96,131974758.17,,,4787187559.65,,,,11494534.82,,,,,,,,,,,,,17549253677.62,1493132428.18,4965065279.92,,,,,,1780592860.71,97996662.16,,,212587171.92,57824561.19,0.0,0.0,177930719.85,,,,,,,,551978786.32,4827212.66,7972143222.71,,,,,202802141.07,2862288.81,,1749658757.28,,,,,,,,,,,,,,,,,9721801979.99,,,,,869639816.56,6957811881.07,7827451697.63,17549253677.62,,232384060.39,,,,,,,29767500.0,,,,,123339967.98,5669795665.06,1780592860.71,66614274.17,263129983.29,1317642.37,177930719.85,,,,0
000062.SZ,20241030,20241030,20240930,1,1,3,1045909322.0,638330800.85,4919712842.32,436234996.71,,2902137141.51,20288717.12,21745044.19,5560147470.96,,448816915.77,,,2202272604.31,,,,,,,,,87239061.64,11607613218.1,,,638902999.38,1563504268.33,,,,276373705.8,1591807.02,,,,,157625395.41,,1833694359.84,118448484.27,114829367.74,,0.0,4956709219.81,,,,8183566.11,,,,,,,,,,,,,16564322437.91,1858114630.31,4375569265.99,,,,,0.0,1316341595.36,86821012.03,,,162944961.04,72069031.54,,8000000.0,,,,,,,,,97199031.98,3536064.64,6370505264.99,,,,,201438398.83,3064752.01,0.0,2118982001.37,,74000.0,,,,,,,,,,,,,,,8489487266.36,,,,,888092436.44,7186742735.11,8074835171.55,16564322437.91,,146554773.23,,,,,,,,,,,,113665731.74,5581892515.15,1316341595.36,51835776.21,276373705.8,1591807.02,142284570.67,,,,0
000062.SZ,20240831,20240831,20240630,1,1,2,1045909322.0,638330800.85,4830022485.08,436234996.71,,2585751823.51,20288717.12,29136268.2,5139013921.86,42744968.29,433397745.38,,,2707136541.11,,,,,,,,,118207102.72,11365223088.74,,,640832688.07,1591992180.27,,,,276808067.58,758454.25,,,,,160296208.95,,1833694359.84,121109472.73,112821292.97,,,4997136511.41,,,,46391.89,,,,,,,,,,,,,16362359600.15,1019991134.04,5136632135.17,,,,,,1246389518.66,99659882.57,,,167753576.9,65831981.01,0.0,8000000.0,125987240.51,,,,,,,,73824099.49,2999717.67,7060150213.82,,,,,196307181.08,3246580.07,,1281442268.09,,,,,,,,,,,,,,,,,8341592481.91,,,,,877949532.2,7142817586.04,8020767118.24,16362359600.15,,192319981.4,,,,,,,,,,,,133072061.84,5168150190.06,1246389518.66,42744968.29,276808067.58,758454.25,133987240.51,,,,0
000062.SZ,20240430,20240430,20240331,1,1,1,1045909322.0,657938700.14,4920050669.84,436234996.71,,2697060728.11,,33896270.84,4797551271.09,,379856059.95,,,2995761413.57,,,,,,,,,176532559.78,11504947001.23,,,655626830.52,1669986068.4,,,,250320976.96,2017783.33,,,,,161346107.97,,1833694359.84,114140201.5,96270374.84,,,5043443333.46,,,,,,,,,,,,,,,,,16548390334.69,1008572896.89,5168039260.23,,,,,,1112014376.79,84591218.74,,,148434942.35,47393641.19,,8000000.0,,,,,,,,,336688398.37,4125845.99,7189087063.79,,,,,188867159.33,3421087.85,,1262515393.22,,,,,,,,,,,,,,,,,8451602457.01,,,,,863566956.02,7233220921.66,8096787877.68,16548390334.69,,173087232.97,,,,,,,,,,,,152832521.79,4831447541.93,1112014376.79,76334195.22,250320976.96,2017783.33,134966858.34,,,,0
000062.SZ,20240418,20240418,20231231,1,1,4,1045909322.0,657938700.14,4862646001.28,436234996.71,,3324452452.57,,31171479.09,5697426934.65,184912738.55,418282568.58,,,2662996621.29,,,,,,,,,93235799.71,12680311211.4,,,655593717.61,1747195321.3,,,,210251218.36,4633600.14,0.0,,,,162124913.31,,1833694359.84,113210233.71,83722428.34,,,5065280506.67,,,,,,,,,,,,,,,,,17745591718.07,1034456382.3,6350976834.8,,,,,,1082462548.59,93525296.25,,,210161839.7,66409024.89,0.0,12000000.0,145906250.85,,,,,,,,346413288.86,3988633.75,8444230299.52,,,,,185817262.53,4044335.83,,1280577323.78,,,,,,,,,,,,,,,,,9724807623.3,,,,,847969995.86,7172814098.91,8020784094.77,17745591718.07,,170085078.78,,,,,,,,,,,,132386581.83,5728598413.74,1082462548.59,184912738.55,210251218.36,4633600.14,157906250.85,,,0.0,1
000062.SZ,20240418,20240418,20231231,1,1,4,1045909322.0,657938700.14,4862646001.28,436234996.71,,3324452452.57,,31171479.09,5697426934.65,184912738.55,418282568.58,,,2662996621.29,,,,,,,,,93235799.71,12680311211.4,,,655593717.61,1747195321.3,,,,210251218.36,4633600.14,0.0,,,,162124913.31,,1833694359.84,113210233.71,83722428.34,,,5065280506.67,,,,,,,,,,,,,,,,,17745591718.07,1034456382.3,6350976834.8,,,,,,1082462548.59,93525296.25,,,210161839.7,66409024.89,0.0,12000000.0,145906250.85,,,,,,,,346413288.86,3988633.75,8444230299.52,,,,,185817262.53,4044335.83,,1280577323.78,,,,,,,,,,,,,,,,,9724807623.3,,,,,847969995.86,7172814098.91,8020784094.77,17745591718.07,,170085078.78,,,,,,,,,,,,132386581.83,5728598413.74,1082462548.59,184912738.55,210251218.36,4633600.14,157906250.85,,,0.0,0
000062.SZ,20231028,20231028,20230930,1,1,3,1045909322.0,657328761.98,4875523219.97,418804500.15,,3272821519.5,,41057412.6,4837399221.68,,627391008.81,,,2463902541.79,,,,,,,,,96672592.06,11733959549.38,,,657697164.23,1574300617.77,,,,208299850.17,2616619.43,,,,,163393175.16,,1848430927.27,105500062.04,92925829.61,,,4966152258.22,,,,,,,,,,,,,,,,,16700111807.6,747101868.07,5356249622.58,,,,,,811215564.32,83023207.31,,,160343847.31,103547725.85,,,,,,,,,,,808564018.53,5693612.57,7644860538.78,,,,,187398411.96,4652882.16,,999905145.24,,,,,,,,,,,,,,,,,8644765684.02,,,,,843932678.11,7211413445.47,8055346123.58,16700111807.6,,213847641.37,,,,,,,,,,,,141971089.97,4878456634.28,811215564.32,40696756.73,208299850.17,2616619.43,174251850.34,,,51796874.85,0
000062.SZ,20230825,20230825,20230630,1,1,2,1045909322.0,656718823.83,4731771837.6,418804500.15,,3067944525.9,,35122794.41,4593169092.32,34836708.08,380945878.13,,,2503901672.19,,,,,,,,,89448926.59,11003799268.99,,,658893282.32,1575012899.56,,,,214469305.71,1194131.76,,,,,165518474.71,,1848430927.27,110488462.07,90885874.53,,,4978710541.39,,,,,,,,,,,,,,,,,15982509810.38,747101868.07,4417385664.82,,,,,,696272198.09,94349845.86,,,157196174.1,82621700.94,,,152729977.01,,,,,,,,1310515913.44,4338667.61,7055379004.27,,,,,180319604.33,5421093.47,,993154599.66,,,,,,,,,,,,,,,,,8048533603.93,,,,,850348538.23,7083627668.22,7933976206.45,15982509810.38,,230423184.64,,,,,,,,,,,,139968862.4,4628291886.73,696272198.09,34836708.08,214469305.71,1194131.76,152729977.01,,,51356041.55,1
000062.SZ,20230825,20230825,20230630,1,1,2,1045909322.0,656718823.83,4731771837.6,418804500.15,,3067944525.9,,35122794.41,4593169092.32,34836708.08,380945878.13,,,2503901672.19,,,,,,,,,89448926.59,11003799268.99,,,658893282.32,1575012899.56,,,,214469305.71,1194131.76,,,,,165518474.71,,1848430927.27,110488462.07,90885874.53,,,4978710541.39,,,,,,,,,,,,,,,,,15982509810.38,747101868.07,4417385664.82,,,,,,696272198.09,94349845.86,,,157196174.1,82621700.94,,,152729977.01,,,,,,,,1310515913.44,4338667.61,7055379004.27,,,,,180319604.33,5421093.47,,993154599.66,,,,,,,,,,,,,,,,,8048533603.93,,,,,850348538.23,7083627668.22,7933976206.45,15982509810.38,,230423184.64,,,,,,,,,,,,139968862.4,4628291886.73,696272198.09,34836708.08,214469305.71,1194131.76,152729977.01,,,51356041.55,0
000062.SZ,20230428,20230428,20230331,1,1,1,1045909322.0,656108885.69,4904098221.96,418804500.15,,3437959444.92,,36360532.0,3720018074.38,,289254503.29,,,2588069462.25,,,,,,,,,83892674.75,10474151909.57,,,650321895.99,1568342712.21,,,,217625031.05,318528.93,,,,,167186671.69,,1848430927.27,115960410.01,73374934.12,,,4960552401.83,,,,,,,,,,,,,,,,,15434704311.4,963935586.99,3681753055.45,,,,,,708813332.61,86587262.98,,,199130359.28,70616629.82,,,,,,,,,,,1205415442.83,5254177.55,6308387869.2,,,,,174041269.83,6021241.31,,1208798696.55,,,,,,,,,,,,,,,,,7517186565.75,,,,,815726131.2,7101791614.45,7917517745.65,15434704311.4,,76870684.65,,,,,,,,,,,,170626614.2,3756378606.38,708813332.61,51419225.7,217625031.05,318528.93,180190994.48,,,50919999.9,1
000062.SZ,20230428,20230428,20230331,1,1,1,1045909322.0,656108885.69,4904098221.96,418804500.15,,3437959444.92,,36360532.0,3720018074.38,,289254503.29,,,2588069462.25,,,,,,,,,83892674.75,10474151909.57,,,650321895.99,1568342712.21,,,,217625031.05,318528.93,,,,,167186671.69,,1848430927.27,115960410.01,73374934.12,,,4960552401.83,,,,,,,,,,,,,,,,,15434704311.4,963935586.99,3681753055.45,,,,,,708813332.61,86587262.98,,,199130359.28,70616629.82,,,,,,,,,,,1205415442.83,5254177.55,6308387869.2,,,,,174041269.83,6021241.31,,1208798696.55,,,,,,,,,,,,,,,,,7517186565.75,,,,,815726131.2,7101791614.45,7917517745.65,15434704311.4,,76870684.65,,,,,,,,,,,,170626614.2,3756378606.38,708813332.61,51419225.7,217625031.05,318528.93,180190994.48,,,50919999.9,0
000062.SZ,20230315,20230315,20221231,1,1,4,1045909322.0,655620227.3,4778835042.37,418804500.15,,3215869449.27,,22792917.6,4443069862.34,54414049.01,592914442.82,,,2859081553.41,,,,,,,,,64316088.41,11506736699.37,,,650917018.57,1539467963.66,,,,221722382.87,681997.93,,,,,168987172.2,,1848430927.27,119033887.59,72180239.6,,,4856723314.87,,,,,,,,,,,,,,,,,16363460014.24,981368820.58,4493534071.5,,,,,,664637178.19,103558470.21,,,428019553.42,94987786.23,,,194344042.98,,,,,,,,1173023435.8,4787280.13,7321954395.41,,,,,170434445.48,6170280.8,,1217972069.6,,,,,,,,,,,,,,,,,8539926465.01,,,,,797597245.25,7025936303.98,7823533549.23,16363460014.24,,126767212.16,,,,,,,,,,,,165062576.95,4465862779.94,664637178.19,54414049.01,221722382.87,681997.93,194344042.98,,,50488749.95,1
000062.SZ,20230315,20230315,20221231,1,1,4,1045909322.0,655620227.3,4778835042.37,418804500.15,,3215869449.27,,22792917.6,4443069862.34,54414049.01,592914442.82,,,2859081553.41,,,,,,,,,64316088.41,11506736699.37,,,650917018.57,1539467963.66,,,,221722382.87,681997.93,,,,,168987172.2,,1848430927.27,119033887.59,72180239.6,,,4856723314.87,,,,,,,,,,,,,,,,,16363460014.24,981368820.58,4493534071.5,,,,,,664637178.19,103558470.21,,,428019553.42,94987786.23,,,194344042.98,,,,,,,,1173023435.8,4787280.13,7321954395.41,,,,,170434445.48,6170280.8,,1217972069.6,,,,,,,,,,,,,,,,,8539926465.01,,,,,797597245.25,7025936303.98,7823533549.23,16363460014.24,,126767212.16,,,,,,,,,,,,165062576.95,4465862779.94,664637178.19,54414049.01,221722382.87,681997.93,194344042.98,,,50488749.95,0
000062.SZ,20221028,20221028,20220930,1,1,3,1045909322.0,655207933.19,4545919503.18,396767133.56,,2324646991.09,,21675189.49,4573816344.99,,338311365.82,,,2759436634.35,,,,,,,,,60599284.63,10452273758.08,,,536500172.66,1342056149.39,,,,226119110.02,1972855.05,,,,,167830948.07,,1848430927.27,121017508.03,84608677.22,,,4566347810.3,,,,,,,,,,,,,,,,,15018621568.38,1631634422.67,3269294726.03,,,,,,765024770.4,94448974.61,,,372994094.4,236456160.66,,,,,,,,,,,420290280.55,5112335.34,5503027503.51,,,,,166071850.67,3303341.81,,1905096262.39,,,,,,,,,,,,,,,,,7408123765.9,,,,,784813568.69,6825684233.79,7610497802.48,15018621568.38,41730998.49,181880341.86,,,,,,,,,,,,155311265.17,4595491534.48,765024770.4,59287555.53,226119110.02,1972855.05,184094896.35,,,50047916.65,0
000062.SZ,20220826,20220826,20220630,1,1,2,1045909322.0,654661356.95,4370527702.24,396767133.56,,3230880944.8,,28508509.81,5257299641.77,57677362.74,438951809.69,,,3166211619.87,,,,,,,,,68508971.06,12421948361.59,,,532067454.44,1273825000.04,,,,229633136.77,1706073.4,,,,,168162704.31,,1848430927.27,125687128.66,81913395.37,,,4445621306.68,,,,,,,,,,,,,,,,,16867569668.27,1658838737.13,5360886739.71,,,,,,798493098.87,117035662.04,,,423894221.96,178433349.02,,,178213043.4,,,,,,,,475983270.72,6936156.01,7740447889.12,,,,,158988719.96,4006484.02,,1921574053.7,,,,,,,,,,,,,,,,,9662021942.82,,,,,714933232.49,6490614492.96,7205547725.45,16867569668.27,40181066.95,22748978.21,,,,,,,,,,,,200572347.39,5285808151.58,798493098.87,57677362.74,229633136.77,1706073.4,178213043.4,,,,0
