ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000050.SZ,20260430,20260430,20260331,1,1,1,,,10162279631.68,335176664.64,,,,,,,,,,,,4037236622.5,14534692918.82,7661515727.93,1328960721.4,109599832.47,,,,,,3968848902.49,13068925184.29,1465767734.53,777036.0,,,1924566.32,,2701602.32,423950334.87,,,,,423950334.87,-421248732.55,4100000000.0,,,4100000000.0,,4786370000.0,179281241.1,,31632105.87,4997283346.97,-897283346.97,-57151714.56,90083940.45,4735710428.25,4825794368.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000050.SZ,20260430,20260430,20260331,1,1,1,,,10162279631.68,335176664.64,,,,,,,,,,,,4037236622.5,14534692918.82,7661515727.93,1328960721.4,109599832.47,,,,,,3968848902.49,13068925184.29,1465767734.53,777036.0,,,1924566.32,,2701602.32,423950334.87,,,,,423950334.87,-421248732.55,4100000000.0,,,4100000000.0,-354342177.27,4786370000.0,179281241.1,,31632105.87,4997283346.97,-897283346.97,-57151714.56,90083940.45,4735710428.25,4825794368.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000050.SZ,20260314,20260314,20251231,1,1,4,110766212.89,782898607.73,38279248963.97,1091054052.34,,,,,,,,,,,,16171389338.66,55541692354.97,27916542608.44,4413360690.34,500818881.29,,,,,,15722824257.62,48553546437.69,6988145917.28,3108144.0,3689260.86,,33130694.89,,39928099.75,2254039714.73,351000000.0,,,,2605039714.73,-2565111614.98,9072000000.0,,,9455333300.0,3789122805.7374,14138618193.74,873646340.15,,279279096.48,15291543630.37,-5836210330.37,-6873417.79,-1420049445.86,6155759874.11,4735710428.25,383333300.0,383333300.0,,391490426.01,4951350326.79,268251939.99,610504769.03,,,-595374.16,17526203.33,,402848526.75,79770106.89,572195.75,-787436175.29,-376414610.77,515552165.63,,6988145917.28,,,,-1420049445.86,,,,21060596.71,,4735710428.25,6155759874.11,,,1
000050.SZ,20251031,20251031,20250930,1,1,3,,,29267747121.52,924690642.72,,,,,,,,,,,,11994191891.45,42186629655.69,20634177887.74,3361981777.77,368250032.49,,,,,,11359922105.32,35724331803.32,6462297852.37,2331108.0,3689260.86,,4495641.3,,10516010.16,1664714319.44,351000000.0,,,,2015714319.44,-2005198309.28,6076000000.0,,,6459333300.0,,11006340352.11,708093676.11,,191219423.81,11905653452.03,-5446320152.03,25839618.39,-963380990.55,6155759874.11,5192378883.56,383333300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000050.SZ,20251031,20251031,20250930,1,1,3,,,29267747121.52,924690642.72,,,,,,,,,,,,11994191891.45,42186629655.69,20634177887.74,3361981777.77,368250032.49,,,,,,11359922105.32,35724331803.32,6462297852.37,2331108.0,3689260.86,,4495641.3,,10516010.16,1664714319.44,351000000.0,,,,2015714319.44,-2005198309.28,6076000000.0,,,6459333300.0,414480938.1579,11006340352.11,708093676.11,,191219423.81,11905653452.03,-5446320152.03,25839618.39,-963380990.55,6155759874.11,5192378883.56,383333300.0,383333300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000050.SZ,20250823,20250823,20250630,1,1,2,174128819.38,372039500.7,18993611939.86,598772891.89,,,,,,,,,,,,7739135549.09,27331520380.84,13780083201.74,2241566561.84,269638734.84,,,,,,7072528618.15,23363817116.57,3967703264.27,1554072.0,3689260.86,,3290479.47,,8533812.33,1280444908.06,351000000.0,,,,1631444908.06,-1622911095.73,5506000000.0,,,5889333300.0,2386125204.407,9149288711.3,541028359.41,,95378655.7,9785695726.41,-3896362426.41,40510531.79,-1511059726.08,6155759874.11,4644700148.03,383333300.0,,,209260706.05,2511608348.16,131074494.09,301691294.57,,,,8689208.71,,180592730.66,13957849.05,-566025.71,-173421633.11,370905743.71,-142385606.71,,3967703264.27,,,,-1511059726.08,,,,10127834.72,,4644700148.03,6155759874.11,,,1
000050.SZ,20250823,20250823,20250630,1,1,2,174128819.38,372039500.7,18993611939.86,598772891.89,,,,,,,,,,,,7739135549.09,27331520380.84,13780083201.74,2241566561.84,269638734.84,,,,,,7072528618.15,23363817116.57,3967703264.27,1554072.0,3689260.86,,3290479.47,,8533812.33,1280444908.06,351000000.0,,,,1631444908.06,-1622911095.73,5506000000.0,,,5889333300.0,2335830728.907,9149288711.3,541028359.41,,95378655.7,9785695726.41,-3896362426.41,40510531.79,-1511059726.08,6155759874.11,4644700148.03,383333300.0,,,209260706.05,2511608348.16,131074494.09,301691294.57,,,,8689208.71,,180592730.66,13957849.05,-566025.71,-173421633.11,370905743.71,-142385606.71,,3967703264.27,,,,-1511059726.08,,,,10127834.72,,4644700148.03,6155759874.11,,,0
000050.SZ,20250422,20250422,20250331,1,1,1,,,9696921043.03,320404295.38,,,,,,,,,,,,3728366394.43,13745691732.84,6892999103.47,1226575692.5,109538826.4,,,,,,3293960106.74,11523073729.11,2222618003.73,777036.0,3688600.0,,513471.39,,4979107.39,684774215.43,351000000.0,,,,1035774215.43,-1030795108.04,1880000000.0,,,2023750000.0,-128089538.4827,4076673143.46,271455956.07,,76775380.95,4424904480.48,-2401154480.48,23217903.3,-1186113681.49,6155759874.11,4969646192.62,143750000.0,143750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000050.SZ,20250422,20250422,20250331,1,1,1,,,9696921043.03,320404295.38,,,,,,,,,,,,3728366394.43,13745691732.84,6892999103.47,1226575692.5,109538826.4,,,,,,3293960106.74,11523073729.11,2222618003.73,777036.0,3688600.0,,513471.39,,4979107.39,684774215.43,351000000.0,,,,1035774215.43,-1030795108.04,1880000000.0,,,2023750000.0,,4076673143.46,271455956.07,,76775380.95,4424904480.48,-2401154480.48,23217903.3,-1186113681.49,6155759874.11,4969646192.62,143750000.0,143750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000050.SZ,20250315,20250315,20241231,1,1,4,-691400508.21,990303281.04,35590359825.47,1181971642.8,,,,,,,,,,,,9495475596.23,46267807064.5,27125401186.96,4094391928.54,508421619.75,,,,,,8787735397.71,40515950132.96,5751856931.54,5166969.06,,,68261255.29,,73428224.35,3013965588.33,1440000000.0,,,,4453965588.33,-4380537363.98,7700143560.0,,,8610560160.0,,10934586465.58,1047928546.77,,109970920.23,12092485932.58,-3481925772.58,51026591.47,-2059579613.55,8215339487.66,6155759874.11,910416600.0,910416600.0,,558642950.98,5082343868.55,228341175.41,577457094.1,,,-2530157.14,2897994.13,,240034125.43,203800283.93,-1049510.85,-802742867.8,-2676644961.22,2018043995.78,,5751856931.54,,,,-2059579613.55,,,,24360167.41,,6155759874.11,8215339487.66,0.0,0.0,0
