ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
000007.SZ,20260429,20260429,20260331,1,1,1,346448044.0,157024158.46,-331594553.62,8998897.98,,89553330.0,9000000.0,,35302743.74,,16123547.98,,,51595069.67,,,,,,,,,3516789.69,233875325.93,,,,32176493.52,,,,42244710.45,,,,,,80152.12,,7405978.23,8371397.64,3060302.08,,,107942045.42,,,,,,,,,,,,,,,,,341817371.35,,54562099.87,,,,,,32375874.96,373850.0,,,1877467.95,653910.39,,,,,,,,,,,1681842.47,301108.46,132592517.15,,,,1750000.0,2753679.05,,,17122749.19,,,,,,,,,,,,,,,,,149715266.34,,,,,13009658.41,179092446.6,192102105.01,341817371.35,,-1784100.22,,,,,,,,,,,,2489390.67,35302743.74,32375874.96,28783844.85,42244710.45,,38276972.38,,,,1
000007.SZ,20260429,20260429,20260331,1,1,1,346448044.0,157024158.46,-331594553.62,8998897.98,,89553330.0,9000000.0,,35302743.74,,16123547.98,,,51595069.67,,,,,,,,,3516789.69,233875325.93,,,,32176493.52,,,,,,,,,,80152.12,,7405978.23,8371397.64,3060302.08,,,107942045.42,,,,,,,,,,,,,,,,,341817371.35,,54562099.87,,,,,,32375874.96,373850.0,,,1877467.95,653910.39,,,,,,,,,,,1681842.47,301108.46,132592517.15,,,,1750000.0,2753679.05,,,17122749.19,,,,,,,,,,,,,,,,,149715266.34,,,,,13009658.41,179092446.6,192102105.01,341817371.35,,-1784100.22,,,,,,,,,,,,2489390.67,35302743.74,32375874.96,28783844.85,42244710.45,,38276972.38,,,,0
000007.SZ,20260429,20260429,20251231,1,1,4,346448044.0,157024158.46,-329423870.21,8998897.98,,80349361.71,9000000.0,,57543659.67,29789013.06,18851048.33,,,62571850.09,,,,,,,,,5988511.03,264093443.89,,,,32740506.78,,,,42803198.38,,,,,,84873.37,,7405978.23,8880323.64,3330489.89,,,111651260.66,,,,,,,,,,,,,,,,,375744704.55,,63165158.87,,,,,,48394511.54,298896.53,,,2980958.7,1850746.03,,,37620245.85,,,,,,,,4035839.88,664825.13,164146344.2,,,,1750000.0,3158629.32,,,16273727.9,,,,,,,,,,,,,,,,,180420072.1,,,,,14061502.44,181263130.01,195324632.45,375744704.55,,-1784100.22,,,,,,,,,,,,5135161.67,57543659.67,48394511.54,29789013.06,42803198.38,,37620245.85,,,,0
000007.SZ,20251031,20251031,20250930,1,1,3,346448044.0,157024158.46,-327933131.35,8998897.98,,88090331.92,9000000.0,,55021287.82,,15008295.77,,,54986323.25,,,,,,,,,6024046.36,259882953.71,,,,33304520.04,,,,43544360.67,,,,,,94669.63,,7405978.23,9243515.32,2785143.8,,,110660222.79,,,,,,,,,,,,,,,,,370543176.5,,57344796.96,,,,,,49075492.89,207100.0,,,2552705.5,2325587.29,,,,,,,,,,,3142904.63,567156.95,159996705.66,,,,,2625361.28,,,13467305.12,,,,,,,,,,,,,,,,,173464010.78,,,,,14406553.63,182672612.09,197079165.72,370543176.5,,-1865357.0,,,,,,,,,,,,4560517.53,55021287.82,49075492.89,31752668.59,43544360.67,,40220443.91,,,,0
000007.SZ,20250830,20250830,20250630,1,1,2,346448044.0,157024158.46,-327962804.85,8998897.98,,94325675.93,9000000.0,,19770560.28,26288624.29,12727745.82,,,44913338.49,,,,,,,,,5914905.45,212940850.26,,,,33862571.88,,,,43664194.99,,,,,,38383.37,,,9332169.77,2412013.81,,,102580667.65,,,,,,,,,,,,,,,,,315521517.91,,43732150.88,,,,,,21594138.25,197520.0,,,1342953.15,1142908.7,,,35961460.09,,,,,,,,1722570.19,234149.79,107779088.99,,,,,2350067.53,,,13355040.89,,,,,,,,,,,,,,,,,121134129.88,,,,,11744449.44,182642938.59,194387388.03,315521517.91,,-1865357.0,,,,,,,,,,,,1851237.94,19770560.28,21594138.25,26288624.29,43664194.99,,35961460.09,,,,0
000007.SZ,20250430,20250430,20250331,1,1,1,346448044.0,157024158.46,-329578714.72,8998897.98,,95107668.98,9000000.0,,16322738.49,,10975782.23,,,43661722.8,,,,,,,,,5769713.66,206189329.1,,,,34487266.7,,,,44347259.69,,,,,,43458.38,,,9743507.5,2637328.6,,,105224376.33,,,,,,,,,,,,,,,,,311413705.43,,33774534.25,,,,,8895400.0,20058553.07,197440.0,,,1462191.35,1324915.97,,,,,,,,,,,2072281.11,183544.95,103954385.73,,,,,2501004.52,,,14306360.44,,,,,,,,,,,,,,,,,118260746.17,,,,,12125930.54,181027028.72,193152959.26,311413705.43,,-1865357.0,,,,,,,,,,,,1435711.24,16322738.49,28953953.07,25351702.94,44347259.69,,34549813.79,,,,0
000007.SZ,20250425,20250425,20241231,1,1,4,346448044.0,157024158.46,-331351093.27,8998897.98,,104696690.43,9000000.0,,20972160.78,32526398.15,6874360.07,,,31328637.96,,,,,,,,,5460529.9,210858777.29,,,,34984636.98,,,,45107012.48,,,,,,48533.39,,,9947606.01,2800643.82,,,107947206.25,,,,,,,,,,,,,,,,,318805983.54,,23845771.17,,,,,8895400.0,22455090.2,159280.0,,,2415375.73,808872.4,,,48856375.58,,,,,,,,2771227.19,276410.42,112543105.81,,,,,2751690.64,,,14710441.81,,,,,,,,,,,,,,,,,127253547.62,,,,,12297785.75,179254650.17,191552435.92,318805983.54,,-1865357.0,,,,,,,,,,,,2059303.12,20972160.78,31350490.2,32526398.15,45107012.48,,48856375.58,,,,0
000007.SZ,20241031,20241031,20240930,1,1,3,346448044.0,157024158.46,-316871813.68,8998897.98,,112792802.71,9000000.0,,16604041.3,,8994152.49,,,36971420.3,,,,,,,,,3623691.32,214330463.11,,,,35545669.53,,,,45539688.6,,,,,,53608.4,,408421.21,6681804.82,3234615.97,,,117890670.18,,,,,,,,,,,,,,,,,332221133.29,,37564557.81,,,,,,22748700.37,,,,1752171.81,3108646.86,,,,,,,,,,,3135583.31,286539.51,126179225.1,,,,53560495.03,3072515.42,,,66379268.74,,,,,,,,,,,,,,,,,192558493.84,,,,,10726552.69,128936086.76,139662639.45,332221133.29,,-66663200.0,,,,,,,,,,,,2226923.53,16604041.3,22748700.37,26344354.99,45539688.6,,55356101.9,,,,0
000007.SZ,20240831,20240831,20240630,1,1,2,346448044.0,157024158.46,-316951878.19,8998897.98,,183487165.85,9000000.0,,19420407.07,18568058.82,3061784.55,,,35433743.97,,,,,,,,,2067596.03,271038756.29,,,,36106702.08,,,,42985125.07,,,,,,58683.41,,,6942406.03,2796151.23,,,114060183.96,,,,,,,,,,,,,,,,,385098940.25,,29215594.51,,,,,,23983611.73,,,,1592121.54,2121783.65,,,55086204.39,,,,,,,,3250637.98,69107.05,115891419.6,,,,118560495.03,2758579.04,,,129192658.58,,,,,,,,,,,,,,,,,245084078.18,,,,,11158839.82,128856022.25,140014862.07,385098940.25,,-66663200.0,,,,,,,,,,,,572358.75,19420407.07,23983611.73,18568058.82,42985125.07,,55086204.39,,,,0
000007.SZ,20240429,20240429,20240331,1,1,1,346448044.0,157024158.46,-319407103.46,8998897.98,,188790533.78,9000000.0,,19266220.24,,2748556.78,,,35738249.79,,,,,,,,,2453141.05,280175018.96,,,,36815720.1,,,,43500865.66,,,,,,63758.12,,,7203007.24,3105220.73,,,116788889.87,,,,,,,,,,,,,,,,,396963908.83,,34957247.78,,,,,,22743554.35,,,,1459034.57,9039370.78,,,,,,,,,,,3620201.03,91798.68,128227066.94,,,,118560495.03,2990879.51,,,130348789.55,,,,,,,,,,,,,,,,,258575856.49,,,,,11987255.36,126400796.98,138388052.34,396963908.83,,-66663200.0,,,,,,,,,,,,734068.92,19266220.24,22743554.35,22178317.32,43500865.66,,55581790.83,,,,1
