ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000031.SZ,20260430,20260331,-0.05,-0.05,1.7501,1.7501,2.4418,0.3035,-1.2702,-23030612.01,-198097889.21,1813339216.06,1.5925,0.648,0.5442,16.6549,0.0768,2.539,0.0486,513133624.66,852937485.37,,-3473390975.9533,-441065700.6233,44342974289.17,5645903402.72,66533699168.26,47314687243.31,7708840505.55,35380832447.89,31538294142.79,101850044598.65,-4143426771.1,-0.0516,2.386,-0.1411,-0.9667,-0.1954,0.199,-0.8103,-0.1029,0.6349,24.1727,75.8273,14.6616,0.6349,4.2072,4.1198,6.3347,,93.1597,5.7702,11.3701,-2.1565,-2.16,-1.9319,0.5523,0.0308,0.1007,-8.626,2.2092,76.7409,4.2994,15.06,62.6323,37.3677,5.077,65.3252,10.0414,51.2514,48.7486,-0.0101,3.2994,0.0878,0.1537,0.0662,0.1159,0.1629,-0.0052,930.3781,0.1232,-0.1432,38747235091.92,5.3391,4.2072,93.1597,-2.1565,-1.9319,0.0308,-8.0627,16.6667,16.6667,-194.004,16.682,3.314,14.1764,27.3,-194.0108,13.1113,-0.5253,-3.2974,-0.5249,46.7064,46.7064,46.7064,126.6351,-1.2258
000031.SZ,20260425,20251231,-0.55,-0.55,7.2072,7.2072,2.4418,0.3035,-1.2186,121831727.47,-2472102405.03,9823030600.78,1.5036,0.5964,0.5037,67.2248,0.2741,10.3949,0.1841,303768382.87,1354610418.63,2994080924.88,9806345395.68,6555829477.04,51877366510.77,5629753744.2,63821953825.12,43747014956.32,7744462609.72,33570232476.63,28279724880.86,99509266768.68,-3922298269.88,-0.5483,2.3986,0.7052,-0.9151,-1.673,0.316,2.2878,1.5295,-7.197,31.7976,68.2024,16.1054,-7.197,5.0198,4.8424,6.2433,-8.6809,99.0167,-2.0523,4.3849,-22.5155,-22.52,-23.6826,0.8073,-1.325,5.6077,-22.5155,0.8073,77.2716,4.3998,16.0747,63.8354,36.1646,4.9323,64.1367,10.3318,54.943,45.057,0.0453,3.3998,0.0847,0.1611,0.0638,0.1213,0.177,0.0249,1177.9936,-1.325,-1.4007,38668253573.68,-1.664,5.695,111.4859,-17.8038,-18.616,-1.4509,12.5435,20.2899,20.2899,-54.3205,-118.2142,-260.1106,21.0467,38.96,-54.3211,18.63,-2.9693,-12.0725,-2.97,-13.686,-13.686,-33.1009,-276.6402,-2.97
000031.SZ,20251031,20250930,-0.12,-0.12,4.8171,4.8171,1.9987,0.2995,-0.7906,38934873.08,-571915070.12,7345464946.13,1.52,0.6209,0.5239,36.4254,0.176,6.9033,0.1194,1480458835.98,2421485914.85,,4470947347.8239,1156471854.2839,56874571809.87,5599390971.45,63639590196.44,41203280761.01,7309572042.28,37464020507.97,30192834817.86,104804362482.77,-2105007789.36,-0.1243,2.3641,0.4054,-0.4911,-1.1258,0.5649,1.0431,0.2698,0.6261,35.5752,64.4248,16.4407,0.6261,4.6848,4.7529,7.003,-5.0662,92.8299,4.8001,11.7276,-5.1423,-5.14,-5.5179,1.4003,0.0748,0.2857,-6.8564,1.8671,75.3914,4.0636,16.6843,65.4621,34.5379,4.3697,60.7223,9.6689,57.123,42.877,0.0241,3.0636,0.0804,0.1592,0.058,0.1149,0.1774,0.0138,1444.3469,0.0997,-0.3082,38945839175.13,4.9532,6.6046,106.6617,-6.1353,-6.3549,-0.3673,-17.5286,14.2857,14.2857,-47.0135,-43.5219,-45.4075,9.1671,64.8,-47.0118,-17.8287,-4.3649,-6.326,-4.3634,0.8333,0.8333,23.2427,-141.0297,-22.9111
000031.SZ,20250830,20250630,0.03,0.03,3.5535,3.5535,1.9987,0.2995,-0.6409,15974226.45,92630617.86,5536304081.93,1.4612,0.5951,0.5076,28.116,0.1288,5.0542,0.0875,1841275041.5,2374233512.57,3139865673.74,7348085181.6551,3591477322.0051,58131915906.87,5406767868.33,63829887924.77,39791341332.05,7898136296.75,35147163374.6,29177350102.74,105850442345.77,-1463422748.01,0.0253,2.5152,0.6269,-0.3414,-0.7251,0.5539,1.7143,0.8379,4.9084,36.3478,63.6522,14.6185,4.9084,4.0021,3.9877,6.6287,-2.2299,87.9114,9.3399,15.5877,1.0161,1.02,0.8666,1.3646,0.4297,1.1403,2.0322,2.7292,75.1929,4.0311,16.2777,65.7351,34.2649,4.6627,60.302,10.1851,59.8271,40.1729,0.0353,3.0311,0.0846,0.1689,0.062,0.1237,0.1985,0.0211,1331.8806,0.8594,0.0624,39247704169.32,9.4941,3.57,86.6352,3.4659,3.4552,0.3939,20.1985,137.5,137.5,38.1446,94.9011,80.8069,129.8651,122.06,38.1485,136.9438,1.7476,-5.1439,1.747,-5.2904,-5.2904,-17.1652,183.4814,-19.1608
000031.SZ,20250430,20250331,-0.06,-0.06,1.1929,1.1929,1.9987,0.2995,-0.7263,14842298.68,-272496907.12,1769156355.31,1.6265,0.6391,0.5543,8.823,0.0409,1.7123,0.0287,489007026.76,855881139.45,,-668500022.7902,-393655221.4502,62454520309.58,5377554997.61,68022437457.49,41022790318.58,7354505817.94,47993792148.3,35141684530.3,109667682445.58,-1829682200.76,-0.0601,2.4156,0.1501,-0.4269,-0.0317,0.1997,-0.156,-0.0918,1.2615,34.5989,65.4011,20.2473,1.2615,4.8571,5.9675,9.4227,,90.4366,7.2549,16.7382,-2.4597,-2.46,-2.6014,0.4807,0.0362,0.13,-9.8388,1.9228,76.5379,4.2622,16.9965,70.1955,29.8045,4.1434,62.026,9.4413,56.386,43.614,0.0084,3.2622,0.0762,0.1522,0.0541,0.1081,0.1793,0.0047,2060.3145,0.1448,-0.1447,33624891821.73,7.5815,4.8571,90.4366,-2.4597,-2.6014,0.0362,12.582,-200.0,-200.0,144.9132,-19.4657,-24.4544,-174.7933,-119.15,144.9093,-264.4188,-2.2816,-0.6021,-2.2815,32.2146,32.2146,32.2146,118.1366,-24.5941
000031.SZ,20250430,20250331,-0.06,-0.06,1.1929,1.1929,1.9987,0.2995,-0.7263,14842298.68,-272496907.12,1769156355.31,1.6265,0.6391,0.5542,8.823,0.0409,1.7123,0.0287,489007026.76,855881139.45,,,,62454520309.58,5377554997.61,68022437457.49,41022790318.58,7354505817.94,47993792148.3,35142609936.93,109667682445.58,-1829682200.76,-0.0601,2.4156,0.1501,-0.4269,-0.0317,0.1997,,,1.2615,34.5989,65.4011,20.2473,1.2615,4.8571,5.9675,9.4227,,90.4366,7.2549,16.7382,-2.4597,-2.46,-2.6014,0.4807,0.0362,0.13,-9.8388,1.9228,76.5379,4.2622,16.9965,70.1955,29.8045,4.1434,62.026,9.4413,56.386,43.614,0.0084,3.2622,0.0762,0.1522,0.0541,0.1081,0.1793,0.0047,2060.3145,0.1448,-0.1447,33624891821.73,7.5815,4.8571,90.4366,-2.4597,-2.6014,0.0362,12.582,-200.0,-200.0,144.9132,-19.4657,-24.4544,-174.7933,-119.15,144.9093,-264.4188,-2.2816,-0.6021,-2.2815,32.2146,32.2146,32.2146,118.1366,-24.5941
000031.SZ,20250419,20241231,-0.69,-0.69,8.35,8.35,1.9987,0.2995,-0.6662,1073039453.22,-4049823780.96,7789229084.01,1.5376,0.5944,0.5187,86.105,0.265,11.3438,0.1901,-398521171.93,1970064517.51,3516194897.27,7942147672.78,878114599.18,63509137442.92,5619703579.38,67891652041.15,40802477627.28,7573274515.9,43766552517.52,34570300296.05,109446076206.38,-1572027592.32,-0.6945,2.472,1.5438,-0.3668,-0.5133,0.4596,1.8529,0.2049,-7.1508,21.7633,78.2367,14.5313,-7.1508,4.5444,4.037,5.9499,-5.3062,101.1135,-0.8118,5.5044,-24.3614,-24.36,-33.1429,1.0461,-1.359,30.9577,-24.3614,1.0461,76.73,4.2974,15.4116,70.0953,29.9047,4.241,62.0321,9.6813,59.4116,40.5884,0.0813,3.2974,0.0773,0.1561,0.0553,0.1115,0.1856,0.0483,1088.845,-1.359,-1.5807,33864452535.78,-0.3988,4.4407,104.6548,-20.1341,-20.4283,-1.5453,21.7972,-102.9412,-102.9412,-37.8177,-109.3781,-104.6036,-103.1387,-7.75,-37.8161,-165.3874,-23.4556,-9.8385,-23.4558,-2.6984,-2.6984,-4.7953,-299.5597,-23.4558
000031.SZ,20241031,20240930,-0.14,-0.14,4.7773,4.7773,2.0021,0.296,-0.1051,1038110621.84,-1624880927.23,4991733544.51,1.564,0.5745,0.4926,44.3513,0.1453,6.4431,0.1053,314295285.19,3425317169.43,,1839138076.0712,-3183053082.1888,73331386203.7,3450951225.33,68992156986.03,42655240569.89,10530498823.14,49389993061.4,37287721615.42,114074642025.48,817986430.03,-0.1369,3.0668,0.7651,0.1908,-0.6899,0.7991,0.4291,-0.7426,1.4409,24.3772,75.6228,17.0287,1.4409,4.622,4.6863,7.7204,-3.3254,98.4651,8.5699,16.7276,-4.3484,-4.35,-12.0415,1.7615,0.1517,0.4634,-5.7979,2.3487,76.3789,4.2335,14.4108,71.7585,28.2415,5.5175,60.4798,11.5233,60.0695,39.9305,0.0375,3.2335,0.0902,0.1905,0.0722,0.1526,0.2469,0.0225,1563.1812,0.2023,-0.3017,34092154976.69,9.1486,7.6168,107.4824,-1.6851,-9.1008,0.134,30.3614,-16.6667,-16.6667,-55.5614,77.4143,81.5447,-16.7179,-187.39,-55.5624,-31.4998,-5.0379,-3.6374,-5.0392,-1.0689,-1.0689,-31.199,280.6422,-11.241
000031.SZ,20240831,20240630,-0.08,-0.08,3.752,3.752,2.0021,0.296,-0.0531,56216811.76,-419868331.78,3632848176.12,1.5421,0.5779,0.508,34.1834,0.1133,5.0287,0.0823,643128913.34,1861326036.49,2611422026.25,17577657454.7327,18391060515.7427,69432015494.48,3372841322.77,75012831675.87,46583509151.79,10512521104.58,48814449935.22,41004778380.08,120010655692.2,1041105215.4,-0.0848,3.1114,0.4538,0.2429,-0.1991,0.4342,4.1009,4.2906,0.236,22.5891,77.4109,14.6066,0.236,3.8036,4.0636,6.7395,-1.6589,96.001,4.5386,11.5738,-2.676,-2.68,-3.0897,0.9524,0.0194,0.074,-5.352,1.9048,76.6628,4.285,14.3816,72.0202,27.9798,5.4521,62.5051,11.1126,60.9208,39.0792,0.0216,3.285,0.0902,0.1778,0.0711,0.1401,0.2257,0.0132,1297.4409,0.0388,-0.1861,34982616062.99,4.9732,3.1457,98.3955,-1.9942,-2.1836,-0.0738,27.652,-900.0,-900.0,-68.2079,-44.656,-40.4856,-816.4915,-2027.44,-68.2093,-922.3609,-3.6569,-2.6485,-3.6588,12.3799,12.3799,48.506,-41.5433,-12.8738
000031.SZ,20240430,20240331,-0.02,-0.02,0.9023,0.9023,2.0158,0.296,0.0099,30581801.67,-124344865.97,1583789910.82,1.4986,0.5471,0.4801,10.9125,0.0266,1.181,0.0195,447142672.79,1012693848.53,,-3709225796.5944,-1019890616.7644,73004199341.17,5092081032.54,75004342239.16,46065444024.32,10738909207.98,48402009319.9,43537980787.76,121469085237.68,1310993671.12,-0.0219,3.2035,-0.3342,0.3059,-0.3204,0.2363,-0.8654,-0.2379,4.7241,40.9518,59.0482,27.3936,4.7241,5.8814,8.0774,13.4347,,88.4383,11.9106,26.1851,-0.6801,-0.68,-0.9019,0.5094,0.0919,0.3002,-2.7204,2.0376,76.717,4.295,14.4204,72.899,27.101,5.3811,61.7477,11.3042,63.4087,36.5913,-0.0148,3.295,0.0897,0.1831,0.0701,0.1432,0.2331,-0.0094,3637.2797,0.3676,-0.0472,34710608860.01,13.2687,5.8814,88.4383,-0.6801,-0.9019,0.0919,-37.042,-150.0,-150.0,-152.121,-46.5953,-41.4911,-154.7101,-176.34,-152.126,-162.462,-0.8051,0.7595,-0.8063,-36.4481,-36.4481,-36.4481,-78.1581,-12.4106
