ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
001872.SZ,20260430,20260430,20260331,1,1,1,2481842185.0,36817343364.09,25861688009.17,1249537330.5,67868081.09,14909569111.17,7490315001.38,128173785.23,2133113071.44,,99935525.19,222448002.38,,293328363.02,,539722.23,,,,,,,274551507.83,26094234112.58,,,103694237073.27,3125685879.17,,,3918230599.11,,,,,,,17460004048.88,25164148.35,6241975686.74,899657788.34,341387221.9,,804774837.32,179016470455.43,,,,,,,,,,,,,,,,,205110704568.01,5450380208.17,18003053865.15,,,,,,710443348.32,17668105.68,,,1081376555.27,953966958.36,,135169470.79,,,,,,,,,8250979292.17,2171442975.42,33678108828.5,20561021648.78,,,186616455.54,4931787202.38,911242939.13,158623915.64,37988185267.31,,,,,,,,,,,,,,,,,71666294095.81,,,,,67838841933.65,65605568538.55,133444410472.2,205110704568.01,536919153.18,-872765431.3,,,,,,,,,,,,513421974.73,2261286856.67,710443348.32,666621068.12,29942617568.14,3621815548.77,1975755753.4,3570001374.42,,,1
001872.SZ,20260430,20260430,20260331,1,1,1,2481897185.0,36817343364.09,25861688009.17,1249537330.5,67868081.09,14909569111.17,7490315001.38,128173785.23,2133113071.44,,99935525.19,222448002.38,,293328363.02,,539722.23,,,,,,,274551507.83,26094234112.58,,,103694237073.27,3125685879.17,,,3918230599.11,,,,,,,17460004048.88,25164148.35,6241975686.74,899657788.34,341387221.9,,804774837.32,179016470455.43,,,,,,,,,,,,,,,,,205110704568.01,5450380208.17,18003053865.15,,,,,,710443348.32,17668105.68,,,1081376555.27,953966958.36,,135169470.79,,,,,,,,,8250979292.17,2171442975.42,33678108828.5,20561021648.78,,,186616455.54,4931787202.38,911242939.13,158623915.64,37988185267.31,,,,,,,,,,,,,,,,,71666294095.81,,,,,67838841933.65,65605568538.55,133444410472.2,205110704568.01,536919153.18,-872765431.3,,,,,,,,,,,,513421974.73,2261286856.67,710443348.32,666621068.12,29942617568.14,3621815548.77,1975755753.4,3570001374.42,,,0
001872.SZ,20260403,20260403,20251231,1,1,4,2481842185.0,36816586615.98,24729748576.84,1249537330.5,57278650.39,15374846360.79,7578824365.75,151029884.15,1297166857.7,435711829.28,82819198.95,576943449.36,0.0,307216425.15,,,,,,,,,158947975.17,26078187084.55,,,103073100064.87,3157951323.78,,,3874516647.46,30442667834.87,3399698342.95,3885088.53,216462.95,,,17643855579.95,34234599.73,6176416050.77,919719245.18,355487521.84,,718921542.98,178936510410.13,,,,,,,,,,,,,,,,,205014697494.68,7439956123.5,19775820831.32,,,,,,739900492.35,12191454.52,,,1297834679.2,913284472.54,0.0,135169470.79,1899753608.16,,,,,,,,6042522685.33,2199301417.02,33462602060.02,20709787532.29,,,185493182.45,4869165969.03,923349449.41,164442477.36,40251047235.81,,,,,,,,,,,,,,,,,73713649295.83,,,,,66935218266.65,64365829932.2,131301048198.85,205014697494.68,546386377.62,-969163426.51,,,,,,,,,,,,446822948.79,1448196741.85,739900492.35,1012655278.64,30442884297.82,3403583431.48,2034923078.95,3721605292.07,,,0
001872.SZ,20251031,20251031,20250930,1,1,3,2501565281.0,37214075386.38,23925022609.66,1249537330.5,63321175.04,15021153322.03,4881021480.82,72700623.06,2322587270.36,,94988911.59,201334783.65,,311356943.06,,35007491.03,,,,,,,263156452.97,23849902754.8,,,102830931091.25,3189441516.9,,,3895475737.53,,,,,,,17966429573.54,22135111.23,6302911291.24,924051057.43,319473049.09,,1125906091.34,179390350912.26,,,,,,,,,,,,,,,,,203240253667.06,10024961705.77,16304482773.21,,,,,,752395831.52,15829207.34,,,1236338995.9,842357486.37,,605988244.69,,,,,,,,,6166197695.53,2234131418.59,30091046012.16,18798535363.45,,,82025108.36,4956699349.97,1236682347.69,178608087.27,41083609173.76,,,,,,,,,,,,,,,,,71174655185.92,388952994.18,,,,68427566462.43,63638032018.71,132065598481.14,203240253667.06,643362178.9,-926536769.69,,,,,,,,,,,,402914216.96,2395287893.42,752395831.52,747247654.64,30768996859.08,3115242821.19,2136398386.74,3693615905.38,,,0
001872.SZ,20250830,20250830,20250630,1,1,2,2501508381.0,37225842521.65,22745034528.33,1249537330.5,58981586.63,14996290255.16,4833561128.78,181745578.07,2241182255.01,603562362.08,92525839.85,1247854681.9,0.0,315904888.7,,34998540.25,,,,,,,235896898.97,24783522428.77,,,101775373381.96,3225253829.56,,,3862586894.19,30161556835.57,3789449907.72,3198804.01,261332.2,,,17824133457.04,28975366.19,6233179553.36,924598080.29,371891788.29,,1090229540.25,178360530732.38,,,,,,,,,,,,,,,,,203144053161.15,12769621270.51,12304605732.7,,,,,,675684712.35,16210810.21,,,1077454686.93,840396207.2,0.0,1451609827.45,1650156197.22,,,,,,,,11125777985.01,2202056590.49,31693009965.47,15856475119.75,3659967945.08,6280816.29,78916799.59,4932616591.29,1248228496.5,177475262.01,40863370681.45,,,,,,,,,,,,,,,,,72556380646.92,319823707.36,,,,68039223554.78,62548448959.45,130587672514.23,203144053161.15,652014350.46,-912631681.3,,,,,,,,,,,,349057215.91,2422927833.08,675684712.35,1851417043.98,30161818167.77,3792648711.73,3101766024.67,3666248761.37,,,0
001872.SZ,20250430,20250430,20250331,1,1,1,2501308481.0,37359295965.85,23049406854.26,1249537330.5,50577869.1,14806669856.63,8461955103.18,197333215.2,1987365269.32,,74667782.5,203940612.52,,288334578.47,,35007241.85,,,,,,,222788244.74,26851790500.75,,,100949575170.07,3256776476.42,,,3811065261.72,,,,,,,17524450088.64,35979040.22,6116425469.13,917487725.33,368079660.07,,1378668892.46,177411451496.19,,,,,,,,,,,,,,,,,204263241996.94,15576449507.77,10848619498.3,,,,,,638204483.44,15419584.79,,,920942347.83,733493365.38,,146385736.99,,,,,,,,,10668136258.37,4090090321.2,30167316800.69,15867294284.76,,,165818602.26,4910140522.58,1256350270.84,176481868.58,43536889212.37,,,,,,,,,,,,,,,,,73704206013.06,218204634.17,,,,67958329709.51,62600706274.37,130559035983.88,204263241996.94,652061319.43,-1391291892.17,,,,,,,,,,,,312494733.22,2184698484.52,638204483.44,777669208.86,30390452143.64,3511967476.09,1939916208.16,3435298052.16,,,1
001872.SZ,20250430,20250430,20250331,1,1,1,2501384781.0,37359295965.85,23049406854.26,1249537330.5,50577869.1,14806669856.63,8461955103.18,197333215.2,1987365269.32,,74667782.5,203940612.52,,288334578.47,,35007241.85,,,,,,,222788244.74,26851790500.75,,,100949575170.07,3256776476.42,,,3811065261.72,,,,,,,17524450088.64,35979040.22,6116425469.13,917487725.33,368079660.07,,1378668892.46,177411451496.19,,,,,,,,,,,,,,,,,204263241996.94,15576449507.77,10848619498.3,,,,,,638204483.44,15419584.79,,,920942347.83,733493365.38,,146385736.99,,,,,,,,,10668136258.37,4090090321.2,30167316800.69,15867294284.76,,,165818602.26,4910140522.58,1256350270.84,176481868.58,43536889212.37,,,,,,,,,,,,,,,,,73704206013.06,218204634.17,,,,67958329709.51,62600706274.37,130559035983.88,204263241996.94,652061319.43,-1391291892.17,,,,,,,,,,,,312494733.22,2184698484.52,638204483.44,777669208.86,30390452143.64,3511967476.09,1939916208.16,3435298052.16,,,0
001872.SZ,20250403,20250403,20241231,1,1,4,2501308481.0,37362981831.67,21957778579.11,1249537330.5,40074647.27,16630400701.13,5685135472.01,270127883.63,1193408383.78,612111619.96,59177117.22,554387723.94,0.0,269958020.34,,34997992.08,,,,,,,251697812.77,25561402726.86,,,100018029894.96,3288690070.6,,,3777373574.7,30688591344.25,3296562213.14,14547783.45,626447.2,,,17335082422.84,63395053.69,5933310929.34,940404479.94,365481207.77,,1109025181.81,175956449154.59,,,,,,,,,,,,,,,,,201517851881.45,15582593255.65,12791242141.69,,,,,1536194.0,785830532.33,14576237.84,,,1168592349.15,725165726.32,0.0,132334744.28,1791645568.7,,,,,,,,10506682795.6,4061201760.72,32246696323.25,13875559119.52,3198449728.51,6132944.24,159435795.5,4795985333.59,1268975316.61,182720254.84,41112716783.95,,,,,,,,,,,,,,,,,73359413107.2,50559789.14,,,,66655698931.29,61502739842.96,128158438774.25,201517851881.45,655658044.98,-1558381237.45,,,,,,,,,,,,267888272.62,1463536267.41,787366726.33,1166499343.9,30689217791.45,3311109996.59,1923980312.98,3204582672.75,,,0
001872.SZ,20241031,20241031,20240930,1,1,3,2500924881.0,37343740420.12,21331147395.01,1095980563.68,55713466.81,15516640683.9,4315022215.0,264891494.54,1956694872.69,,90128726.78,312202788.64,,312365338.66,,17723148.78,,,,,,,212623235.01,23669129108.49,,,99405435948.77,4819306281.34,,,3900762679.96,,,,,,,17764995803.62,41636877.19,6151546892.48,937569948.82,404079673.49,,1129179595.38,176291718103.8,,,,,,,,,,,,,,,,,199960847212.29,16259359834.78,12872579860.25,,,,,6178733.23,593074106.27,23691114.32,,,966322584.38,825547489.93,,886045858.28,,,,,,,,,9642749198.42,2138010085.06,29881908225.22,13689012145.46,,,105279334.88,4852349006.02,987408736.27,175753477.65,41551786765.85,,,,,,,,,,,,,,,,,71433694991.07,,,,,67419307479.5,61107844741.72,128527152221.22,199960847212.29,587837347.55,-1219661984.9,,,,,,,,,,,,172961910.68,2221586367.23,599252839.5,983039393.13,29324862489.43,2611022328.84,2640793142.68,3445175287.15,,,0
001872.SZ,20240831,20240831,20240630,1,1,2,2500282481.0,37328977703.38,20141978136.85,1095980563.68,49651276.14,17378542552.7,3180085926.18,206216580.72,2069333396.2,566491149.2,68587293.06,493079578.9,0.0,297849790.11,,14189207.65,,,,,,,182809878.79,24457185353.51,,,97978665265.16,4865142527.67,,,3862480589.73,29565260352.64,2532718789.3,14258300.01,122121.62,,,17642433336.45,48966825.42,6425370717.88,947649101.31,405103110.35,,1141243519.72,176287946261.8,,,,,,,,,,,,,,,,,200745131615.31,18985278952.69,11914293884.2,,,,,33648733.23,595136679.08,26254832.7,,,831400024.7,685146685.84,0.0,3049267902.67,1588043118.08,,,,,,,,5672954810.61,2132961799.0,26665422915.39,16356687170.33,3544117290.55,5854885.33,75889086.5,4824097022.05,999803782.05,169867058.85,47105950600.71,,,,,,,,,,,,,,,,,73771373516.1,,,,,67060144241.07,59913613858.14,126973758099.21,200745131615.31,600365732.58,-1203256302.91,,,,,,,,,,,,136314445.28,2275549976.92,628785412.31,1059570728.1,29565382474.26,2546977089.31,4637311020.75,3549972175.88,,,1
