ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
000058.SZ,20260428,20260428,20260331,1,1,1,0.0201,0.0201,343592992.5,343592992.5,,,,,,,,,,,,,,,,-2039730.24,-2091519.25,,293782897.6,244345241.8,,,7436946.25,5529612.02,23131354.82,7300978.1,,,,,,,,,,,,48641953.28,95766.18,2622083.0,,46115636.46,17763896.3,28351740.16,24708029.52,3643710.64,-513987.08,27837753.08,24196628.1,3641124.98,57982661.62,,,,,6280235.96,7721422.25,1934386.75,,,,,,,,,,,,,,,28351740.16,1
000058.SZ,20260327,20260327,20251231,1,1,4,0.0564,0.0564,1687654147.69,1687654147.69,,,,,,,,,,,,,,,195000.0,21006589.99,-17614344.73,,1588365663.77,1233813641.05,,,34124348.87,26679209.38,118419776.21,28924639.64,-107877287.98,,,,,,,,,,,125202817.27,30288760.14,13935227.54,,141556349.87,76125707.36,65430642.51,69394739.7,-3964097.19,-1460139.65,63970502.86,67971407.64,-4000904.78,,,,,,29282221.03,37028844.98,9320500.6,,,,,,,,,,,,,,,65430642.51,0
000058.SZ,20260327,20260327,20251231,1,1,4,0.0564,0.0564,1687654147.69,1687654147.69,,,,,,,,,,,,,,,195000.0,21006589.99,-17614344.73,,1588365663.77,1233813641.05,,,34124348.87,26679209.38,118419776.21,28924639.64,-107877287.98,,,,,,,,,,,125202817.27,30288760.14,13935227.54,,141556349.87,76125707.36,65430642.51,69394739.7,-3964097.19,-1460139.65,63970502.86,67971407.64,-4000904.78,179082181.69,328029092.0,,,,29282221.03,37028844.98,9320500.6,,,,,,,,,,,,,,,65430642.51,1
000058.SZ,20251030,20251030,20250930,1,1,3,0.0754,0.0754,1217250722.03,1217250722.03,,,,,,,,,,,,,,,,-13080893.66,-14465617.59,,1064288074.8,919697159.9,,,24391224.68,13318940.87,71604925.88,25057983.64,92794.99,,,,,,,,,,,141720851.18,26193130.67,9094548.02,,158819433.83,56156061.82,102663372.01,92886466.82,9776905.19,-1493911.14,101169460.87,91428602.79,9740858.08,179766933.49,,,,,8720388.23,23037044.88,4762593.05,,,,,,,,,,,,,,,102663372.01,1
000058.SZ,20250829,20250829,20250630,1,1,2,0.0385,0.0385,751336543.24,751336543.24,,,,,,,,,,,,,,,,-11305524.92,-12346693.85,,640216789.79,546434239.63,,,15131434.1,9177410.13,46804543.04,15315631.7,8527.66,,,,,,,,,,,100725273.79,1521839.38,6016912.02,,96230201.15,39552620.54,56677580.61,47345638.67,9331941.94,-3104588.2,53572992.41,44282268.89,9290723.52,127337902.75,191948125.96,,,,5888807.53,21181045.0,6728401.15,,,,,,,,,,,,,,,56677580.61,1
000058.SZ,20250829,20250829,20250630,1,1,2,0.0385,0.0385,751336543.24,751336543.24,,,,,,,,,,,,,,,,-11305524.92,-12346693.85,,640216789.79,546434239.63,,,15131434.1,9177410.13,46804543.04,15315631.7,8527.66,,,,,,,,,,,100725273.79,1521839.38,6016912.02,,96230201.15,39552620.54,56677580.61,47345638.67,9331941.94,-3104588.2,53572992.41,44282268.89,9290723.52,,,,,,5888807.53,21181045.0,6728401.15,,,,,,,,,,,,,,,56677580.61,0
000058.SZ,20250426,20250426,20250331,1,1,1,0.0186,0.0186,357999755.03,357999755.03,,,,,,,,,,,,,,,,-2964301.01,-2483329.42,,308771258.36,265216415.23,,,6748341.77,4584599.29,22318228.35,7060004.87,,,,,,,,,,,,46768444.74,393176.52,3761675.38,,43399945.88,18470020.88,24929925.0,22883073.36,2046851.64,-1817666.54,23112258.46,21112100.75,2000157.71,56792750.62,,,,,2879595.86,5057133.72,1711722.41,,,,,,,,,,,,,,,24929925.0,1
000058.SZ,20250328,20250328,20241231,1,1,4,0.03,0.03,1711470295.1,1711470295.1,,,,,,,,,,,,,,,,12639409.22,3547462.77,,1604744640.34,1291129401.07,,,30509418.87,18331009.36,107434866.53,34870589.67,-102266791.96,,,,,,,,,,,123731716.29,5473172.58,17362637.28,,111842251.59,61667839.92,50174411.67,37561269.9,12613141.77,129254.98,50303666.65,37647329.13,12656337.52,153991878.93,289969054.29,,,,12949096.9,44332454.93,11172928.18,,,,,,,,,,,,,,,50174411.67,1
000058.SZ,20241030,20241030,20240930,1,1,3,0.031,0.031,1243637571.71,1243637571.71,,,,,,,,,,,,,,,,-8727945.05,-10419638.84,,1129419824.41,932432209.66,,,21282315.47,16137455.29,64699911.77,21577436.57,-63011221.1,,,,,,,,,,,107555442.31,2548010.76,9752732.9,,100350720.17,52893630.27,47457089.9,38126457.05,9330632.85,-321326.52,47135763.38,37815168.96,9320594.42,200872045.03,,,,,8866770.04,23790126.57,9713292.5,,,,,,,,,,,,,,,47457089.9,1
000058.SZ,20240828,20240828,20240630,1,1,2,0.0414,0.0414,802063183.35,802063183.35,,,,,,,,,,,,,,,,-6010606.11,-7235747.04,,690437354.23,598849328.66,,,14076357.71,10033141.35,46398897.91,14576630.78,,,,,,,,,,,,107151772.3,1553811.75,5656450.24,,103049133.81,35337650.92,67711482.89,50929722.07,16781760.82,-2337053.92,65374428.97,48628563.16,16745865.81,127733208.42,196480688.79,,,,5937367.33,20867784.57,7468781.93,,,,,,,,,,,,,,,67711482.89,1
