ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000060.SZ,20260430,20260331,0.11,0.11,4.2884,4.2812,1.1882,0.3186,2.1008,8224776.87,495381968.36,1017064866.75,0.9979,0.4182,0.2642,21.7519,0.8372,1.0646,0.3721,410282353.66,694192743.53,,-1891655104.0617,261632446.3983,8606247051.19,2098214119.88,21413868263.87,17174544118.9,14012927556.5,-51687964.21,10847436607.8,42336576150.4,10744975707.89,0.1134,4.4976,-0.2207,2.4194,0.1258,0.1563,-0.4259,0.0589,2.6503,5.3491,94.6509,2.0975,2.6459,0.1888,1.3112,0.594,-0.3162,97.8458,3.191,3.6449,2.5532,2.55,2.5115,1.3561,0.9844,1.3992,10.2128,5.4244,60.5537,2.5351,2.5952,46.5067,53.4933,26.419,50.5801,47.1805,76.9632,23.0368,-0.0396,1.5351,0.6219,0.9328,0.4363,0.6544,0.8159,-0.0305,71.0173,3.9376,0.9838,21158543192.78,3.2003,0.1888,97.8458,2.5532,2.5115,0.9844,-5.1545,57.1429,57.1429,-192.7056,65.5995,66.168,84.4542,88.76,-247.8209,33.3953,2.5655,7.5042,2.5644,21.4167,21.3039,21.3039,1543.5061,38.2764
000060.SZ,20260422,20251231,0.21,0.2,13.6323,13.6168,1.1882,0.3186,1.9874,16140141.62,785615937.91,3935660556.93,0.9924,0.404,0.2722,73.9452,3.1004,3.4319,1.2723,907134848.1,1614399091.94,3140600887.07,2948127473.9325,5702187836.2625,7594354149.72,2043049403.42,19285360018.26,15692623142.61,13500954360.63,-160488053.41,8858114552.43,39701164266.46,10241368962.66,0.1805,4.3851,0.5426,2.306,0.2226,0.3635,0.6638,1.2839,1.356,6.508,93.492,3.4794,1.3545,0.269,2.1447,1.0617,-0.7884,98.5017,1.8837,2.6665,4.7617,5.11,4.6658,3.3925,1.7233,3.0772,4.7617,3.3925,58.621,2.4167,2.8262,42.2217,57.7783,27.3639,48.5763,49.0544,72.5797,27.4203,0.1148,1.4167,0.6734,1.0098,0.4668,0.7001,0.8603,0.0833,81.7982,1.7233,1.6848,21225387026.55,1.8514,0.4638,100.268,-0.2177,-0.2155,-0.1429,3.1446,-27.5862,-25.9259,154.8614,-29.1651,-30.054,-25.8915,-23.08,207.1609,-45.964,19.7068,7.6403,37.1466,7.1948,7.1674,-8.1479,-89.4535,37.1466
000060.SZ,20251029,20250930,0.22,0.21,12.9776,12.9653,0.6271,0.3578,2.3925,16548020.18,824330456.41,2639706150.43,0.8893,0.3746,0.2965,57.3332,2.4191,2.7425,1.0072,939401748.6,1471930823.3,,1168003364.5025,5412598887.0225,7076819221.18,2138461341.32,23815599400.08,18863933261.51,10485241431.12,-2722774291.0,9014246480.33,41265392839.53,10279384258.48,0.225,4.2681,0.5436,2.7503,0.5539,0.3938,0.3125,1.4481,1.8394,5.4473,94.5527,2.8817,1.8377,0.2207,1.7451,0.9132,-0.0184,98.0633,2.275,3.0346,5.485,5.63,5.377,3.0564,1.8509,3.0353,7.3133,4.0752,65.4327,2.8929,3.1413,43.3397,56.6603,20.7708,57.7133,39.8903,74.4786,25.5214,0.0826,1.8929,0.4983,0.6912,0.3174,0.4403,0.5558,0.0615,76.7997,2.4679,1.7461,21285311610.31,2.2755,0.2282,98.3108,1.7901,1.7883,0.5688,7.5378,4.7619,5.0,125.1864,-9.0724,-8.8398,5.1758,7.5,127.0084,-11.313,16.5129,10.132,15.9197,11.8051,11.7891,36.442,-9.1294,18.5921
000060.SZ,20251029,20250930,0.22,0.21,12.9776,12.9653,0.6271,0.3578,2.3925,16548020.18,824330456.41,2639706150.43,0.8893,0.3746,0.2922,57.3332,2.4191,2.7425,1.0072,939401748.6,1471930823.3,,,,7076819221.18,2138461341.32,23815599400.08,18863933261.51,10485241431.12,-2722774291.0,9849688341.49,41265392839.53,10279384258.48,0.225,4.2681,0.5436,2.7503,0.5539,0.3938,,,1.8394,5.4473,94.5527,2.8817,1.8377,0.2207,1.7451,0.9132,-0.0184,98.0633,2.275,3.0346,5.485,5.63,5.377,3.0564,1.8509,3.0353,7.3133,4.0752,65.4327,2.8929,3.1413,43.3397,56.6603,20.7708,57.7133,39.8903,74.4786,25.5214,0.0826,1.8929,0.4983,0.6912,0.3174,0.4403,0.5558,0.0615,76.7997,2.4679,1.7461,21285311610.31,2.2755,0.2282,98.3108,1.7901,1.7883,0.5688,7.5378,4.7619,5.0,125.1864,-9.0724,-8.8398,5.1758,7.5,127.0084,-11.313,16.5129,10.132,15.9197,11.8051,11.7891,36.442,-9.1294,18.5921
000060.SZ,20250830,20250630,0.15,0.14,8.3243,8.3178,0.3227,0.3578,2.317,16263915.56,542575702.73,1779375248.4,1.1118,0.425,0.2957,35.793,1.6077,1.7602,0.661,645610463.87,989067026.38,1685231085.01,194264875.3302,2589594777.0002,5954130662.67,2141738173.18,23044840263.86,19831789538.87,9030943997.18,2059362400.81,10547349076.87,40210066406.09,9997345400.18,0.1495,3.8907,0.1933,2.6748,0.1573,0.2646,0.052,0.6928,1.9635,5.7235,94.2765,2.8562,1.9619,0.2165,1.713,0.9245,-0.1714,97.9249,2.4197,3.179,3.821,3.7,3.7098,2.1012,1.2968,2.0752,7.642,4.2024,64.4656,2.8142,3.2185,42.4014,57.5986,18.6953,57.3111,37.4293,59.1606,40.8394,0.0392,1.8142,0.4833,0.6531,0.29,0.3919,0.4554,0.0232,80.129,2.5936,1.1872,20460302151.84,2.4201,0.2078,97.7715,1.938,1.8988,0.6285,6.6871,0.0,7.6923,-6.1195,-8.6587,-8.3304,3.1156,4.71,-6.1238,-6.4171,6.2104,5.3875,5.9864,1.5414,1.5383,19.1428,5.1375,10.1864
000060.SZ,20250430,20250331,0.07,0.07,4.3032,4.3001,0.1546,0.3578,2.3275,10480776.91,262544557.48,823428442.72,1.2282,0.4519,0.3361,20.178,0.8297,0.9065,0.3411,310679460.27,489767970.22,,116642458.3249,1004507198.8849,6356763927.84,3894135206.17,20354725938.04,16738105645.19,8381477426.17,3817713683.52,9828696277.58,38227537903.95,10036702419.78,0.073,3.7288,-0.0754,2.6853,0.1754,0.131,0.0312,0.2688,1.9057,5.1233,94.8767,2.6065,1.9043,0.2246,1.4678,0.9122,-0.0209,98.0684,2.2818,3.0451,1.9062,1.91,1.833,1.0386,0.6495,1.0863,7.6248,4.1544,63.1325,2.7124,3.2925,42.3819,57.6181,17.2891,53.2462,37.788,54.6578,45.3422,-0.0168,1.7124,0.472,0.7097,0.2739,0.4118,0.5007,-0.0092,77.6548,2.598,0.579,20521566788.21,2.2806,0.2246,98.0684,1.9062,1.833,0.6495,-1.7524,16.6667,16.6667,-188.2904,-7.8226,-8.3325,14.0699,11.89,-188.2241,4.654,1.7908,5.7638,1.7265,-10.7593,-10.7792,-10.7792,-7.4268,8.9972
000060.SZ,20250415,20241231,0.29,0.27,16.0163,16.0029,0.1593,0.3578,2.2545,51246163.62,1030621330.34,3637155134.39,1.3309,0.4724,0.3265,82.9317,3.5072,3.4036,1.3473,1277014918.6,2069692030.6,3582976936.42,-1030815510.3537,861085438.4063,4887794881.23,3885280489.74,19475712311.19,16799991709.67,8138544177.95,4531194691.42,9828175527.16,37063427331.6,9763677085.39,0.2895,3.6632,0.2129,2.6123,-0.1162,0.5537,-0.2758,0.2304,2.2082,6.0809,93.9191,3.1431,2.2064,0.2817,2.1219,0.737,-0.0766,97.8667,2.6895,3.4574,7.8636,7.87,7.4911,4.6583,2.9727,4.7996,7.8636,4.6583,61.6295,2.6062,3.2295,39.7579,60.2421,17.7556,52.547,38.3134,48.4708,51.5292,0.0581,1.6062,0.5027,0.7291,0.2881,0.4179,0.4844,0.0282,70.6014,2.9727,2.435,20186144290.05,2.6771,0.4606,98.3785,2.0111,1.837,0.7358,-0.7542,61.1111,50.0,-49.3337,35.5108,34.3478,57.3025,60.38,-49.3457,47.5025,6.9079,6.5358,6.644,-8.8113,-8.8174,10.4751,1.8184,6.644
000060.SZ,20241029,20240930,0.21,0.2,12.2332,12.2238,0.1506,0.3434,2.1933,26796326.22,772701657.61,2692589844.27,1.4633,0.6374,0.4823,61.5941,2.7044,2.643,1.037,1047743974.24,1572464813.67,,-1883858600.4434,-126218330.3734,4603217745.38,4400037600.08,18891145744.01,14966262014.34,7818146282.21,5667513438.13,9372022601.6,36150383076.73,9481307575.26,0.2139,3.5776,0.2414,2.5367,0.1366,0.4207,-0.504,-0.0338,2.1582,5.8935,94.1065,2.9641,2.1566,0.2263,1.8186,0.9169,-0.008,97.7085,2.6542,3.4391,5.8796,5.87,5.6825,3.5666,2.2365,3.6501,7.8395,4.7555,61.7766,2.6162,3.2423,39.6427,60.3573,17.3145,52.2571,38.3959,43.8533,56.1467,0.0737,1.6162,0.4976,0.7347,0.2803,0.4139,0.5224,0.0323,64.2027,2.982,1.8134,19807762839.48,2.648,0.25,98.2046,1.8704,1.8486,0.6625,0.8789,10.5263,17.6471,597.6879,1.1504,0.8478,11.6631,16.39,597.4623,3.0419,4.4097,4.9486,4.2408,-13.4836,-13.4881,-3.4139,-8.6166,8.3667
000060.SZ,20240828,20240630,0.15,0.13,8.198,8.1919,0.1581,0.3434,2.1244,23793231.96,518161008.78,1729853635.89,1.4198,0.6198,0.4954,40.7262,1.8034,1.7694,0.6943,776959626.17,1047030696.58,1862800072.61,1547907421.9818,3051150787.1718,5177630963.47,4415986101.13,18627295041.2,14238348775.59,7541905274.66,5342206482.98,8501538665.5,35642843948.97,9223763832.16,0.145,3.5184,0.2059,2.4678,0.2181,0.2801,0.4141,0.8163,2.2425,5.6498,94.3502,2.4886,2.2408,0.2147,1.6192,0.6528,-0.0109,97.4643,2.6899,3.4171,4.0183,4.05,3.8419,2.3726,1.5558,2.5127,8.0366,4.7452,62.3853,2.6585,3.272,39.9415,60.0585,16.6722,52.261,38.3218,45.0939,54.9061,0.0605,1.6585,0.484,0.7333,0.2672,0.4049,0.5297,0.0273,64.0244,3.1116,1.2281,19685147026.84,2.6808,0.2455,97.0105,2.2488,2.1069,0.8114,3.5737,7.1429,0.0,1534.127,-5.9079,-6.3081,0.2995,2.94,1529.843,-8.0989,2.682,5.1411,2.5791,-17.6927,-17.7126,-38.2926,7.0153,9.1385
000060.SZ,20240429,20240331,0.06,0.06,4.8221,4.8196,0.1399,0.3434,2.0994,4693717.24,234655426.98,837348409.02,1.5757,0.7368,0.6137,24.5225,1.0427,1.0439,0.4073,399749169.48,516557735.98,,-374432566.6647,1569248485.7553,5661688746.36,6079644846.47,16591885401.63,11222507473.55,7164932510.62,6816153550.82,7625444880.39,33723674240.48,9130463787.69,0.064,3.4098,0.0854,2.4429,0.2398,0.1382,-0.1002,0.4199,1.7687,4.6484,95.3516,1.9858,1.7678,0.1931,1.1386,0.6531,-0.0002,97.782,2.2091,2.8661,1.8017,1.8,1.7664,1.1675,0.7201,1.2143,7.2068,4.67,62.3187,2.6538,3.3306,41.0349,58.9651,15.7592,49.1995,39.2989,41.7897,58.2103,0.027,1.6538,0.4678,0.7988,0.2529,0.4318,0.6384,0.0113,53.1342,2.8804,0.541,19474999030.15,2.2202,0.1931,97.782,1.8017,1.7664,0.7201,1.7722,-33.3333,-25.0,893.0233,-14.2829,-13.9617,-25.232,-23.94,893.7683,-15.9038,-0.4874,5.6723,-0.4697,7.334,7.3338,7.3338,3513.3321,-11.0923
