ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20260425,20260425,20260331,2,1,1,,,,,204605000000.0,,,,,,,45519000000.0,,18883000000.0,,28371000000.0,330351000000.0,,8115000000.0,2865000000.0,86560000000.0,,,19252000000.0,,25441000000.0,292549000000.0,37802000000.0,,174703000000.0,6158000000.0,24000000.0,,180885000000.0,172000000.0,234230000000.0,,,,234402000000.0,-53517000000.0,,,,118970000000.0,,,2077000000.0,,30000000.0,154604000000.0,-35634000000.0,-846000000.0,-52195000000.0,342635000000.0,290440000000.0,,,,,,,,,,,,,,,,,,,,,,,,,4732000000.0,,,,,,,,,0
000001.SZ,20260321,20260321,20251231,2,1,4,42633000000.0,,,,165882000000.0,137675000000.0,,,,,,187685000000.0,,,,79462000000.0,625358000000.0,,20285000000.0,25048000000.0,97655000000.0,,,79882000000.0,,33029000000.0,309500000000.0,315858000000.0,,864286000000.0,30272000000.0,402000000.0,,894960000000.0,2893000000.0,971103000000.0,,,,973996000000.0,-79036000000.0,,,,725935000000.0,,,18506000000.0,,74000000.0,875171000000.0,-149236000000.0,-1897000000.0,85689000000.0,256946000000.0,342635000000.0,,,,,1341000000.0,849000000.0,514000000.0,,,19000000.0,,1622000000.0,,2718000000.0,,,-12365000000.0,256763000000.0,,315858000000.0,,,,85689000000.0,597000000.0,,40407000000.0,1927000000.0,160000000.0,4057000000.0,3421000000.0,338578000000.0,253525000000.0,0
000001.SZ,20251025,20251025,20250930,2,1,3,,,,,43696000000.0,25801000000.0,,,,,,142555000000.0,,21268000000.0,,42399000000.0,320645000000.0,,16045000000.0,20095000000.0,100165000000.0,,,62063000000.0,,13742000000.0,248862000000.0,71783000000.0,,680442000000.0,22376000000.0,284000000.0,,703102000000.0,1288000000.0,715059000000.0,,,,716347000000.0,-13245000000.0,,,,507286000000.0,,,11104000000.0,,74000000.0,587867000000.0,-80581000000.0,-65000000.0,-22108000000.0,256946000000.0,234838000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000001.SZ,20250823,20250823,20250630,2,1,2,24870000000.0,,,,257464000000.0,128351000000.0,,,,,,96360000000.0,,24909000000.0,,16730000000.0,530188000000.0,,11970000000.0,15796000000.0,74186000000.0,,,40807000000.0,,58195000000.0,355506000000.0,174682000000.0,,466277000000.0,15643000000.0,147000000.0,,482067000000.0,838000000.0,442541000000.0,,,,443379000000.0,38688000000.0,,,,306282000000.0,,,10394000000.0,,7000000.0,470926000000.0,-164644000000.0,-152000000.0,48574000000.0,256946000000.0,305520000000.0,,,,,698000000.0,411000000.0,272000000.0,,,9000000.0,,1817000000.0,,1997000000.0,,,-102799000000.0,241217000000.0,,174682000000.0,,,,48574000000.0,2835000000.0,,19385000000.0,938000000.0,65000000.0,4576000000.0,3421000000.0,300944000000.0,253525000000.0,0
000001.SZ,20250419,20250419,20250331,2,1,1,,,,,206384000000.0,62690000000.0,,,,,,48514000000.0,,,,7911000000.0,416055000000.0,,8044000000.0,5135000000.0,58965000000.0,23574000000.0,,21872000000.0,,63200000000.0,253109000000.0,162946000000.0,,243429000000.0,9743000000.0,25000000.0,,253197000000.0,338000000.0,227916000000.0,,,,228254000000.0,24943000000.0,,,,79667000000.0,,,2538000000.0,,7000000.0,238065000000.0,-158398000000.0,-130000000.0,29361000000.0,256946000000.0,286307000000.0,,,,,,,,,,,,,,,,,,,,,,,,,11907000000.0,,,,,,,,,0
000001.SZ,20250315,20250315,20241231,2,1,4,44508000000.0,,,,94486000000.0,,,,,,,218979000000.0,,6602000000.0,,123106000000.0,530807000000.0,,20152000000.0,23827000000.0,56129000000.0,,,84014000000.0,,20246000000.0,467471000000.0,63336000000.0,,609720000000.0,36812000000.0,345000000.0,,646877000000.0,2388000000.0,676348000000.0,,,,678736000000.0,-31859000000.0,,,,733997000000.0,,778465000000.0,26807000000.0,,47000000.0,807930000000.0,-73933000000.0,1183000000.0,-41273000000.0,298219000000.0,256946000000.0,,,,489000000.0,1606000000.0,814000000.0,609000000.0,,,32000000.0,,-3385000000.0,,-6507000000.0,,,-202985000000.0,199898000000.0,,63336000000.0,,,,-41273000000.0,62516000000.0,,48939000000.0,2247000000.0,,3421000000.0,3687000000.0,253525000000.0,294532000000.0,0
000001.SZ,20250315,20250315,20241231,2,1,4,44508000000.0,,,,94486000000.0,,,,,,,218979000000.0,,6602000000.0,,123106000000.0,530807000000.0,,20152000000.0,23827000000.0,56129000000.0,,,84014000000.0,,20246000000.0,467471000000.0,63336000000.0,,609720000000.0,36812000000.0,345000000.0,,646877000000.0,2388000000.0,676348000000.0,,,,678736000000.0,-31859000000.0,,,,733997000000.0,,778465000000.0,26807000000.0,,47000000.0,807930000000.0,-73933000000.0,1183000000.0,-41273000000.0,298219000000.0,256946000000.0,,,,,1606000000.0,814000000.0,609000000.0,,,32000000.0,,-3385000000.0,,-6507000000.0,,,-202985000000.0,199898000000.0,,63336000000.0,,,,-41273000000.0,62516000000.0,,48939000000.0,2247000000.0,489000000.0,3421000000.0,3687000000.0,253525000000.0,294532000000.0,1
000001.SZ,20241019,20241019,20240930,2,1,3,,,,,135723000000.0,,,,,,,168926000000.0,,30544000000.0,,125615000000.0,538547000000.0,,16163000000.0,16609000000.0,43347000000.0,,,61894000000.0,,18861000000.0,401389000000.0,137158000000.0,,436288000000.0,27420000000.0,187000000.0,,463895000000.0,1121000000.0,473313000000.0,,,,474434000000.0,-10539000000.0,,,,513040000000.0,,637761000000.0,18880000000.0,,47000000.0,658572000000.0,-145532000000.0,-594000000.0,-19507000000.0,298219000000.0,278712000000.0,,,,,,,,,,,,,,,,,,,,,,,,,48026000000.0,,,,,,,,,0
000001.SZ,20240816,20240816,20240630,2,1,2,25879000000.0,,,,254637000000.0,,,,,,,115675000000.0,,10000000.0,,104272000000.0,508784000000.0,,11997000000.0,12207000000.0,50631000000.0,,,45760000000.0,,14206000000.0,395062000000.0,113722000000.0,,274831000000.0,19185000000.0,81000000.0,,294097000000.0,631000000.0,265373000000.0,,,,266004000000.0,28093000000.0,,,,452944000000.0,,579663000000.0,18881000000.0,,,599825000000.0,-146881000000.0,1032000000.0,-4034000000.0,298219000000.0,294185000000.0,,,,2000000.0,830000000.0,397000000.0,304000000.0,,,-1000000.0,,-2205000000.0,,3412000000.0,,,-207272000000.0,282854000000.0,,113722000000.0,,,,-4034000000.0,47135000000.0,,23151000000.0,1155000000.0,,3339000000.0,3687000000.0,290846000000.0,294532000000.0,0
000001.SZ,20240420,20240420,20240331,2,1,1,,,,,79797000000.0,,,,,,,59601000000.0,,9400000000.0,,26849000000.0,221752000000.0,,8251000000.0,3837000000.0,98651000000.0,,,19900000000.0,,10929000000.0,243134000000.0,-21382000000.0,,115917000000.0,7709000000.0,17000000.0,,123643000000.0,241000000.0,115091000000.0,,,,115332000000.0,8311000000.0,,294764000000.0,,294764000000.0,,268539000000.0,2742000000.0,,,271963000000.0,22801000000.0,923000000.0,10653000000.0,298219000000.0,308872000000.0,,,,,,,,,,,,,,,,,,,,,,,,,25735000000.0,,,,,,,,,0
