ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000042.SZ,20260430,20260430,20260331,1,1,1,,,908074918.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,22231406.52,930306324.62,607984126.34,88399296.48,107486761.48,0.0,0.0,0.0,0.0,0.0,78668370.14,882538554.44,47767770.18,2597079116.16,0.0,0.0,558.93,0.0,2597079675.09,1316917.88,0.0,0.0,2593750000.0,0.0,2595066917.88,2012757.21,74500000.0,,5261794.12,79761794.12,,396679293.53,67033661.77,0.0,6552988.99,470265944.29,-390504150.17,-5244.54,-340728867.32,6366065475.64,6025336608.32,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
000042.SZ,20260430,20260430,20260331,1,1,1,,,908074918.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,22231406.52,930306324.62,607984126.34,88399296.48,107486761.48,0.0,0.0,0.0,0.0,0.0,78668370.14,882538554.44,47767770.18,2597079116.16,0.0,0.0,558.93,0.0,2597079675.09,1316917.88,0.0,0.0,2593750000.0,0.0,2595066917.88,2012757.21,74500000.0,,5261794.12,79761794.12,86490164.1,396679293.53,67033661.77,0.0,6552988.99,470265944.29,-390504150.17,-5244.54,-340728867.32,6366065475.64,6025336608.32,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
000042.SZ,20260418,20260418,20251231,1,1,4,-1152947577.64,395916439.48,9904889012.29,111713331.3,,,,,,,,,,,,94961506.47,10111563850.06,2402393531.77,361686453.96,1294287400.49,,,,,,612911525.21,4671278911.43,5440284938.63,4607390026.41,13326000.0,13882166.57,765957.48,209584561.51,4844948711.97,3632958.0,165000.0,,4600901735.7,,4604699693.7,240249018.27,16200000.0,,4675850.02,20875850.02,6002449776.15,773104071.58,413629060.12,,1792154696.16,2978887827.86,-2958011977.84,-24969.19,2722497009.87,3643568465.77,6366065475.64,,,,984163429.72,213547842.17,430466.03,6317796.05,,,-1670586.16,15322805.78,,-277068278.57,93557161.35,154956445.27,-1330303533.07,-547849514.09,6701039722.96,,5440284938.63,,,,2722497009.87,,,170869701.44,14002617.91,,6366065475.64,3643568465.77,,,1
000042.SZ,20251028,20251028,20250930,1,1,3,,,8785944597.8,111713527.41,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,67666789.5,8965324914.71,1956756176.86,302859430.07,1097081544.06,0.0,0.0,0.0,0.0,0.0,510658661.4,3867355812.39,5097969102.32,2016384697.24,13326000.0,13882166.57,225338.16,118795593.89,2162613795.86,2782058.0,165000.0,0.0,2198900000.0,0.0,2201847058.0,-39233262.14,10000000.0,,5162006.15,15162006.15,5283621085.4239,666961464.08,327496147.43,,1778030751.8,2772488363.31,-2757326357.16,-19624.96,2301389858.06,3643568465.77,5944958323.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
000042.SZ,20251028,20251028,20250930,1,1,3,,,8785944597.8,111713527.41,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,67666789.5,8965324914.71,1956756176.86,302859430.07,1097081544.06,0.0,0.0,0.0,0.0,0.0,510658661.4,3867355812.39,5097969102.32,2016384697.24,13326000.0,13882166.57,225338.16,118795593.89,2162613795.86,2782058.0,165000.0,0.0,2198900000.0,0.0,2201847058.0,-39233262.14,10000000.0,,5162006.15,15162006.15,,666961464.08,327496147.43,,1778030751.8,2772488363.31,-2757326357.16,-19624.96,2301389858.06,3643568465.77,5944958323.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
000042.SZ,20250822,20250822,20250630,1,1,2,185631567.4,230014289.73,6153659092.14,96462143.13,,,,,,,,,,,,48398932.9,6298520168.17,1136078672.15,228927815.52,825855169.78,,,,,,381395321.89,2572256979.34,3726263188.83,777641710.25,13326000.0,,66740.0,115966893.89,907001344.14,2479608.0,165000.0,,1287900000.0,,1290544608.0,-383543263.86,5000000.0,,1787430.37,6787430.37,4199887601.9301,426818680.0,231330301.31,,1776338102.25,2434487083.56,-2427699653.19,-20074.24,915000197.54,3643568465.77,4558568663.31,,,,43421884.58,114322073.45,276151.1,2467268.72,,,14548662.1,61374.77,-134677.72,-231642032.22,-5423245.85,10955396.33,95882051.25,-394668054.1,3649687577.21,,3726263188.83,,,,915000197.54,,,1535097.06,9327805.02,,4558568663.31,3643568465.77,,,1
000042.SZ,20250429,20250429,20250331,1,1,1,,,3829585385.22,96462143.13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,43352344.28,3969399872.63,471069134.42,126345302.36,485181073.8,0.0,0.0,0.0,0.0,0.0,224192224.53,1306787735.11,2662612137.52,300493382.3,13148872.47,177127.53,29000.0,66780000.0,380628382.3,2005844.84,0.0,0.0,300000000.0,0.0,302005844.84,78622537.46,0.0,,7437.82,7437.82,2302690809.314,268527424.28,125701269.91,0.0,1776970143.38,2171198837.57,-2171191399.75,-4022.5,570039252.73,3643568465.77,4213607718.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
000042.SZ,20250429,20250429,20250331,1,1,1,,,3829585385.22,96462143.13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,43352344.28,3969399872.63,471069134.42,126345302.36,485181073.8,0.0,0.0,0.0,0.0,0.0,224192224.53,1306787735.11,2662612137.52,300493382.3,13148872.47,177127.53,29000.0,66780000.0,380628382.3,2005844.84,0.0,0.0,300000000.0,0.0,302005844.84,78622537.46,0.0,,7437.82,7437.82,,268527424.28,125701269.91,0.0,1776970143.38,2171198837.57,-2171191399.75,-4022.5,570039252.73,3643568465.77,4213607718.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
000042.SZ,20250426,20250426,20241231,1,1,4,-2505616700.94,699360890.69,9231926800.91,69775562.94,,,,,,,,,,,,94809229.83,9396511593.68,1824734083.45,457072897.71,925992095.33,,,,,,532481264.44,3740280340.93,5656231252.75,410880268.2,12600000.0,29203468.51,667605.0,44984371.55,498335713.26,8006184.99,,,410250000.0,,418256184.99,80079528.27,1032000000.0,,21885696.0,1053885696.0,6645283042.16,1130870289.62,781901140.88,,2016253842.01,3929025272.51,-2875139576.51,38435.22,2861209639.73,782358826.04,3643568465.77,,,,1771611741.33,168872091.21,893111.08,15322170.56,,,-656347.84,18404665.64,,42706639.75,563197441.68,-12358502.86,1128972315.31,-971470922.18,4622192640.78,,5656231252.75,,,,2861209639.73,,,87043688.24,27756330.3,,3643568465.77,782358826.04,,,1
000042.SZ,20241030,20241030,20240930,1,1,3,,,5391160054.96,51365344.68,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,71465499.91,5513990899.55,1422343785.65,351176612.39,273042531.96,0.0,0.0,0.0,0.0,0.0,367377493.24,2413940423.24,3100050476.31,286389923.73,0.0,29203468.51,6684093.37,0.0,322277485.61,7153661.04,0.0,0.0,285950000.0,0.0,293103661.04,29173824.57,832000000.0,,13069129.04,845069129.04,,1011693166.23,551161991.77,0.0,1012964145.01,2575819303.01,-1730750173.97,-2233.44,1398471893.47,782358826.04,2180830719.51,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
