ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000017.SZ,20260429,20260331,0.0089,0.0089,0.1917,0.1917,1.1575,0.0474,-1.6375,1525451.92,4590158.18,14187325.39,5.2877,2.7594,2.6844,0.6543,0.2766,48.0773,0.2704,6127525.31,8355003.25,,-41379600.6663,-31529600.6663,57504411.83,0.0,36092417.73,-11529703.95,384200839.22,395545089.77,382670552.24,441556484.22,-1095888109.34,0.0089,0.5664,-0.0624,-1.5901,-0.0404,0.0121,-0.06,-0.0457,4.6104,10.74,89.26,4.1122,4.6104,1.5881,2.3536,0.1705,-2.4027,95.3614,4.5821,6.3248,1.579,1.58,1.1852,1.7102,1.2466,1.4473,6.316,6.8408,18.7546,1.2308,1.2614,97.743,2.257,76.9848,8.1739,88.402,98.5632,1.4368,-0.4663,0.2308,4.1705,10.8151,4.1048,10.6449,,-0.4596,297.0412,4.9864,1.2518,2702875.84,6.1752,1.5881,95.3614,1.579,1.1852,1.2466,-32.5617,3.4884,3.4884,4.1475,-10.8719,9.0294,3.5672,-14.5,4.16,-7.2769,1.5782,4.4051,1.5834,-17.615,-17.615,-17.615,-61.695,11.6952
000017.SZ,20260421,20251231,0.0597,0.0597,1.0678,1.0678,1.1575,0.0474,-1.6464,324542.68,40804629.49,77894568.07,5.666,3.4263,3.4085,3.3572,1.6557,257.1413,1.613,55921880.19,56861893.79,58714314.19,-1886359.9818,11663640.0182,57579353.59,0.0,26544978.81,-48929654.84,378581923.76,384771746.99,334179999.8,420424888.69,-1102003719.44,0.0597,0.5576,-0.0283,-1.599,-0.0077,0.0825,-0.0027,0.0169,5.6254,10.5853,89.4147,2.4862,5.6254,1.0575,1.3284,0.1003,-0.1493,92.4007,7.5654,7.7271,11.2989,11.3,11.2097,12.4635,9.0735,10.4401,11.2989,12.4635,17.5991,1.2136,1.2533,97.7468,2.2532,79.2005,6.3138,91.3981,98.0242,1.9758,-0.2367,0.2136,4.5678,14.4758,4.5003,14.2619,,-0.232,180.8323,9.0735,9.015,2792361.64,7.6304,1.4626,89.8537,2.6872,2.8758,2.1273,22.4384,200.0,200.0,-13.6546,179.0366,154.9039,144.1589,168.1,-13.7736,118.4259,11.7883,10.0246,11.7811,26.904,26.904,-47.3372,-5.5332,11.7811
000017.SZ,20251030,20250930,0.0449,0.0449,0.8382,0.8382,1.1575,0.0474,-1.6612,1039663.74,29897606.62,55949019.61,5.6796,3.4941,3.408,2.491,1.3179,204.9234,1.2823,39870186.21,41946227.6,,-38757074.3979,-24857074.3979,54863570.19,0.0,27601314.43,-14321648.24,369154424.39,374842656.17,358157840.25,411653240.53,-1112195621.25,0.0449,0.5431,-0.0798,-1.6138,-0.0565,0.0609,-0.0562,-0.0361,5.4269,9.6852,90.3148,2.6239,5.4269,0.9466,1.5907,0.0866,,93.0982,6.9018,7.2612,8.617,8.62,8.3275,9.3114,6.9591,7.9855,11.4893,12.4152,17.6767,1.2147,1.2547,97.5194,2.4806,79.1299,6.705,90.9228,97.1343,2.8657,-0.6868,0.2147,4.5387,13.5605,4.4765,13.3745,,-0.6671,175.516,9.2788,6.8676,2706789.57,7.1778,0.587,93.5098,3.3596,3.2497,2.581,-6.4059,315.7407,315.7407,6.7757,402.5059,322.4996,316.8243,400.48,6.7417,252.1176,8.8813,7.3805,8.8798,106.7095,106.7095,290.7241,2.2972,18.3764
000017.SZ,20250819,20250630,0.0269,0.0269,0.4642,0.4642,1.1575,0.0474,-1.6791,635029.84,17935747.8,34854483.09,3.9731,1.9732,1.8322,1.6134,0.7065,112.1976,0.6875,23142902.83,24152098.31,24943636.17,-20586606.4259,-6236606.4259,96138883.93,0.0,28487678.19,-30666910.79,356509073.79,362199390.25,328732948.02,400092238.89,-1124562113.97,0.0269,0.5251,-0.0559,-1.6317,-0.0314,0.035,-0.0299,-0.009,5.9152,10.8939,89.1061,3.393,5.9152,1.2362,2.0762,0.0807,,92.7666,7.2334,7.5489,5.2634,5.26,5.0834,5.1902,4.0669,4.87,10.5268,10.3804,25.1146,1.3354,1.3189,97.5405,2.4595,71.8434,7.1203,90.4534,97.7537,2.2463,-0.316,0.3354,2.9039,12.7036,2.8606,12.5145,,-0.309,215.1091,8.1338,3.9908,2772051.24,7.4956,1.1794,89.7547,3.561,3.5332,2.758,3.9956,224.0964,224.0964,24.9664,258.4595,214.0476,224.7978,271.31,24.9867,182.2405,5.2727,14.22,5.2757,49.8568,49.8568,58.0962,140.7775,15.0784
000017.SZ,20250429,20250331,0.0086,0.0086,0.2327,0.2327,1.1575,0.0474,-1.6975,536348.91,5368618.84,12718950.45,6.442,2.9189,2.6252,0.9445,0.3759,55.4057,0.3652,6791215.98,7562042.7,,-45388056.8936,-45688056.8936,55970750.15,0.0,13866438.98,-21737585.35,344301700.8,364402070.79,339787866.31,387775693.45,-1137227923.86,0.0086,0.5071,-0.0651,-1.6501,-0.0659,0.011,-0.0659,-0.0663,3.719,7.9324,92.0676,3.1772,3.719,1.2927,1.8069,0.0776,,95.7646,4.2354,4.7162,1.7036,1.7,1.5489,1.7222,1.358,1.5646,6.8144,6.8888,15.7381,1.1868,1.2668,97.2093,2.7907,77.5897,3.5759,90.1225,95.881,4.119,-0.6703,0.1868,5.0041,25.2028,4.9301,24.8299,,-0.6426,192.913,5.432,1.3448,2856773.28,4.6661,1.2927,95.7646,1.7036,1.5489,1.358,-27.9904,82.9787,82.9787,-53.5377,80.1308,71.9144,83.6221,93.86,-53.7202,63.9207,1.664,2.1393,1.6616,42.4662,42.4662,42.4662,-43.4878,12.0189
000017.SZ,20250429,20250331,0.0086,0.0086,0.2327,0.2327,1.1575,0.0474,-1.6975,536348.91,5368618.84,12718950.45,6.442,2.9189,2.6252,0.9445,0.3759,55.4057,0.3652,6791215.98,7562042.7,,,,55970750.15,0.0,13866438.98,-21737585.35,344301700.8,364402070.79,339787866.31,387775693.45,-1137227923.86,0.0086,0.5071,-0.0651,-1.6501,-0.0659,0.011,,,3.719,7.9324,92.0676,3.1772,3.719,1.2927,1.8069,0.0776,,95.7646,4.2354,4.7162,1.7036,1.7,1.5489,1.7222,1.358,1.5646,6.8144,6.8888,15.7381,1.1868,1.2668,97.2093,2.7907,77.5897,3.5759,90.1225,95.881,4.119,-0.6703,0.1868,5.0041,25.2028,4.9301,24.8299,,-0.6426,192.913,5.432,1.3448,2856773.28,4.6661,1.2927,95.7646,1.7036,1.5489,1.358,-27.9904,82.9787,82.9787,-53.5377,80.1308,71.9144,83.6221,93.86,-53.7202,63.9207,1.664,2.1393,1.6616,42.4662,42.4662,42.4662,-43.4878,12.0189
000017.SZ,20250422,20241231,0.0244,0.0244,0.8414,0.8414,1.1575,0.0474,-1.7061,1625520.34,15219725.25,34436336.04,6.6828,5.346,5.2847,2.6977,1.4831,222.1818,1.4422,20115225.28,22338230.55,24178848.86,-25545387.1844,-15645387.1844,51810235.0,0.0,14502702.62,-66471657.97,338589750.39,358582816.27,288898275.53,382641862.75,-1143132891.61,0.0244,0.4988,-0.0249,-1.6587,0.0387,0.0324,-0.0371,-0.0227,2.7313,5.9386,94.0614,2.1189,2.7313,0.7882,1.2729,0.0579,-0.0647,96.5311,3.4407,3.8523,5.1631,5.31,4.6649,5.5559,3.9392,4.6292,5.1631,5.5559,15.2636,1.1801,1.2323,97.0608,2.9392,77.9349,3.7902,89.8389,95.155,4.845,-0.2718,0.1801,5.1839,23.7033,5.1059,23.3467,,-0.2587,188.3167,3.9392,4.1897,2931163.1,3.7988,0.5555,95.9452,2.8557,2.802,2.205,13.927,-33.3333,-33.3333,-157.2414,5.5324,18.4738,-5.9027,-17.7,-157.2276,-15.4832,11.3393,17.5219,11.3356,2.0031,2.0031,36.5617,713.0344,11.3356
000017.SZ,20241030,20240930,0.0108,0.0108,0.4055,0.4055,1.1311,0.0474,-1.7198,1448321.67,5973815.55,18551130.96,7.8446,4.378,4.0547,1.5209,0.7728,119.0023,0.7532,7934271.05,9824963.29,,-49975267.1171,-49975267.1171,45034830.07,,1233725.75,-14492927.02,311392678.09,316690141.8,302197214.78,327327945.15,-1152555999.98,0.0108,0.4588,-0.0856,-1.6723,-0.0557,0.0143,-0.0725,-0.0725,2.4844,6.6382,93.3618,3.7351,2.4844,1.0383,2.6932,0.0036,0.0029,97.1609,2.8391,3.5157,2.3753,2.38,1.9118,2.6481,1.8713,2.1769,3.1671,3.5308,12.4257,1.1419,1.1874,97.4745,2.5255,83.6262,0.3769,96.5953,100.0,,-1.275,0.1419,6.8337,256.2834,6.7301,252.4002,,-1.275,302.9038,2.4951,2.0005,2408138.9,3.5118,1.7029,97.7592,0.5405,0.3626,0.3885,-11.6152,47.9452,47.9452,-47.5862,-0.4812,25.0822,46.8585,18.64,-47.524,32.2739,2.4107,0.7264,2.4038,-19.8107,-19.8107,18.8435,-44.9725,11.026
000017.SZ,20241030,20240930,0.0108,0.0108,0.4055,0.4055,1.1311,0.0474,-1.7198,1448321.67,5973815.55,18551130.96,7.8446,4.378,4.0547,1.5209,0.7728,119.0023,0.7532,7934271.05,9824963.29,,,,45034830.07,,1233725.75,-14492927.02,311392678.09,316690141.8,302197214.78,327327945.15,-1152555999.98,0.0108,0.4588,-0.0856,-1.6723,-0.0557,0.0143,,,2.4844,6.6382,93.3618,3.7351,2.4844,1.0383,2.6932,0.0036,0.0029,97.1609,2.8391,3.5157,2.3753,2.38,1.9118,2.6481,1.8713,2.1769,3.1671,3.5308,12.4257,1.1419,1.1874,97.4745,2.5255,83.6262,0.3769,96.5953,100.0,,-1.275,0.1419,6.8337,256.2834,6.7301,252.4002,,-1.275,302.9038,2.4951,2.0005,2408138.9,3.5118,1.7029,97.7592,0.5405,0.3626,0.3885,-11.6152,47.9452,47.9452,-47.5862,-0.4812,25.0822,46.8585,18.64,-47.524,32.2739,2.4107,0.7264,2.4038,-19.8107,-19.8107,18.8435,-44.9725,11.026
000017.SZ,20240827,20240630,0.0083,0.0083,0.3098,0.3098,1.1311,0.0474,-1.7222,887223.52,4830419.17,12504567.73,8.7008,6.5592,6.3293,0.9911,0.5945,94.5088,0.5801,6456202.0,7600939.67,8126224.53,-39670738.3376,-39670738.3376,40269705.44,0.0,1447179.02,-23718379.35,309730345.35,316835824.01,292543871.16,326106362.09,-1154260494.51,0.0083,0.4563,-0.0745,-1.6748,-0.0429,0.011,-0.0576,-0.0576,2.5799,5.857,94.143,2.8852,2.5799,0.833,2.0528,-0.0005,0.0038,96.976,3.024,3.5602,1.8348,1.83,1.5501,2.0653,1.4966,1.7203,3.6696,4.1306,11.3864,1.1285,1.181,97.7081,2.2919,84.5389,0.4438,96.4345,98.6251,1.3749,-1.2476,0.1285,7.5384,217.3048,7.4246,214.0235,,-1.2304,257.7521,2.9932,1.5536,2229476.84,3.5767,1.0406,97.3393,0.7987,0.658,0.6473,-21.9239,16.9014,16.9014,-45.2242,-17.06,0.8162,17.5913,-3.26,-45.1427,10.3046,1.8527,-0.8931,1.8518,-27.133,-27.133,-28.6414,-28.7546,6.606
