ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000029.SZ,20260430,20260430,20260331,1,1,1,,,81026338.31,13417048.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,7046975.41,101490362.22,49428613.96,16744701.21,18842102.31,0.0,0.0,0.0,0.0,0.0,4135450.81,89150868.29,12339493.93,0.0,0.0,44997.96,0.0,0.0,44997.96,27300.0,0.0,0.0,0.0,0.0,27300.0,17697.96,0.0,,0.0,0.0,-7281844.52,0.0,0.0,0.0,0.0,0.0,0.0,-87693.56,12269498.33,278891920.87,291161419.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
000029.SZ,20260430,20260430,20260331,1,1,1,,,81026338.31,13417048.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,7046975.41,101490362.22,49428613.96,16744701.21,18842102.31,0.0,0.0,0.0,0.0,0.0,4135450.81,89150868.29,12339493.93,0.0,0.0,44997.96,0.0,0.0,44997.96,27300.0,0.0,0.0,0.0,0.0,27300.0,17697.96,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-87693.56,12269498.33,278891920.87,291161419.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
000029.SZ,20260320,20260320,20251231,1,1,4,99553068.6,3867783.17,249184246.74,14477207.75,,,,,,,,,,,,4802922.19,268464376.68,159265542.61,66521536.12,85194960.04,,,,,,52801771.84,363783810.61,-95319433.93,1114167212.32,,778495.0,162736.2,78085.65,1115186529.17,1905620.0,,,1160000000.0,,1161905620.0,-46719090.83,50000.0,,,50000.0,,96162025.65,3760510.21,,,99922535.86,-99872535.86,-107272.95,-242018333.57,520910254.44,278891920.87,,,,2407322.73,28521195.63,,783201.85,,,5767.73,34210.54,-16621332.22,150943612.67,517729.72,-360088.14,967660785.97,-752415765.38,-582303687.54,,-95319433.93,,,,-242018333.57,,,2086760.74,,,278891920.87,520910254.44,,,0
000029.SZ,20260320,20260320,20251231,1,1,4,99553068.6,3867783.17,249184246.74,14477207.75,,,,,,,,,,,,4802922.19,268464376.68,159265542.61,66521536.12,85194960.04,,,,,,52801771.84,363783810.61,-95319433.93,1114167212.32,,778495.0,162736.2,78085.65,1115186529.17,1905620.0,,,1160000000.0,,1161905620.0,-46719090.83,50000.0,,,50000.0,29015600.2432,96162025.65,3760510.21,,,99922535.86,-99872535.86,-107272.95,-242018333.57,520910254.44,278891920.87,,,,2407322.73,28521195.63,,783201.85,,,5767.73,34210.54,-16621332.22,150943612.67,517729.72,-360088.14,967660785.97,-752415765.38,-582303687.54,,-95319433.93,,,,-242018333.57,,,2086760.74,,,278891920.87,520910254.44,,,1
000029.SZ,20251027,20251027,20250930,1,1,3,,,167441360.8,14515474.76,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,122495243.79,304452079.35,101041701.51,45044931.41,77559045.18,0.0,0.0,0.0,0.0,0.0,172810847.62,396456525.72,-92004446.37,0.0,0.0,908582.15,0.0,0.0,908582.15,500391.16,0.0,0.0,110000000.0,0.0,110500391.16,-109591809.01,0.0,,0.0,0.0,-85641137.8508,33500586.6,1955924.21,,0.0,35456510.81,-35456510.81,-65120.99,-237117887.18,520910254.44,283792367.26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
000029.SZ,20250828,20250828,20250630,1,1,2,102211870.41,504473.51,107961865.12,14257792.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,120662833.73,242882491.65,79091286.46,31933948.07,65156436.59,0.0,0.0,0.0,0.0,0.0,154123062.11,330304733.23,-87422241.58,0.0,0.0,99669.36,0.0,0.0,99669.36,75475.4,0.0,0.0,110000000.0,0.0,110075475.4,-109975806.04,0.0,,0.0,0.0,-61960631.2004,33500586.6,1448749.44,0.0,0.0,34949336.04,-34949336.04,-63892.72,-232411276.38,520910254.44,288498978.06,0.0,0.0,,93013.14,13605503.22,0.0,386870.04,,,0.0,1634.14,-8662388.5,-99669.36,-302510.63,0.0,454142123.69,26902502.38,-676205663.62,,-87422241.58,,,,-232411276.38,,0.0,,0.0,,288498978.06,520910254.44,,,1
000029.SZ,20250828,20250828,20250630,1,1,2,102211870.41,504473.51,107961865.12,14257792.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,120662833.73,242882491.65,79091286.46,31933948.07,65156436.59,0.0,0.0,0.0,0.0,0.0,154123062.11,330304733.23,-87422241.58,0.0,0.0,99669.36,0.0,0.0,99669.36,75475.4,0.0,0.0,110000000.0,0.0,110075475.4,-109975806.04,0.0,,0.0,0.0,,33500586.6,1448749.44,0.0,0.0,34949336.04,-34949336.04,-63892.72,-232411276.38,520910254.44,288498978.06,0.0,0.0,,93013.14,13605503.22,0.0,386870.04,,,0.0,1634.14,-8662388.5,-99669.36,-302510.63,0.0,454142123.69,26902502.38,-676205663.62,,-87422241.58,,,,-232411276.38,,0.0,,0.0,,288498978.06,520910254.44,,,0
000029.SZ,20250428,20250428,20250331,1,1,1,,,61220397.09,13454368.42,,,,,,,,,,,,7548495.69,82223261.2,61046888.97,16723002.57,9826795.56,,,,,,13411152.37,101007839.47,-18784578.27,,,99669.36,,,99669.36,8625.84,,,,,8625.84,91043.52,,,,0.0,,,873119.63,,,873119.63,-873119.63,-15815.1,-19582469.48,520910254.44,501327784.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000029.SZ,20250428,20250428,20250331,1,1,1,,,61220397.09,13454368.42,,,,,,,,,,,,7548495.69,82223261.2,61046888.97,16723002.57,9826795.56,,,,,,13411152.37,101007839.47,-18784578.27,,,99669.36,,,99669.36,8625.84,,,,,8625.84,91043.52,,,,0.0,-29151831.9132,,873119.63,,,873119.63,-873119.63,-15815.1,-19582469.48,520910254.44,501327784.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000029.SZ,20250322,20250322,20241231,1,1,4,-377595958.3,2586822.94,448831107.1,20414313.02,,,,,,,,,,,,15889802.02,485135222.14,350375195.02,76680764.14,133539738.45,,,,,,51943474.32,612539171.93,-127403949.79,,,777600.0,519930.21,568863.59,1866393.8,1547315.83,,,90000000.0,,91547315.83,-89680922.03,1563000.0,,,1563000.0,-251339751.01,117562497.6,5251186.81,,,122813684.41,-121250684.41,99397.32,-338236158.91,859146413.35,520910254.44,,,,375188159.83,28234946.71,,686525.85,,,-195840.2,23829.37,-18461736.59,-1346463.59,2741314.32,-1846339.02,-96487621.86,-50483605.92,598936.15,,-127403949.79,,,,-338236158.91,,,8953080.52,,,520910254.44,859146413.35,,,0
