ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000012.SZ,20260428,20260428,20260331,1,1,1,,,3173852936.0,2311064.0,,,,,,,,,,,,65740029.0,3241904029.0,2425842017.0,582952607.0,106318584.0,,,,,,87719573.0,3202832781.0,39071248.0,,1318243598.0,2361622.0,8576274.0,,1329181494.0,150270773.0,1602767199.0,,49115553.0,,1802153525.0,-472972031.0,1504690102.0,,86775000.0,1591465102.0,-360176658.0,1068743352.0,70174319.0,,77361834.0,1216279505.0,375185597.0,-5836192.0,-64551378.0,2981170323.0,2916618945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000012.SZ,20260428,20260428,20260331,1,1,1,,,3173852936.0,2311064.0,,,,,,,,,,,,65740029.0,3241904029.0,2425842017.0,582952607.0,106318584.0,,,,,,87719573.0,3202832781.0,39071248.0,,1318243598.0,2361622.0,8576274.0,,1329181494.0,150270773.0,1602767199.0,,49115553.0,,1802153525.0,-472972031.0,1504690102.0,,86775000.0,1591465102.0,,1068743352.0,70174319.0,,77361834.0,1216279505.0,375185597.0,-5836192.0,-64551378.0,2981170323.0,2916618945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000012.SZ,20260428,20260428,20251231,1,1,4,105334139.0,247130850.0,13859258880.0,47741989.0,,,,,,,,,,,,194572414.0,14101573283.0,10037324214.0,1911922057.0,590584111.0,,,,,,415195604.0,12955025986.0,1146547297.0,,4480254000.0,5797199.0,37253698.0,,4523304897.0,1023280563.0,4708224786.0,,73284281.0,,5804789630.0,-1281484733.0,5370286999.0,,374424862.0,5744711861.0,528552098.0,5028438537.0,480764742.0,2678677.0,489057426.0,5998260705.0,-253548844.0,1783217.0,-386703063.0,3367873386.0,2981170323.0,,,,203487875.0,1209032685.0,150285423.0,14152886.0,,,-20905390.0,,9045057.0,11090098.0,-58241584.0,-13681638.0,-467400603.0,-141905898.0,-116382985.0,,1146547297.0,,,,-386703063.0,,,,7559718.0,,2981170323.0,3367873386.0,,,1
000012.SZ,20260428,20260428,20251231,1,1,4,105334139.0,247130850.0,13859258880.0,47741989.0,,,,,,,,,,,,194572414.0,14101573283.0,10037324214.0,1911922057.0,590584111.0,,,,,,415195604.0,12955025986.0,1146547297.0,,4480254000.0,5797199.0,37253698.0,,4523304897.0,1023280563.0,4708224786.0,,73284281.0,,5804789630.0,-1281484733.0,5370286999.0,,374424862.0,5744711861.0,,5028438537.0,480764742.0,2678677.0,489057426.0,5998260705.0,-253548844.0,1783217.0,-386703063.0,3367873386.0,2981170323.0,,,,203487875.0,1209032685.0,150285423.0,14152886.0,,,-20905390.0,,9045057.0,11090098.0,-58241584.0,-13681638.0,-467400603.0,-141905898.0,-116382985.0,,1146547297.0,,,,-386703063.0,,,,7559718.0,,2981170323.0,3367873386.0,,,0
000012.SZ,20251029,20251029,20250930,1,1,3,,,10482295306.0,26747990.0,,,,,,,,,,,,101082321.0,10610125617.0,7639974918.0,1465205737.0,370002648.0,,,,,,302478806.0,9777662109.0,832463508.0,,3230454000.0,4458484.0,7229808.0,,3242142292.0,880718251.0,3251043598.0,,118475883.0,,4250237732.0,-1008095440.0,3979328185.0,,283231862.0,4262560047.0,-884136412.0,3795257602.0,414247410.0,,392433800.0,4601938812.0,-339378765.0,3580953.0,-511429744.0,3367873386.0,2856443642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000012.SZ,20250819,20250819,20250630,1,1,2,64496634.0,117320748.0,6458486900.0,26546457.0,,,,,,,,,,,,58111672.0,6543145029.0,4695126967.0,1026148525.0,231840277.0,,,,,,205333993.0,6158449762.0,384695267.0,,1900454000.0,2803053.0,5102179.0,,1908359232.0,559400085.0,1922800000.0,,91394917.0,,2573595002.0,-665235770.0,2870829776.0,,,2870829776.0,-72221103.0,2571038441.0,132969154.0,,279585532.0,2983593127.0,-112763351.0,3716565.0,-389587289.0,3367873386.0,2978286097.0,,,,57849726.0,587430334.0,75015638.0,6959360.0,,,-4064848.0,,,4451443.0,-30740214.0,-6303968.0,-406973182.0,-345762946.0,258985756.0,,384695267.0,,,,-389587289.0,,,,3853633.0,,2978286097.0,3367873386.0,,,1
000012.SZ,20250428,20250428,20250331,1,1,1,,,3040297234.0,1645898.0,,,,,,,,,,,,37263834.0,3079206966.0,2177958548.0,591305907.0,110616466.0,,,,,,130080116.0,3009961037.0,69245929.0,,721454000.0,1320670.0,4233004.0,,727007674.0,235334225.0,689000000.0,,8504624.0,,932838849.0,-205831175.0,1934022067.0,,,1934022067.0,,1617842269.0,67059301.0,,73757544.0,1758659114.0,175362953.0,2074225.0,40851932.0,3367873386.0,3408725318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000012.SZ,20250428,20250428,20250331,1,1,1,,,3040297234.0,1645898.0,,,,,,,,,,,,37263834.0,3079206966.0,2177958548.0,591305907.0,110616466.0,,,,,,130080116.0,3009961037.0,69245929.0,,721454000.0,1320670.0,4233004.0,,727007674.0,235334225.0,689000000.0,,8504624.0,,932838849.0,-205831175.0,1934022067.0,,,1934022067.0,-756013211.8939,1617842269.0,67059301.0,,73757544.0,1758659114.0,175362953.0,2074225.0,40851932.0,3367873386.0,3408725318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000012.SZ,20250428,20250428,20241231,1,1,4,247600543.0,240388865.0,16772575368.0,47831532.0,,,,,,,,,,,,271579331.0,17091986231.0,11950326730.0,2158941445.0,705238646.0,,,,,,520555761.0,15335062582.0,1756923649.0,,572800000.0,6336869.0,77595470.0,,656732339.0,2338449565.0,555254000.0,,46621319.0,,2940324884.0,-2283592545.0,3458878582.0,,458231000.0,3917109582.0,-478347832.6169,1917891123.0,1050959870.0,,113846515.0,3082697508.0,834412074.0,8868553.0,316611731.0,3051261655.0,3367873386.0,,,,556927304.0,1168318243.0,146945804.0,9224629.0,,,-21561113.0,,491578.0,1604000.0,-86970035.0,5123912.0,-144724209.0,286095997.0,-663594879.0,,1756923649.0,,,,316611731.0,,,,4347065.0,,3367873386.0,3051261655.0,,,1
000012.SZ,20241030,20241030,20240930,1,1,3,,,12544628953.0,33479348.0,,,,,,,,,,,,195290801.0,12773399102.0,8796586514.0,1696953881.0,514942141.0,,,,,,412088852.0,11420571388.0,1352827714.0,,262800000.0,5760233.0,22364672.0,,290924905.0,1852370153.0,169254000.0,,33644589.0,,2055268742.0,-1764343837.0,2632768993.0,,458231000.0,3090999993.0,,1602050543.0,977850781.0,,103595003.0,2683496327.0,407503666.0,5518632.0,1506175.0,3051261655.0,3052767830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
