ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
000049.SZ,20260423,20260423,20260331,1,1,1,384638534.0,1926105056.84,4290028577.37,189523115.94,,1799593591.79,1383411653.02,88258464.62,4067663419.87,,251939535.56,,,2490075863.58,,,,,,,,,209135112.21,10657150672.53,,,5601197.49,,,,,,259971962.23,,,,,459281213.94,,,505408570.44,336224123.9,,168809828.91,5621835983.1,,,,,,,,,,,,,,,,,16278986655.63,1900807401.46,1875503781.81,,,,1525000.0,466227953.29,3955890694.32,,,,471427238.61,56256981.74,,,,,,,,,,,438074098.85,42137934.28,7465927288.41,,,,,13049429.0,164017619.91,,2078775802.18,,,,,,,,,,,,,,,,,9544703090.59,,,,,-65879813.7,6800163378.74,6734283565.04,16278986655.63,,9868094.59,,,,,,,,,,,2056354.5,48819907.02,4155921884.49,4422118647.61,77788849.05,3702107990.38,259971962.23,110063698.49,,,,1
000049.SZ,20260423,20260423,20260331,1,1,1,384638534.0,1926105056.84,4290028577.37,189523115.94,,1799593591.79,1383411653.02,88258464.62,4067663419.87,,251939535.56,,,2490075863.58,,,,,,,,,209135112.21,10657150672.53,,,5601197.49,,,,,,,,,,,459281213.94,,,505408570.44,336224123.9,,168809828.91,5621835983.1,,,,,,,,,,,,,,,,,16278986655.63,1900807401.46,1875503781.81,,,,1525000.0,466227953.29,3955890694.32,,,,471427238.61,56256981.74,,,,,,,,,,,438074098.85,42137934.28,7465927288.41,,,,,13049429.0,164017619.91,,2078775802.18,,,,,,,,,,,,,,,,,9544703090.59,,,,,-65879813.7,6800163378.74,6734283565.04,16278986655.63,,9868094.59,,,,,,,,,,,2056354.5,48819907.02,4155921884.49,4422118647.61,77788849.05,3702107990.38,259971962.23,110063698.49,,,,0
000049.SZ,20260423,20260423,20251231,1,1,4,384638534.0,1926105056.84,4210112088.08,189523115.94,,1489532298.89,1295776502.56,37414047.41,5001897188.36,,168523635.72,,,2657461591.19,,,,,,,,,263037990.25,11225052623.4,,,5686914.92,,,,,3773317209.41,145578393.62,,224650.46,,,464334761.89,,,569613512.44,344379177.53,,181990156.99,5669074773.94,,,,,,,,,,,,,,,,,16894127397.34,1957410104.24,1633627536.58,,,,301800.0,451088653.31,4807512061.95,,,,530307822.84,29602944.82,,,,,,,,,,,466311044.1,14478242.77,8093828879.84,,,,,9759028.84,174703035.72,,2141872168.8,,,,,,,,,,,,,,,,,10235701048.64,,,,,-67955176.77,6726381525.47,6658426348.7,16894127397.34,,16002730.61,,,,,,,,,,,2175045.17,55917229.87,5039311235.77,5258600715.26,91513344.38,3773541859.87,145578393.62,104681543.6,,,,0
000049.SZ,20251029,20251029,20250930,1,1,3,384638534.0,1926105056.84,4162286182.27,170691951.97,,1169956428.7,1423064508.69,70683540.55,5477420828.99,,137997585.34,,,2732647675.89,,,,,,,,,239499204.39,11637248039.79,,,5557455.5,,,,,,164260290.62,,,,,442777904.2,,,664194488.0,321184552.34,,190479578.38,5711145626.3,,,,,,,,,,,,,,,,,17348393666.09,2104139412.39,1813643692.37,,,,1444300.0,353051390.28,5289584826.07,,,,404154174.77,42762361.17,,,,,,,,,,,371804081.87,12022522.26,8443120307.65,,,,,9387937.49,174433244.86,,2288185913.17,,,,,,,,,,,,,,,,,10731306220.82,,,,,-45213586.54,6662301031.81,6617087445.27,17348393666.09,,18579306.73,,,,,,,,,,,3935863.14,66328595.28,5548104369.54,5642636216.35,83366650.84,3760457198.96,164260290.62,88324363.58,,,,0
000049.SZ,20250826,20250826,20250630,1,1,2,384638534.0,1926105056.84,4034218417.84,170691951.97,,1991155819.06,866327613.1,3710423.03,5054236440.54,,134140387.17,,,2343523201.77,,,,,,,,,203509536.86,10808397790.03,,,5449190.6,,,,,3616897206.35,276838481.3,,268532.17,,,445559258.02,,,672695317.87,317547753.47,,190201346.3,5690933793.11,,,,,,,,,,,,,,,,,16499331583.14,2207274432.48,1763769066.35,,,,1075700.0,282743876.71,4726350048.23,,,,302945891.09,41762091.75,,,,,,,,,,,374503532.3,6160123.76,7614983749.33,,,,,1894486.66,182479873.35,,2392097692.13,,,,,,,,,,,,,,,,,10007081441.46,,,,,-47163420.27,6539413561.95,6492250141.68,16499331583.14,,23759601.3,,,,,,,,,,,3221201.31,34384897.09,5057946863.57,5009093924.94,78204197.94,3617165738.52,276838481.3,81288522.05,,,,0
000049.SZ,20250422,20250422,20250331,1,1,1,384638534.0,1926105056.84,4112265638.68,170691951.97,,1718983089.9,1315498001.59,8987875.06,4629658960.89,,157607495.52,,,2303035738.41,,,,,,,,,168261306.86,10525868673.16,,,5502712.62,,,,,,218454827.39,,,,,449702311.71,,,480106729.24,276622710.94,,181752725.14,5464510018.25,,,,,,,,,,,,,,,,,15990378691.41,2363703015.14,1328301458.87,,,,0.0,295464669.99,4012263231.3,,,,509332521.76,71645837.48,,,,,,,,,,,495501639.31,7255150.69,6807378091.1,,,,,9767186.65,191428230.73,,2566689365.9,,,,,,,,,,,,,,,,,9374067457.0,,,,,-9011038.66,6625322273.07,6616311234.41,15990378691.41,,31621091.58,,,,,,,,,,,7881008.64,32466698.36,4638646835.95,4307727901.29,37102549.59,3685098991.89,218454827.39,55146883.34,,,,1
000049.SZ,20250422,20250422,20250331,1,1,1,384638534.0,1926105056.84,4112265638.68,170691951.97,,1718983089.9,1315498001.59,8987875.06,4629658960.89,,157607495.52,,,2303035738.41,,,,,,,,,168261306.86,10525868673.16,,,5502712.62,,,,,,,,,,,449702311.71,,,480106729.24,276622710.94,,181752725.14,5464510018.25,,,,,,,,,,,,,,,,,15990378691.41,2363703015.14,1328301458.87,,,,0.0,295464669.99,4012263231.3,,,,509332521.76,71645837.48,,,,,,,,,,,495501639.31,7255150.69,6807378091.1,,,,,9767186.65,191428230.73,,2566689365.9,,,,,,,,,,,,,,,,,9374067457.0,,,,,-9011038.66,6625322273.07,6616311234.41,15990378691.41,,31621091.58,,,,,,,,,,,7881008.64,32466698.36,4638646835.95,4307727901.29,37102549.59,3685098991.89,218454827.39,55146883.34,,,,0
000049.SZ,20250422,20250422,20241231,1,1,4,384638534.0,1926105056.84,4063603864.12,170691951.97,,1292121103.14,1334312556.32,7445817.38,6184541893.28,,95738537.11,,,2201384983.56,,,,,,,,,149791487.76,11491586746.31,,,5554326.24,,,,,3687314489.4,194990170.12,,4524.11,,,453913805.46,,,542441307.13,265133582.45,,189554005.38,5501712831.43,,,,,,,,,,,,,,,,,16993299577.74,2407892018.22,1185994239.17,,,,352300.0,271725406.74,5183972003.44,,,,535443800.6,124047553.48,,,,,,,,,,,412807927.84,4124155.34,7779155736.74,,,,,13053094.84,197379524.72,,2620961052.04,,,,,,,,,,,,,,,,,10400116788.78,,,,,14639848.6,6578542940.36,6593182788.96,16993299577.74,,33503533.43,,,,,,,,,,,19408848.64,5108652.07,6191987710.66,5455697410.18,68739210.26,3687319013.51,194990170.12,55579698.06,,,,0
000049.SZ,20241031,20241031,20240930,1,1,3,384638534.0,1926105056.84,3897144940.64,145293190.17,,1069681551.78,1305402462.92,22734892.0,5570838749.34,,77309345.99,,,2858543422.64,,,,,,,,,163890039.71,11325750815.96,,,5537500.97,,,,,,103216863.13,,,,,442729293.74,,,620725376.91,356320822.95,,213552400.35,5632458685.96,,,,,,,,,,,,,,,,,16958209501.92,2542062620.81,963337228.07,,,,,463116844.61,5300106583.38,,,,373845129.6,61337212.31,,,,,,,,,,,430537448.26,10658621.39,7689310765.24,,,,,65834973.49,206301310.39,,2818448834.11,,,,,,,,,,,,,,,,,10507759599.35,,,,,53638113.43,6396811789.14,6450449902.57,16958209501.92,,43630067.49,,,,,,,,,,,15512464.5,4829844.61,5593573641.34,5763223427.99,134930689.2,3720139036.86,103216863.13,81541853.01,,,,0
000049.SZ,20240828,20240828,20240630,1,1,2,384638534.0,1926105056.84,3783603382.56,145293190.17,,1200810880.85,1682060566.64,43706889.37,4411518959.83,45816451.48,159317003.24,,,2196688984.97,,,,,,,,,165994943.94,10030211419.89,,,5721918.11,,,,,3742262889.23,55444910.1,,2149894.69,,,446061114.69,,,511899422.76,310850389.14,,171211827.99,5414706211.23,,,,,,,,,,,,,,,,,15444917631.12,2607183025.99,718712707.39,,,,,447036954.03,4233184496.96,,,,285502632.91,32914998.78,,,80390280.19,,,,,,,,366897370.73,18691356.32,6193330710.31,,,,,67421823.55,217063258.08,,2895286760.89,,,,,,,,,,,,,,,,,9088617471.2,,,,,76865051.6,6279435108.32,6356300159.92,15444917631.12,,39794944.75,,,,,,,,,,,15512464.5,9999913.0,4455225849.2,4680221450.99,45816451.48,3744412783.92,55444910.1,80390280.19,,,,0
