date,open,high,low,close,volume,amount,pct_chg
20250508,75.52,76.49,75.39,76.1,48684.98,370252395.0,0.409
20250509,76.18,76.18,74.09,74.15,51688.0,385851722.0,-2.5624
20250512,75.13,76.15,74.71,76.05,57469.94,434446846.0,2.5624
20250513,77.0,77.2,75.37,75.46,52584.23,400008142.0,-0.7758
20250514,75.46,76.15,74.73,75.61,48898.82,368500856.0,0.1988
20250515,75.3,75.6,73.39,73.4,49012.93,363273361.0,-2.9229
20250516,73.34,74.0,73.23,73.4,33423.56,246042238.0,0.0
20250519,71.0,72.37,70.5,71.6,66973.36,477737521.0,-2.4523
20250520,71.6,73.27,71.3,72.82,47742.8,346763301.0,1.7039
20250521,72.72,72.95,71.56,71.92,38248.74,275678305.0,-1.2359
20250522,71.5,72.8,71.11,71.2,34989.8,251253399.0,-1.0011
20250523,71.19,71.5,69.8,69.81,45354.4,320509520.0,-1.9522
20250526,69.99,71.18,69.99,71.0,36039.91,254561075.0,1.7046
20250527,70.8,70.94,70.17,70.46,21508.74,151533419.0,-0.7606
20250528,70.51,70.88,69.91,70.0,26036.16,182825876.0,-0.6529
20250529,69.86,71.88,69.66,71.61,49342.98,351002979.0,2.3
20250530,71.2,71.37,70.21,70.46,35301.24,249328018.0,-1.6059
20250603,70.0,71.15,69.91,70.6,29056.85,205626321.0,0.1987
20250604,70.63,71.38,70.51,71.04,29752.04,211359722.0,0.6232
20250605,71.13,71.75,70.59,71.39,53514.13,380831997.0,0.4927
20250606,71.41,71.7,70.84,71.17,41644.7,296544568.0,-0.3082
20250609,71.25,73.18,71.0,72.36,55955.03,404190396.0,1.6721
20250610,72.28,72.41,70.08,70.73,51699.44,367861199.0,-2.2526
20250611,70.9,71.8,70.76,70.89,38204.12,272045367.0,0.2262
20250612,70.77,71.46,70.25,70.49,41435.49,292943674.0,-0.5643
20250613,70.2,70.4,69.3,69.43,61033.25,425477216.0,-1.5038
20250616,69.02,69.75,69.0,69.5,29849.39,207231718.0,0.1008
20250617,69.6,70.25,69.5,69.71,32838.7,229158130.0,0.3022
20250618,69.5,70.3,69.01,69.66,44125.59,307249183.0,-0.0717
20250619,69.4,69.93,68.54,68.56,48526.23,335513416.0,-1.5791
20250620,68.78,69.2,67.27,67.33,47537.36,323536243.0,-1.794
20250623,67.0,68.86,66.9,68.3,48700.78,330645275.0,1.4407
20250624,68.58,69.72,68.3,69.63,66770.78,462605175.0,1.9473
20250625,69.72,71.0,69.25,70.86,88421.1,620567885.0,1.7665
20250626,70.86,71.18,69.91,69.91,60139.6,424176248.0,-1.3407
20250627,70.69,71.42,70.07,70.37,63524.88,449305049.0,0.658
20250630,70.83,71.41,70.56,71.37,58342.72,415080663.0,1.4211
20250701,71.18,71.69,70.7,70.89,52350.55,372160011.0,-0.6726
20250702,70.6,70.6,69.52,69.87,50420.8,352071333.0,-1.4388
20250703,69.8,73.88,69.65,72.13,119324.02,856689889.0,3.2346
20250704,71.71,71.89,70.45,70.79,69824.11,496302382.0,-1.8578
20250707,70.69,70.95,70.08,70.32,32030.82,225333302.0,-0.6639
20250708,70.34,71.63,70.34,71.3,52337.36,372285447.0,1.3936
20250709,71.3,71.62,70.6,70.85,48285.4,343266794.0,-0.6311
20250710,70.66,71.2,70.51,70.98,38233.62,270887405.0,0.1835
20250711,70.98,72.2,70.56,71.68,63265.84,453009436.0,0.9862
20250714,71.68,71.8,71.25,71.42,39037.4,278943590.0,-0.3627
20250715,71.25,71.85,70.18,70.97,53345.35,378116210.0,-0.6301
20250716,70.9,74.0,70.9,72.07,108178.63,786641465.0,1.55
20250717,71.92,73.13,71.41,73.08,73730.91,534435532.0,1.4014
20250718,73.09,73.85,72.4,72.7,61434.07,447927971.0,-0.52
20250721,72.7,72.98,72.4,72.7,45320.19,329215591.0,0.0
20250722,72.79,73.35,72.4,73.08,66254.86,483282791.0,0.5227
20250723,73.01,74.5,72.8,73.68,97544.34,721834834.0,0.821
20250724,73.7,76.99,73.51,76.47,145278.73,1098231346.0,3.7866
20250725,76.5,77.65,75.8,76.73,106955.65,817879655.0,0.34
20250728,77.2,77.23,75.66,75.86,72188.94,548910080.0,-1.1338
20250729,75.8,76.6,75.7,76.13,63391.53,482625296.0,0.3559
20250730,75.94,77.22,74.88,75.6,94544.94,718751564.0,-0.6962
20250731,75.47,76.72,74.04,74.34,94053.59,710108385.0,-1.6667
20250801,74.34,75.36,73.81,74.45,76694.76,572852925.0,0.148
20250804,74.03,75.59,73.77,75.0,57370.96,428998150.0,0.7388
20250805,75.29,75.49,74.51,75.2,54594.68,409365158.0,0.2667
20250806,75.17,76.0,74.6,75.72,56955.16,430222674.0,0.6915
20250807,76.05,79.25,75.7,77.9,171130.55,1329249939.0,2.879
20250808,77.5,77.59,75.63,75.74,93412.3,712531343.0,-2.7728
20250811,75.6,76.66,75.55,76.21,62959.7,479540476.0,0.6205
20250812,76.08,77.79,75.8,77.18,99761.85,769993362.0,1.2728
20250813,77.19,77.5,76.2,77.36,103775.73,799480047.0,0.2332
20250814,77.5,80.86,77.04,77.8,209518.4,1665353169.0,0.5688
20250815,77.52,80.5,77.3,79.85,152018.79,1203268121.0,2.635
20250818,80.8,81.0,79.2,80.19,151456.97,1212923401.0,0.4258
20250819,80.1,82.88,78.6,81.31,162361.9,1308667348.0,1.3967
20250820,80.79,81.29,79.28,81.18,118637.47,952087064.0,-0.1599
20250821,81.2,82.04,79.79,80.02,104937.04,848904489.0,-1.4289
20250822,78.0,85.85,77.71,84.73,301422.3,2504433899.0,5.886
20250825,84.73,87.08,83.58,84.45,217851.79,1850819113.0,-0.3305
20250826,84.0,85.3,83.3,84.22,116186.98,978732203.0,-0.2724
20250827,84.22,87.71,82.9,83.04,218770.83,1866618562.0,-1.4011
