date,open,high,low,close,volume,amount,pct_chg
20250508,24.38,25.06,24.02,24.87,579201.18,1422827954.0,1.8011
20250509,24.87,24.88,24.2,24.24,388622.57,948268867.0,-2.5332
20250512,24.46,26.1,24.25,25.63,966700.34,2457520768.0,5.7343
20250513,25.7,25.7,24.91,25.09,502480.81,1266216348.0,-2.1069
20250514,25.11,25.25,24.72,24.81,284644.06,707436045.0,-1.116
20250515,24.82,25.0,24.4,24.41,240947.0,594275957.0,-1.6123
20250516,24.61,25.27,24.6,24.65,326655.36,814513297.0,0.9832
20250519,24.95,25.57,24.83,25.13,445615.93,1122534490.0,1.9473
20250520,25.0,25.0,24.56,24.86,282199.64,698727109.0,-1.0744
20250521,24.73,25.08,24.62,25.03,188000.04,467097687.0,0.6838
20250522,24.86,25.32,24.73,24.82,234921.52,587794481.0,-0.839
20250523,24.68,24.87,24.47,24.48,168941.0,416734712.0,-1.3699
20250526,24.47,24.65,24.41,24.6,102184.99,250911423.0,0.4902
20250527,24.61,24.64,24.15,24.31,149618.05,363936634.0,-1.1789
20250528,24.31,24.96,24.25,24.46,180424.0,444209601.0,0.617
20250529,24.5,25.09,24.36,25.08,303604.63,755562389.0,2.5348
20250530,24.98,25.23,24.83,25.01,233309.12,583947466.0,-0.2791
20250603,25.07,25.38,24.9,25.0,245154.72,615654849.0,-0.04
20250604,24.95,25.04,24.81,24.81,166600.0,414463943.0,-0.76
20250605,24.85,24.88,24.56,24.67,218903.0,540696298.0,-0.5643
20250606,24.8,25.15,24.65,24.69,217235.63,540542356.0,0.0811
20250609,24.98,26.28,24.98,25.87,770587.59,1989039736.0,4.7793
20250610,25.65,25.96,25.2,25.42,316682.28,808344437.0,-1.7395
20250611,25.47,25.68,25.32,25.55,188349.1,481488081.0,0.5114
20250612,25.57,25.71,25.36,25.5,187579.86,479198676.0,-0.1957
20250613,25.9,26.11,25.44,25.94,487596.19,1257380685.0,1.7255
20250616,25.9,25.91,25.55,25.74,250914.5,644231359.0,-0.771
20250617,25.65,25.78,25.33,25.55,228601.51,583329503.0,-0.7382
20250618,25.58,25.85,25.49,25.65,254198.58,652537240.0,0.3914
20250619,25.5,25.5,25.04,25.28,243381.92,613574313.0,-1.4425
20250620,25.13,25.19,24.71,24.78,194570.14,485166251.0,-1.9778
20250623,24.78,24.96,24.56,24.9,194980.54,483373866.0,0.9732
20250624,24.4,25.08,24.4,25.0,267848.9,664021885.0,0.4016
20250625,25.0,26.44,24.97,26.31,773000.74,2009594246.0,5.24
20250626,26.31,26.97,26.2,26.35,543574.95,1446927470.0,0.152
