date,open,high,low,close,volume,amount,pct_chg
20250508,4.3,4.3,4.28,4.29,715734.52,307170727.0,-0.2326
20250509,4.29,4.31,4.28,4.3,808445.55,347386562.0,0.2331
20250512,4.3,4.3,4.27,4.29,884746.0,379017392.0,-0.2326
20250513,4.29,4.31,4.28,4.3,1063721.9,456554253.0,0.2331
20250514,4.3,4.32,4.28,4.31,988417.57,425214047.0,0.2326
20250515,4.31,4.37,4.3,4.33,1572433.11,682066502.0,0.464
20250516,4.32,4.35,4.31,4.34,873274.61,378041672.0,0.2309
20250519,4.34,4.41,4.32,4.4,1535405.77,672258013.0,1.3825
20250520,4.41,4.43,4.36,4.38,957574.82,419184844.0,-0.4545
20250521,4.37,4.4,4.36,4.37,997820.64,437150781.0,-0.2283
20250522,4.37,4.38,4.31,4.34,1219937.95,528910775.0,-0.6865
20250523,4.33,4.37,4.3,4.31,1002166.62,433819794.0,-0.6912
20250526,4.31,4.32,4.28,4.31,764071.25,328563218.0,0.0
20250527,4.31,4.33,4.29,4.31,569506.74,245116167.0,0.0
20250528,4.31,4.32,4.29,4.3,466229.53,200483090.0,-0.232
20250529,4.29,4.31,4.28,4.31,686202.49,295146830.0,0.2326
20250530,4.3,4.32,4.29,4.29,685434.13,294672180.0,-0.464
20250603,4.28,4.29,4.25,4.27,1233388.94,525835143.00000006,-0.4662
20250604,4.27,4.28,4.26,4.27,563959.56,240864888.0,0.0
20250605,4.28,4.29,4.26,4.28,692914.36,296082874.0,0.2342
20250606,4.28,4.3,4.26,4.28,752687.2,322399481.0,0.0
20250609,4.29,4.3,4.27,4.28,781133.87,334481574.0,0.0
20250610,4.28,4.29,4.25,4.26,1027384.15,438386571.0,-0.4673
20250611,4.26,4.28,4.25,4.26,756689.42,322759531.0,0.0
20250612,4.27,4.27,4.23,4.24,1011563.6,429385294.0,-0.4695
20250613,4.24,4.26,4.23,4.25,1041672.8,442283095.0,0.2358
20250616,4.25,4.25,4.23,4.24,683575.01,289721177.0,-0.2353
20250617,4.24,4.27,4.23,4.26,908018.1,385878310.0,0.4717
20250618,4.26,4.28,4.25,4.26,799132.89,341102338.0,0.0
20250619,4.26,4.27,4.22,4.26,1062514.59,450955655.0,0.0
20250620,4.25,4.26,4.24,4.25,563728.5,239447308.0,-0.2347
20250623,4.25,4.25,4.22,4.23,851995.56,360478836.0,-0.4706
20250624,4.23,4.26,4.23,4.26,822825.67,349413407.0,0.7092
20250625,4.26,4.29,4.24,4.28,979255.02,417987346.0,0.4695
20250626,4.29,4.29,4.26,4.27,659924.78,282112595.0,-0.2336
20250627,4.27,4.28,4.25,4.26,798051.86,340268202.0,-0.2342
20250630,4.26,4.27,4.25,4.26,559658.95,238291111.0,0.0
20250701,4.27,4.29,4.25,4.27,1017133.61,434465183.0,0.2347
20250702,4.28,4.31,4.27,4.3,1114813.17,478540161.0,0.7026
20250703,4.31,4.31,4.28,4.29,766345.04,328990173.0,-0.2326
20250704,4.29,4.33,4.28,4.31,1076278.54,463839319.0,0.4662
20250707,4.31,4.35,4.31,4.34,1126849.7,487827349.0,0.6961
20250708,4.34,4.34,4.3,4.33,1084256.04,468337531.0,-0.2304
20250709,4.33,4.36,4.31,4.32,1091101.84,472860388.0,-0.2309
20250710,4.32,4.34,4.31,4.32,1077226.57,466102987.0,0.0
20250711,4.33,4.35,4.32,4.33,1357336.24,588427911.0,0.2315
20250714,4.34,4.38,4.33,4.36,1493728.22,651470400.0,0.6928
20250715,4.36,4.37,4.29,4.31,1502974.45,648884814.0,-1.1468
20250716,4.32,4.33,4.29,4.3,914330.11,394128151.0,-0.232
20250717,4.3,4.31,4.28,4.29,1010496.32,433659778.0,-0.2326
20250718,4.3,4.31,4.28,4.3,947346.7,407091675.0,0.2331
20250721,4.32,4.38,4.32,4.37,2216736.57,966644827.0,1.6279
20250722,4.37,4.44,4.35,4.42,2640847.0,1161058301.0,1.1442
20250723,4.44,4.46,4.38,4.39,1847512.74,816609006.0,-0.6787
20250724,4.39,4.43,4.36,4.42,1739339.5,765319683.0,0.6834
20250725,4.43,4.44,4.37,4.38,1513316.0,666106292.0,-0.905
20250728,4.4,4.41,4.35,4.36,1164554.2,509260292.0,-0.4566
20250729,4.36,4.37,4.34,4.36,1068345.42,464693540.0,0.0
20250730,4.36,4.42,4.35,4.38,1596179.87,700181606.0,0.4587
20250731,4.38,4.39,4.31,4.33,1852544.46,803006254.0,-1.1416
20250801,4.32,4.34,4.29,4.31,980213.8,422785993.0,-0.4619
20250804,4.3,4.32,4.29,4.31,774701.0,333253932.0,0.0
20250805,4.31,4.32,4.3,4.32,888314.62,382982273.0,0.232
20250806,4.32,4.32,4.29,4.31,803591.0,345782879.0,-0.2315
20250807,4.3,4.32,4.29,4.3,986778.62,424903503.0,-0.232
20250808,4.3,4.33,4.3,4.32,948653.55,409746262.0,0.4651
20250811,4.33,4.33,4.3,4.31,951476.93,410198953.0,-0.2315
20250812,4.31,4.32,4.29,4.3,986452.12,424652206.0,-0.232
20250813,4.3,4.31,4.29,4.3,1178499.25,506939605.0,0.0
20250814,4.31,4.32,4.28,4.28,1210804.0,520812192.0,-0.4651
20250815,4.29,4.3,4.28,4.28,1339259.84,574678749.0,0.0
20250818,4.29,4.32,4.28,4.3,1628347.04,700961404.0,0.4673
20250819,4.25,4.25,4.23,4.24,1244808.02,527920568.0,0.2364
20250820,4.23,4.25,4.22,4.24,1204113.83,509109453.0,0.0
20250821,4.24,4.28,4.23,4.27,1608435.7,685453301.0,0.7075
20250822,4.27,4.29,4.25,4.28,1286112.96,548385058.0,0.2342
20250825,4.28,4.33,4.27,4.32,1932413.41,831800754.0,0.9346
20250826,4.33,4.33,4.3,4.32,1433617.98,618487052.0,0.0
20250827,4.32,4.34,4.26,4.26,1851016.26,795696764.0,-1.3889
20250828,4.26,4.28,4.22,4.27,1722934.95,732384650.0,0.2347
20250829,4.26,4.31,4.25,4.25,1761319.09,753212586.0,-0.4684
20250901,4.25,4.25,4.23,4.24,1391723.07,589918948.0,-0.2353
20250902,4.24,4.26,4.23,4.26,1448039.34,614532671.0,0.4717
20250903,4.25,4.26,4.22,4.24,1442358.79,610675269.0,-0.4695
20250904,4.23,4.25,4.21,4.24,1548208.74,654612084.0,0.0
20250905,4.24,4.28,4.23,4.27,1493595.29,634790582.0,0.7075
20250908,4.27,4.35,4.26,4.34,2857487.71,1234052088.0,1.6393
20250909,4.34,4.35,4.31,4.32,1468395.86,635359607.0,-0.4608
20250910,4.32,4.33,4.28,4.29,1122318.22,482240405.0,-0.6944
20250911,4.29,4.31,4.27,4.31,1304445.48,559879352.0,0.4662
20250912,4.31,4.31,4.28,4.29,958769.3,411531492.0,-0.464
20250915,4.29,4.31,4.27,4.29,1212882.82,520323237.0,0.0
20250916,4.29,4.3,4.26,4.28,1190993.05,509126403.0,-0.2331
20250917,4.27,4.29,4.25,4.28,1011540.86,432340008.0,0.0
20250918,4.29,4.31,4.25,4.28,1664832.18,713304171.0,0.0
20250919,4.28,4.28,4.24,4.25,1344401.86,572253635.0,-0.7009
20250922,4.24,4.26,4.24,4.25,917657.45,389913712.0,0.0
20250923,4.25,4.28,4.22,4.26,1714093.74,728227867.0,0.2353
20250924,4.25,4.28,4.24,4.26,1054037.01,448638525.0,0.0
20250925,4.25,4.26,4.23,4.24,901956.26,382424539.0,-0.4695
20250926,4.23,4.29,4.23,4.28,1628986.77,694674461.0,0.9434
20250929,4.28,4.29,4.25,4.28,1251307.62,533626248.0,0.0
20250930,4.27,4.27,4.25,4.25,1018212.65,433408906.0,-0.7009
20251009,4.26,4.34,4.25,4.34,2822870.78,1215604205.0,2.1176
20251010,4.34,4.35,4.31,4.32,1706118.15,738491017.0,-0.4608
20251013,4.28,4.35,4.26,4.34,2208194.49,949378372.0,0.463
20251014,4.34,4.36,4.32,4.33,1782534.96,773718789.0,-0.2304
20251015,4.33,4.35,4.29,4.31,1485340.9,641224834.0,-0.4619
20251016,4.31,4.32,4.29,4.32,1377712.54,593728799.0,0.232
20251017,4.31,4.35,4.29,4.3,1776198.59,766581679.0,-0.463
20251020,4.33,4.33,4.27,4.29,1549972.52,665732327.0,-0.2326
20251021,4.29,4.31,4.28,4.29,1153074.55,495552875.0,0.0
20251022,4.29,4.31,4.29,4.29,820992.09,353008192.0,0.0
20251023,4.3,4.34,4.29,4.33,1556151.86,671708793.0,0.9324
20251024,4.33,4.33,4.29,4.3,1305831.0,562442714.0,-0.6928
20251027,4.31,4.33,4.29,4.33,1492425.05,643798999.0,0.6977
20251028,4.32,4.32,4.28,4.29,1451357.42,624116209.0,-0.9238
20251029,4.29,4.3,4.28,4.29,962886.67,413170664.0,0.0
20251030,4.3,4.43,4.29,4.38,3848122.23,1680283242.0,2.0979
20251031,4.34,4.35,4.25,4.25,4747928.49,2035163246.0,-2.968
20251103,4.25,4.27,4.24,4.26,1482378.73,631016235.0,0.2353
20251104,4.26,4.28,4.25,4.26,1338591.13,570955725.0,0.0
20251105,4.25,4.28,4.24,4.27,1215106.5,518079426.0,0.2347
20251106,4.27,4.33,4.27,4.3,1951189.1,839658601.0,0.7026
20251107,4.29,4.32,4.29,4.32,1254880.36,540422921.0,0.4651
20251110,4.32,4.33,4.3,4.31,1058691.63,456772435.0,-0.2315
20251111,4.33,4.33,4.3,4.32,1320363.65,570192343.0,0.232
20251112,4.32,4.33,4.28,4.29,1133785.17,487873379.0,-0.6944
20251113,4.29,4.3,4.27,4.29,1260082.6,539784512.0,0.0
20251114,4.28,4.3,4.27,4.28,1061933.11,455283648.0,-0.2331
20251117,4.28,4.29,4.25,4.28,1311162.94,559660803.0,0.0
20251118,4.28,4.28,4.24,4.25,1557166.3,662555734.0,-0.7009
20251119,4.25,4.26,4.23,4.24,1145009.29,485548893.0,-0.2353
