date,open,high,low,close,volume,amount,pct_chg
20250508,24.22,24.33,24.02,24.25,383566.26,928694801.0,0.1239
20250509,24.26,24.5,24.07,24.38,492429.07,1197107963.0,0.5361
20250512,24.51,24.75,24.15,24.56,658233.11,1611820722.0,0.7383
20250513,24.82,24.87,24.15,24.15,575996.01,1402676210.0,-1.6694
20250514,24.1,24.95,24.04,24.43,910174.54,2239946642.0,1.1594
20250515,24.51,25.25,24.46,24.66,1233414.53,3065243905.0,0.9415
20250516,24.51,24.76,24.16,24.23,695105.87,1693023308.0,-1.7437
20250519,24.18,24.2,23.67,23.76,516181.54,1228494088.0,-1.9397
20250520,23.75,24.02,23.6,23.8,553341.27,1317093614.0,0.1684
20250521,23.7,23.76,23.61,23.72,293617.94,695504359.0,-0.3361
20250522,23.72,23.73,23.32,23.35,366309.65,861073818.0,-1.5599
20250523,23.4,23.58,23.18,23.21,331985.96,776459692.0,-0.5996
20250526,23.21,23.51,23.12,23.41,252478.62,589949192.0,0.8617
20250527,23.4,23.4,23.14,23.24,195021.71,453268565.0,-0.7262
20250528,23.24,23.26,23.01,23.03,229644.75,530427658.00000006,-0.9036
20250529,23.1,23.4,23.05,23.33,257638.5,599423267.0,1.3026
20250530,23.24,23.3,23.12,23.27,187643.9,435863173.0,-0.2572
20250603,23.27,23.8,23.27,23.65,500039.9,1181463425.0,1.633
20250604,23.6,24.28,23.51,24.1,678194.04,1629355339.0,1.9027
20250605,24.08,24.37,23.89,24.01,576783.85,1390862584.0,-0.3734
20250606,24.16,24.27,23.98,24.06,341990.69,824012879.0,0.2082
20250609,24.36,24.96,24.21,24.77,1161481.65,2863688319.0,2.951
20250610,24.87,25.24,24.35,24.7,1088925.84,2697554006.0,-0.2826
20250611,24.62,25.88,24.61,25.55,1760683.67,4471109289.0,3.4413
20250612,25.58,25.6,25.02,25.37,984523.87,2483227390.0,-0.7045
20250613,25.37,25.37,24.76,25.1,966359.15,2419993915.0,-1.0642
20250616,25.08,25.73,24.88,25.47,979385.11,2487123152.0,1.4741
20250617,25.44,25.74,25.11,25.18,607440.23,1536846041.0,-1.1386
20250618,25.01,25.1,24.6,24.75,636158.12,1574775828.0,-1.7077
20250619,24.74,24.78,24.14,24.2,484550.57,1180427290.0,-2.2222
20250620,24.29,24.39,23.9,23.97,346614.1,835922670.0,-0.8275
20250623,23.85,24.17,23.8,24.08,334145.5,804110760.0,0.4589
20250624,24.1,24.42,23.95,24.35,416274.46,1011828439.0,1.1213
20250625,24.38,24.65,24.26,24.64,543371.87,1332354086.0,1.191
20250626,24.63,24.63,24.27,24.28,454379.77,1108892619.0,-1.461
20250627,24.33,24.7,24.31,24.4,473121.1,1158307632.0,0.4942
20250630,24.54,25.06,24.41,24.9,745409.39,1848887461.0,2.0492
20250701,24.9,24.91,24.63,24.86,423516.03,1048153349.0,-0.1606
20250702,24.8,24.8,24.55,24.58,361957.41,892070679.0,-1.1263
20250703,24.58,24.67,24.39,24.63,340351.14,834990680.0,0.2034
20250704,24.57,24.63,24.3,24.42,352138.55,859928557.0,-0.8526
20250707,24.45,24.58,24.33,24.42,243470.74,594617343.0,0.0
20250708,24.43,25.05,24.43,24.89,634236.89,1576214130.0,1.9247
20250709,24.9,24.95,24.5,24.55,416130.66,1027281094.0,-1.366
20250710,26.5,27.01,25.7,27.01,2969522.15,7843432262.0,10.0204
20250711,28.6,29.71,28.0,29.71,3426386.35,10049066044.0,9.9963
20250714,30.99,31.9,29.71,29.88,4735026.48,14471094718.0,0.5722
20250715,30.01,30.68,28.85,29.0,3107707.68,9199760565.0,-2.9451
20250716,29.15,29.78,28.81,29.04,1951710.14,5687801732.0,0.1379
20250717,28.8,30.49,28.23,30.0,2498923.67,7347899454.0,3.3058
20250718,30.0,33.0,29.83,32.96,4587973.95,14703656587.0,9.8667
20250721,33.0,35.75,32.03,35.05,4291503.27,14664140397.0,6.341
20250722,34.52,35.64,34.03,34.37,3082476.72,10650063639.0,-1.9401
20250723,34.12,36.09,33.58,34.99,3279374.85,11540094504.0,1.8039
20250724,34.69,38.49,34.64,38.14,4216111.45,15638209496.0,9.0026
20250725,38.2,39.65,36.99,38.25,4116603.35,15605924617.0,0.2884
20250728,38.16,40.42,38.01,40.06,3341710.85,13148038244.0,4.732
20250729,39.3,39.96,38.89,39.43,2411142.98,9488163063.0,-1.5726
20250730,39.65,39.95,37.89,39.59,3518200.85,13724147377.0,0.4058
20250731,38.44,38.71,37.15,37.5,2790670.04,10529949961.0,-5.2791
20250801,37.3,37.4,35.89,36.0,2589808.13,9427932555.0,-4.0
20250804,35.7,36.35,35.7,36.3,1574355.42,5677354057.0,0.8333
20250805,36.44,36.67,35.95,36.45,1335879.75,4848497952.0,0.4132
20250806,36.45,36.98,36.08,36.61,1585074.2,5788926432.0,0.439
20250807,36.61,39.39,35.53,38.81,3956604.81,14849263679.0,6.0093
20250808,38.0,39.76,37.86,38.69,2788756.13,10811443905.0,-0.3092
20250811,38.68,39.2,37.88,38.65,2081154.1,7998001788.0,-0.1034
20250812,38.1,38.3,37.02,37.47,1929214.01,7251906854.0,-3.053
20250813,37.47,37.8,37.33,37.59,1504456.61,5643577169.0,0.3203
20250814,37.55,39.28,37.21,38.35,2867926.43,10997406954.0,2.0218
20250815,38.0,39.22,37.91,39.0,2371228.92,9220773528.0,1.6949
20250818,39.7,42.9,38.55,42.9,2861184.37,11749317545.0,10.0
