date,open,high,low,close,volume,amount,pct_chg
20250508,81.26,81.98,80.0,80.4,38372.0,309006697.0,-1.7115
20250509,80.01,82.57,80.01,81.32,32200.61,262335392.99999997,1.1443
20250512,80.0,82.35,79.04,81.02,41451.2,335434805.0,-0.3689
20250513,81.39,82.0,80.4,80.91,26170.8,212185157.0,-0.1358
20250514,80.09,80.85,79.07,80.7,27943.79,223557221.0,-0.2595
20250515,80.32,84.37,80.3,83.05,60503.63,502259244.0,2.912
20250516,82.09,83.43,80.88,80.94,38844.82,317900251.0,-2.5406
20250519,80.62,81.26,79.98,80.67,23387.06,188179117.0,-0.3336
20250520,80.67,83.0,80.48,81.78,35046.23,287523038.0,1.376
20250521,81.05,86.88,81.0,86.15,73980.34,629736613.0,5.3436
20250522,85.33,86.25,84.08,86.0,46777.06,399995969.0,-0.1741
20250523,86.2,88.34,86.0,86.45,84798.5,740112640.0,0.5233
20250526,86.0,86.64,84.11,85.21,41795.69,355954499.0,-1.4344
20250527,85.2,89.05,84.69,89.0,62723.5,551243760.0,4.4478
20250528,88.0,88.38,87.03,88.1,41871.58,366898893.0,-1.0112
20250529,87.77,93.95,86.66,93.1,78170.81,721392208.0,5.6754
20250530,92.5,96.3,92.21,94.23,72989.02,689293231.0,1.2137
20250603,93.02,95.41,92.67,94.0,52236.49,491481745.0,-0.2441
20250604,93.35,96.0,92.6,94.95,41219.9,389618078.0,1.0106
20250605,94.8,94.9,90.38,91.5,74608.8,685155364.0,-3.6335
20250606,91.12,92.18,90.04,90.63,33802.2,307028216.0,-0.9508
20250609,91.02,94.76,90.43,93.42,60954.37,569559180.0,3.0785
20250610,93.43,97.28,93.42,94.42,60462.68,577207112.0,1.0704
20250611,94.28,95.0,92.0,92.2,54259.14,506503645.0,-2.3512
20250612,92.0,95.01,91.74,94.38,57161.52,535530834.99999994,2.3644
20250613,94.2,96.75,90.9,91.49,83026.79,769069635.0,-3.0621
20250616,90.97,94.15,90.66,91.9,51378.13,474725003.0,0.4481
20250617,92.33,92.88,85.99,86.4,90508.9,800212272.0,-5.9848
20250618,86.0,86.6,84.8,85.13,52316.86,446436078.0,-1.4699
