date,open,high,low,close,volume,amount,pct_chg
20250508,5.6,5.63,5.58,5.61,432920.86,242713205.0,-0.1779
20250509,5.6,5.62,5.57,5.57,415744.43,232242582.0,-0.713
20250512,5.6,5.63,5.57,5.62,560914.91,314272643.0,0.8977
20250513,5.64,5.72,5.62,5.69,964057.2,547745796.0,1.2456
20250514,5.68,5.73,5.64,5.73,725844.79,412927347.0,0.703
20250515,5.72,5.76,5.67,5.7,535613.31,305860721.0,-0.5236
20250516,5.69,5.71,5.61,5.65,660891.0,372564832.0,-0.8772
20250519,5.62,5.66,5.61,5.64,358480.22,201890968.0,-0.177
20250520,5.65,5.67,5.62,5.65,348218.23,196605956.0,0.1773
20250521,5.66,5.68,5.65,5.66,356417.93,201897382.0,0.177
20250522,5.65,5.67,5.61,5.64,367721.53,207026888.0,-0.3534
20250523,5.64,5.65,5.58,5.58,427332.86,239963236.0,-1.0638
20250526,5.55,5.6,5.54,5.58,378725.94,210993641.0,0.0
20250527,5.58,5.59,5.55,5.56,297675.26,165654218.0,-0.3584
20250528,5.56,5.57,5.54,5.55,264644.77,146958325.0,-0.1799
20250529,5.56,5.61,5.54,5.59,406425.54,226970520.0,0.7207
20250530,5.58,5.63,5.55,5.59,529653.69,296202866.0,0.0
20250603,5.56,5.62,5.55,5.62,401627.32,224313763.0,0.5367
20250604,5.61,5.65,5.6,5.64,357172.15,201212340.0,0.3559
20250605,5.64,5.66,5.57,5.6,655659.03,367387416.0,-0.7092
20250606,5.6,5.66,5.59,5.61,695867.41,391269889.0,0.1786
20250609,5.62,5.63,5.57,5.58,754007.66,421651471.0,-0.5348
20250610,5.58,5.59,5.51,5.53,852156.36,472943404.0,-0.8961
20250611,5.53,5.6,5.52,5.57,927005.49,517241245.0,0.7233
20250612,5.58,5.58,5.53,5.56,743303.5,412740861.0,-0.1795
20250613,5.55,5.59,5.52,5.56,1639783.02,910514247.0,0.0
20250616,5.55,5.57,5.49,5.51,1414928.61,780838134.0,-0.8993
20250617,5.51,5.54,5.49,5.54,784380.33,432850187.0,0.5445
